PlayerName,Height,Weight,BirthYear
조영건,180cm,85kg,1999
하영민,183cm,74kg,1995
주승우,180cm,82kg,2000
김선기,187cm,98kg,1991
김성민,181cm,90kg,1994
김연주,175cm,75kg,2004
이준우,183cm,93kg,2001
이강준,180cm,80kg,2001
오석주,180cm,74kg,1998
박주성,180cm,90kg,2000
로젠버그,186cm,90kg,1995
원종현,182cm,88kg,1987
양지율,185cm,103kg,1998
윤석원,185cm,81kg,2003
