PlayerName,Height,Weight,BirthYear
배재환,186cm,95kg,1995
최성영,180cm,85kg,1997
최우석,190cm,90kg,2005
전사민,194cm,85kg,1999
한재승,180cm,90kg,2001
전루건,185cm,80kg,2000
김재열,183cm,97kg,1996
김진호,183cm,90kg,1998
김민규,183cm,84kg,2001
김시훈,188cm,95kg,1999
김태경,188cm,95kg,2001
김영규,188cm,86kg,2000
이재학,181cm,84kg,1990
이용찬,185cm,85kg,1989
임정호,188cm,90kg,1990
임상현,184cm,89kg,2005
목지훈,181cm,83kg,2004
류진욱,189cm,88kg,1996
신민혁,184cm,95kg,1999
