선수,연도,팀,보직,나이,키,몸무게,날짜,구장,온도,ERA,WHIP,이닝,누적이닝,총이닝,투구수,실점,자책점,피안타,피홈런,탈삼진,볼넷,사구,K/BB,연투여부,휴식일수,연투일수,연투횟수,WBC_2023,올림픽_2021,아시안게임_2023,아시아챔피언십_2023,아시아선수권_2023,프리미어12_2019,PS_KS,PS_PO,PS_SP,PS_V,PS_WC,이동거리,총이동거리,누적이동거리,직구_피안타율,직구_구사율,변화구_구사율,FIP,FIP_변화량,평균_FIP,GS,평균_GS,GS_변화량,평균_ERA,ERA_변화량,구속,평균_구속,구속_변화량,부상위험도,피쳐타입,NP/IP,NP/IP_roll3,투구수_roll3,이닝_roll3,변화구_구사율_roll3,직구_구사율_roll3,연투여부_prev,휴식일수_prev,연투일수_prev,연투횟수_prev,누적연투일수,휴식_log,연투_log,휴식대연투비율,연투횟수_roll3,연투일수_roll3,휴식_inv,피로도지수,피로도지수_점수,혹사정도,회복실패여부,휴식_그룹
김민수,2022,KT,RP,33,188,80,2022-08-25,Home,24.4,6.75,2.25,1.333333333,60.33333333,80.66666667,24,1,1,2,0,2,1,0,2.0,False,1,1,18,False,False,False,False,False,False,False,False,False,True,False,31,9299,6302,0.27,43.0,57.0,2.362,-1.155666667,3.517666667,45,46.0,-1.0,3.702,3.048,140.8,143.0573333,-2.257333333,,변화구,18.0,50.2,65,4.0,57.0,43.0,False,1.0,1.0,18.0,1,0.693147181,0.693147181,0.5,17.66666667,1.333333333,-1.0,0.1727279357648362,71.42286627110909,2.195741171,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-08-31,Home,25.1,0.0,2.0,1.0,61.33333333,80.66666667,15,0,0,2,0,2,0,1,inf,False,2,1,18,False,False,False,False,False,False,False,False,False,True,False,0,9299,6962,0.27,43.0,57.0,2.112,-1.405666667,3.517666667,46,46.0,0.0,3.702,-3.702,137.7,143.0573333,-5.357333333,,변화구,15.0,46.2,61,4.0,57.0,43.0,False,1.0,1.0,18.0,1,0.693147181,0.693147181,0.5,18.0,1.333333333,-1.0,-0.0767093829191926,55.91624828845276,1.986259663,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-01,Home,28.7,0.0,1.0,1.0,62.33333333,80.66666667,14,0,0,1,0,1,0,0,inf,True,0,2,19,False,False,False,False,False,False,False,False,False,True,False,0,9299,6962,0.27,43.0,57.0,1.112,-2.405666667,3.517666667,46,46.0,0.0,3.702,-3.702,145.4,143.0573333,2.342666667,,변화구,14.0,47.0,53,3.333333333,57.0,43.0,False,2.0,1.0,18.0,3,1.098612289,0.693147181,1.0,18.0,1.0,-2.0,-0.1529253317052343,50.05705157462346,3.567296648,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-03,Away,28.5,0.0,1.0,1.0,63.33333333,80.66666667,19,0,0,0,0,1,1,0,1.0,False,1,1,19,False,False,False,False,False,False,False,False,False,True,False,272,9299,7234,0.27,43.0,57.0,4.112,0.594333333,3.517666667,45,46.0,-1.0,3.702,-3.702,142.8,143.0573333,-0.257333333,,변화구,19.0,48.0,48,3.0,57.0,43.0,True,0.0,2.0,19.0,1,0.0,1.098612289,0.0,18.33333333,1.333333333,0.0,0.313464076037114,77.64148790506617,2.013778096,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-04,Away,31.7,0.0,0.0,1.0,64.33333333,80.66666667,11,0,0,0,0,1,0,0,inf,True,0,2,20,False,False,False,False,False,False,False,False,False,True,False,0,9299,7234,0.27,43.0,57.0,1.112,-2.405666667,3.517666667,47,46.0,1.0,3.702,-3.702,144.3,143.0573333,1.242666667,,변화구,11.0,44.0,44,3.0,57.0,43.0,False,1.0,1.0,19.0,3,0.693147181,0.693147181,0.5,18.66666667,1.333333333,-1.0,-0.389414603838324,28.942263806481066,3.470963255,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-06,Home,25.1,0.0,1.0,1.0,65.33333333,80.66666667,12,0,0,1,0,1,0,0,inf,False,1,1,20,False,False,False,False,False,False,False,False,False,True,False,272,9299,7506,0.27,43.0,57.0,1.112,-2.405666667,3.517666667,46,46.0,0.0,3.702,-3.702,145.3,143.0573333,2.242666667,,변화구,12.0,42.0,42,3.0,57.0,43.0,True,0.0,2.0,20.0,1,0.0,1.098612289,0.0,19.33333333,1.666666667,0.0,-0.2656223757499413,40.19283432222729,1.949555834,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-07,Home,25.5,0.0,0.0,1.0,66.33333333,80.66666667,17,0,0,0,0,1,0,0,inf,True,0,2,21,False,False,False,False,False,False,False,False,False,True,False,0,9299,7506,0.27,43.0,57.0,1.112,-2.405666667,3.517666667,47,46.0,1.0,3.702,-3.702,146.0,143.0573333,2.942666667,,변화구,17.0,40.0,40,3.0,57.0,43.0,False,1.0,1.0,20.0,3,0.693147181,0.693147181,0.5,19.66666667,1.333333333,-1.0,0.1314647212391414,69.42035600182564,3.428148413,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-10,Away,25.5,0.0,0.0,1.0,67.33333333,80.66666667,15,0,0,0,0,1,0,0,inf,False,2,1,21,False,False,False,False,False,False,False,False,False,True,False,28,9299,7534,0.27,43.0,57.0,1.112,-2.405666667,3.517666667,47,46.0,1.0,3.702,-3.702,145.2,143.0573333,2.142666667,,변화구,15.0,44.0,44,3.0,57.0,43.0,True,0.0,2.0,21.0,1,0.0,1.098612289,0.0,20.33333333,1.666666667,0.0,0.0014186931280193,61.55864901871292,1.804296588,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-13,Away,26.8,0.0,0.0,1.0,68.33333333,80.66666667,9,0,0,0,0,1,0,0,inf,False,2,1,21,False,False,False,False,False,False,False,False,False,True,False,169,9299,7703,0.27,43.0,57.0,1.112,-2.405666667,3.517666667,47,46.0,1.0,3.702,-3.702,145.6,143.0573333,2.542666667,,변화구,9.0,41.0,41,3.0,57.0,43.0,False,2.0,1.0,21.0,1,1.098612289,0.693147181,1.0,20.66666667,1.333333333,-2.0,-0.5577255037017457,15.894568690095848,1.772185457,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-17,Home,29.8,0.0,2.25,1.333333333,69.66666667,80.66666667,14,0,0,3,0,1,0,0,inf,False,3,1,21,False,False,False,False,False,False,False,False,False,True,False,31,9299,7892,0.27,43.0,57.0,1.612,-1.905666667,3.517666667,46,46.0,0.0,3.702,-3.702,146.0,143.0573333,2.942666667,,변화구,10.5,34.5,38,3.333333333,57.0,43.0,False,2.0,1.0,21.0,1,1.098612289,0.693147181,1.0,21.0,1.333333333,-2.0,-0.4264054380865173,25.78731172980374,1.656740993,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-18,Home,31.7,0.0,1.5,0.666666667,70.33333333,80.66666667,10,0,0,1,0,0,0,0,inf,True,0,2,22,False,False,False,False,False,False,False,False,False,True,False,0,9299,7892,0.27,43.0,57.0,3.112,-0.405666667,3.517666667,43,46.0,-3.0,3.702,-3.702,145.1,143.0573333,2.042666667,,변화구,14.99999999,34.5,33,3.0,57.0,43.0,False,3.0,1.0,21.0,3,1.386294361,0.693147181,1.5,21.0,1.0,-3.0,-0.0372512513529279,58.92857142857143,3.353222441,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-21,Away,21.2,0.0,0.0,1.333333333,71.66666667,80.66666667,19,0,0,0,0,1,0,0,inf,False,2,1,22,False,False,False,False,False,False,False,False,False,True,False,0,9299,7931,0.27,43.0,57.0,1.612,-1.905666667,3.517666667,49,46.0,3.0,3.702,-3.702,146.3,143.0573333,3.242666667,,변화구,14.25,39.75,43,3.333333333,57.0,43.0,True,0.0,2.0,22.0,1,0.0,1.098612289,0.0,21.33333333,1.333333333,0.0,-0.048838058243401,58.11843906891831,1.793592878,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-22,Away,23.4,0.0,0.0,0.666666667,72.33333333,80.66666667,6,0,0,0,0,0,0,0,inf,True,0,2,23,False,False,False,False,False,False,False,False,False,True,False,313,9299,8244,0.27,43.0,57.0,3.112,-0.405666667,3.517666667,44,46.0,-2.0,3.702,-3.702,145.5,143.0573333,2.442666667,,변화구,8.999999995,38.24999999,35,2.666666667,57.0,43.0,False,2.0,1.0,22.0,3,1.098612289,0.693147181,1.0,21.66666667,1.333333333,-2.0,-0.5275787792624584,17.828617069831125,3.374629862,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-23,Away,24.8,54.0,6.0,0.333333333,72.66666667,80.66666667,11,2,2,2,1,1,0,0,inf,True,0,3,24,False,False,False,False,False,False,False,False,False,True,False,0,9299,8244,0.27,43.0,57.0,36.112,32.59433333,3.517666667,37,46.0,-9.0,3.702,50.298,143.7,143.0573333,0.642666667,,변화구,33.00000003,56.25000003,36,2.333333333,57.0,43.0,True,0.0,2.0,23.0,6,0.0,1.098612289,0.0,22.33333333,1.666666667,0.0,1.5932136386800804,95.56138749429483,4.385333572,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-27,Home,24.4,0.0,2.0,1.0,73.66666667,80.66666667,11,0,0,1,0,0,1,0,0.0,False,3,1,24,False,False,False,False,False,False,False,False,False,True,False,330,9299,8662,0.27,43.0,57.0,6.112,2.594333333,3.517666667,43,46.0,-3.0,3.702,-3.702,145.0,143.0573333,1.942666667,,변화구,11.0,53.00000003,28,2.0,57.0,43.0,True,0.0,3.0,24.0,1,0.0,1.386294361,0.0,23.0,2.0,0.0,-0.3018248146180954,36.781150159744406,1.549703889,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-09-29,Away,24.3,0.0,0.0,1.0,74.66666667,80.66666667,15,0,0,0,0,2,0,2,inf,False,1,1,24,False,False,False,False,False,False,False,False,False,True,False,31,9299,8693,0.27,43.0,57.0,5.112,1.594333333,3.517666667,48,46.0,2.0,3.702,-3.702,141.6,143.0573333,-1.457333333,,변화구,15.0,59.00000003,37,2.333333333,57.0,43.0,False,3.0,1.0,24.0,1,1.386294361,0.693147181,1.5,23.66666667,2.0,-3.0,-0.0189876621708037,60.200821542674575,1.896037282,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-10-08,Away,19.8,0.0,1.2,1.666666667,76.33333333,80.66666667,34,0,0,2,0,2,0,0,inf,False,8,1,24,False,False,False,False,False,False,False,False,False,True,False,0,9299,8996,0.27,43.0,57.0,0.712,-2.805666667,3.517666667,50,46.0,4.0,3.702,-3.702,142.6,143.0573333,-0.457333333,,변화구,20.4,46.4,60,3.666666667,57.0,43.0,False,1.0,1.0,24.0,1,0.693147181,0.693147181,0.5,24.0,1.666666667,-1.0,0.459416354310651,82.45093564582382,0.753333731,0,회복충분
김민수,2022,KT,RP,33,188,80,2022-10-10,Home,10.2,5.4,1.8,1.666666667,78.0,80.66666667,23,1,1,3,0,2,0,0,inf,False,1,1,24,False,False,False,False,False,False,False,False,False,True,False,31,9299,9318,0.27,43.0,57.0,0.712,-2.805666667,3.517666667,48,46.0,2.0,3.702,1.698,139.9,143.0573333,-3.157333333,,변화구,13.8,49.19999999,72,4.333333334,57.0,43.0,False,8.0,1.0,24.0,1,2.197224577,0.693147181,4.0,24.0,1.0,-8.0,-0.1588575716523054,49.52647193062528,2.270667144,1,회복실패
김민수,2022,KT,RP,33,188,80,2022-10-11,Away,14.4,0.0,0.75,2.666666667,80.66666667,80.66666667,31,0,0,1,0,2,1,0,2.0,True,0,2,25,False,False,False,False,False,False,False,False,False,True,False,31,9299,9349,0.27,43.0,57.0,2.737,-0.780666667,3.517666667,55,46.0,9.0,3.702,-3.702,142.5,143.0573333,-0.557333333,,변화구,11.625,45.82499999,88,6.000000001,57.0,43.0,False,1.0,1.0,24.0,3,0.693147181,0.693147181,0.5,24.0,1.0,-1.0,-0.2661166328890053,40.14148790506618,3.941926509,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-03-24,Home,20.8,0.0,2.0,1.0,1.0,81.33333333,17,0,0,1,0,0,1,0,0.0,False,0,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8387,0,0.313,43.9,56.1,6.166,1.424,4.742,43,44.66666667,-1.666666667,6.1252,-6.1252,140.8,140.9135135,-0.113513514,,변화구,17.0,42.425,71,5.333333334,56.7,43.3,True,0.0,2.0,25.0,1,0.0,1.098612289,0.0,24.33333333,1.333333333,0.0,0.2233595821055992,73.85326335006846,2.759963433,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-03-26,Home,10.8,0.0,0.0,1.0,2.0,81.33333333,13,0,0,0,0,1,0,0,inf,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8387,0,0.313,43.9,56.1,1.166,-3.576,4.742,47,44.66666667,2.333333333,6.1252,-6.1252,140.5,140.9135135,-0.413513514,,변화구,13.0,41.625,61,4.666666667,56.4,43.6,False,0.0,1.0,0.0,1,0.0,0.693147181,0.0,16.33333333,1.333333333,0.0,-0.2595841977286899,40.68918302145139,2.15292633,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-03-28,Home,11.3,0.0,0.75,1.333333333,3.333333333,81.33333333,23,0,0,1,0,2,0,1,inf,False,1,1,0,False,False,False,False,False,False,False,False,False,False,False,0,8387,0,0.313,43.9,56.1,2.416,-2.326,4.742,49,44.66666667,4.333333333,6.1252,-6.1252,140.0,140.9135135,-0.913513514,,변화구,17.25,47.25,53,3.333333333,56.1,43.9,False,1.0,1.0,0.0,1,0.693147181,0.693147181,0.5,8.333333333,1.333333333,-1.0,-0.0142454776067783,60.508900045641255,2.067296648,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-02,Home,19.8,13.5,3.0,0.666666667,4.0,81.33333333,20,1,1,1,0,0,1,0,0.0,False,4,1,0,False,False,False,False,False,False,False,False,False,False,False,139,8387,278,0.313,43.9,56.1,7.666,2.924,4.742,40,44.66666667,-4.666666667,6.1252,7.3748,139.3,140.9135135,-1.613513514,,변화구,29.99999998,60.24999999,56,3.0,56.1,43.9,False,1.0,1.0,0.0,1,0.693147181,0.693147181,0.5,0.0,1.0,-1.0,0.9545436705661308,91.14559561843907,1.799407779,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-05,Away,16.4,10.8,1.2,1.666666667,5.666666667,81.33333333,24,2,2,1,0,1,1,0,1.0,False,2,1,0,False,False,False,False,False,False,False,False,False,False,False,31,8387,309,0.313,43.9,56.1,3.766,-0.976,4.742,46,44.66666667,1.333333333,6.1252,4.6748,140.2,140.9135135,-0.713513514,,변화구,14.4,61.64999999,67,3.666666667,56.1,43.9,False,4.0,1.0,0.0,1,1.609437912,0.693147181,2.0,0.0,1.0,-4.0,-0.3910565866893445,28.77681424007303,2.050481925,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-06,Away,16.7,9.0,3.0,1.0,6.666666667,81.33333333,24,1,1,3,0,0,0,0,inf,True,0,2,1,False,False,False,False,False,False,False,False,False,False,False,0,8387,309,0.313,43.9,56.1,3.166,-1.576,4.742,42,44.66666667,-2.666666667,6.1252,2.8748,140.1,140.9135135,-0.813513514,,변화구,24.0,68.39999998,68,3.333333334,56.1,43.9,False,2.0,1.0,0.0,3,1.098612289,0.693147181,1.0,0.0,1.0,-2.0,0.4552639631398362,82.31971702418987,3.727852302,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-09,Away,15.0,0.0,0.0,1.333333333,8.0,81.33333333,18,0,0,0,0,4,0,0,inf,False,2,1,1,False,False,False,False,False,False,False,False,False,False,False,347,8387,656,0.313,43.9,56.1,-2.834,-7.576,4.742,52,44.66666667,7.333333333,6.1252,-6.1252,140.2,140.9135135,-0.713513514,,변화구,13.5,51.9,66,4.0,56.1,43.9,True,0.0,2.0,1.0,1,0.0,1.098612289,0.0,0.333333333,1.333333333,0.0,-0.3898442861089818,28.89091738931995,2.039778215,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-11,Away,16.4,0.0,1.8,1.666666667,9.666666667,81.33333333,31,0,0,3,0,2,0,0,inf,False,1,1,1,False,False,False,False,False,False,False,False,False,False,False,0,8387,656,0.313,43.9,56.1,0.766,-3.976,4.742,49,44.66666667,4.333333333,6.1252,-6.1252,140.8,140.9135135,-0.113513514,,변화구,18.6,56.1,73,4.0,56.1,43.9,False,2.0,1.0,1.0,1,1.098612289,0.693147181,1.0,0.666666667,1.333333333,-2.0,-0.0097869350797958,60.87973528069375,2.281370854,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-12,Home,20.6,0.0,1.0,1.0,10.66666667,81.33333333,9,0,0,1,0,0,0,0,inf,True,0,2,2,False,False,False,False,False,False,False,False,False,False,False,330,8387,986,0.313,43.9,56.1,3.166,-1.576,4.742,45,44.66666667,0.333333333,6.1252,-6.1252,138.7,140.9135135,-2.213513514,,변화구,9.0,41.1,58,4.0,56.1,43.9,False,1.0,1.0,1.0,3,0.693147181,0.693147181,0.5,1.0,1.333333333,-1.0,-0.7921773962757966,5.009128251939753,3.620815199,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-16,Away,25.5,13.5,2.25,1.333333333,12.0,81.33333333,22,2,2,2,0,1,1,0,1.0,False,3,1,2,False,False,False,False,False,False,False,False,False,False,False,28,8387,1014,0.313,43.9,56.1,3.916,-0.826,4.742,43,44.66666667,-1.666666667,6.1252,7.3748,140.2,140.9135135,-0.713513514,,변화구,16.5,44.1,62,4.0,56.1,43.9,True,0.0,2.0,2.0,1,0.0,1.098612289,0.0,1.333333333,1.333333333,0.0,-0.1228032172310211,52.53879507074395,1.91363004,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-17,Away,25.5,0.0,1.0,1.0,13.0,81.33333333,13,0,0,1,0,0,0,0,inf,True,0,2,3,False,False,False,False,False,False,False,False,False,False,False,0,8387,1014,0.313,43.9,56.1,3.166,-1.576,4.742,45,44.66666667,0.333333333,6.1252,-6.1252,140.4,140.9135135,-0.513513514,,변화구,13.0,38.5,44,3.333333333,56.1,43.9,False,3.0,1.0,2.0,3,1.386294361,0.693147181,1.5,1.666666667,1.333333333,-3.0,-0.4620187306932891,22.814924691921497,3.470963255,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-19,Away,18.6,20.25,2.25,1.333333333,14.33333333,81.33333333,20,3,3,2,0,1,1,0,1.0,False,1,1,3,False,False,False,False,False,False,False,False,False,False,False,401,8387,1415,0.313,43.9,56.1,3.916,-0.826,4.742,42,44.66666667,-2.666666667,6.1252,14.1248,140.2,140.9135135,-0.713513514,,변화구,15.0,44.50000001,55,3.666666666,56.1,43.9,True,0.0,2.0,3.0,1,0.0,1.098612289,0.0,2.333333333,1.666666667,0.0,-0.2365195326523176,42.59470561387494,2.088704068,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-21,Away,17.6,0.0,2.0,1.0,15.33333333,81.33333333,16,0,0,2,0,0,0,0,inf,False,1,1,3,False,False,False,False,False,False,False,False,False,False,False,0,8387,1415,0.313,43.9,56.1,3.166,-1.576,4.742,44,44.66666667,-0.666666667,6.1252,-6.1252,139.6,140.9135135,-1.313513514,,변화구,16.0,44.0,49,3.333333333,56.1,43.9,False,1.0,1.0,3.0,1,0.693147181,0.693147181,0.5,2.666666667,1.333333333,-1.0,-0.1948273561923532,46.445686900958464,2.024481806,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-23,Home,19.2,9.0,1.0,1.0,16.33333333,81.33333333,14,1,1,1,1,1,0,0,inf,False,1,1,3,False,False,False,False,False,False,False,False,False,False,False,368,8387,1783,0.313,43.9,56.1,14.166,9.424,4.742,43,44.66666667,-1.666666667,6.1252,2.8748,140.4,140.9135135,-0.513513514,,변화구,14.0,45.0,50,3.333333333,56.1,43.9,False,1.0,1.0,3.0,1,0.693147181,0.693147181,0.5,3.0,1.333333333,-1.0,-0.3596519227702722,31.38977635782748,2.035185517,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-26,Away,20.5,0.0,1.0,1.0,17.33333333,81.33333333,18,0,0,1,0,2,0,0,inf,False,2,1,3,False,False,False,False,False,False,False,False,False,False,False,39,8387,1822,0.313,43.9,56.1,-0.834,-5.576,4.742,47,44.66666667,2.333333333,6.1252,-6.1252,141.5,140.9135135,0.586486486,,변화구,18.0,48.0,48,3.0,56.1,43.9,False,1.0,1.0,3.0,1,0.693147181,0.693147181,0.5,3.0,1.0,-1.0,-0.0212009145042657,60.04963486992241,1.847111429,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-04-27,Away,20.2,0.0,3.0,0.333333333,17.66666667,81.33333333,11,0,0,0,0,1,1,0,1.0,True,0,2,4,False,False,False,False,False,False,False,False,False,False,False,0,8387,1822,0.313,43.9,56.1,6.166,1.424,4.742,41,44.66666667,-3.666666667,6.1252,-6.1252,138.5,140.9135135,-2.413513514,,변화구,33.00000003,65.00000003,43,2.333333333,56.1,43.9,False,2.0,1.0,3.0,3,1.098612289,0.693147181,1.0,3.0,1.0,-2.0,1.256387172312101,93.80990415335462,3.460259544,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-02,Away,21.0,0.0,0.0,1.0,18.66666667,81.33333333,13,0,0,0,0,1,0,0,inf,False,4,1,4,False,False,False,False,False,False,False,False,False,False,False,0,8387,2131,0.313,43.9,56.1,1.166,-3.576,4.742,47,44.66666667,2.333333333,6.1252,-6.1252,144.0,140.9135135,3.086486486,,변화구,13.0,64.00000003,42,2.333333333,56.1,43.9,True,0.0,2.0,4.0,1,0.0,1.098612289,0.0,3.333333333,1.333333333,0.0,-0.392542224106865,28.645595618439067,1.649555834,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-04,Home,24.3,9.0,2.0,1.0,19.66666667,81.33333333,19,1,1,2,0,1,0,0,inf,False,1,1,4,False,False,False,False,False,False,False,False,False,False,False,0,8387,2403,0.313,43.9,56.1,1.166,-3.576,4.742,44,44.66666667,-0.666666667,6.1252,2.8748,138.7,140.9135135,-2.213513514,,변화구,19.0,65.00000003,43,2.333333333,56.1,43.9,False,4.0,1.0,4.0,1,1.609437912,0.693147181,2.0,3.666666667,1.333333333,-4.0,0.0465723859753019,64.49680511182109,1.960259544,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-08,Home,17.6,0.0,0.0,0.666666667,20.33333333,81.33333333,14,0,0,0,0,0,0,0,inf,False,3,1,4,False,False,False,False,False,False,False,False,False,False,False,0,8387,2403,0.313,43.9,56.1,3.166,-1.576,4.742,44,44.66666667,-0.666666667,6.1252,-6.1252,141.2,140.9135135,0.286486486,,변화구,20.99999999,52.99999999,46,2.666666667,56.1,43.9,False,1.0,1.0,4.0,1,0.693147181,0.693147181,0.5,4.0,1.333333333,-1.0,0.2458401535275673,74.7889091738932,1.742370675,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-09,Home,19.3,0.0,3.0,1.0,21.33333333,81.33333333,31,0,0,1,0,1,2,0,0.5,True,0,2,5,False,False,False,False,False,False,False,False,False,False,False,0,8387,2403,0.313,43.9,56.1,7.166,2.424,4.742,42,44.66666667,-2.666666667,6.1252,-6.1252,139.9,140.9135135,-1.013513514,,변화구,31.0,70.99999999,64,2.666666667,56.1,43.9,False,3.0,1.0,4.0,3,1.386294361,0.693147181,1.5,4.0,1.0,-3.0,1.0918173694157356,92.58329529895023,3.685037461,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-12,Away,20.5,9.0,1.0,1.0,22.33333333,81.33333333,19,1,1,1,1,1,0,0,inf,False,2,1,5,False,False,False,False,False,False,False,False,False,False,False,0,8387,2434,0.313,43.9,56.1,14.166,9.424,4.742,43,44.66666667,-1.666666667,6.1252,2.8748,141.6,140.9135135,0.686486486,,변화구,19.0,70.99999999,64,2.666666667,56.1,43.9,True,0.0,2.0,5.0,1,0.0,1.098612289,0.0,4.333333333,1.333333333,0.0,0.1283371009706004,69.24349612049294,2.018370794,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-14,Home,21.7,9.0,2.0,1.0,23.33333333,81.33333333,23,1,1,1,0,0,1,0,0.0,False,1,1,5,False,False,False,False,False,False,False,False,False,False,False,31,8387,2465,0.313,43.9,56.1,6.166,1.424,4.742,42,44.66666667,-2.666666667,6.1252,2.8748,140.2,140.9135135,-0.713513514,,변화구,23.0,73.0,73,3.0,56.1,43.9,False,2.0,1.0,5.0,1,1.098612289,0.693147181,1.0,4.666666667,1.333333333,-2.0,0.4153204247266344,81.09881332724783,2.281370854,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-16,Home,18.5,0.0,2.0,1.0,24.33333333,81.33333333,14,0,0,2,0,1,0,0,inf,False,1,1,5,False,False,False,False,False,False,False,False,False,False,False,0,8387,2465,0.313,43.9,56.1,1.166,-3.576,4.742,45,44.66666667,0.333333333,6.1252,-6.1252,138.7,140.9135135,-2.213513514,,변화구,14.0,56.0,56,3.0,56.1,43.9,False,1.0,1.0,5.0,1,0.693147181,0.693147181,0.5,5.0,1.333333333,-1.0,-0.3332462974133605,33.979917845732544,2.099407779,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-18,Home,24.1,0.0,0.0,1.666666667,26.0,81.33333333,22,0,0,0,0,2,0,0,inf,False,1,1,5,False,False,False,False,False,False,False,False,False,False,False,0,8387,2465,0.313,43.9,56.1,0.766,-3.976,4.742,52,44.66666667,7.333333333,6.1252,-6.1252,141.2,140.9135135,0.286486486,,변화구,13.2,50.2,59,3.666666667,56.1,43.9,False,1.0,1.0,5.0,1,0.693147181,0.693147181,0.5,5.0,1.0,-1.0,-0.4009364990665618,27.875399361022364,2.13151891,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-19,Home,26.5,0.0,3.0,0.333333333,26.33333333,81.33333333,6,0,0,0,0,0,1,0,0.0,True,0,2,6,False,False,False,False,False,False,False,False,False,False,False,0,8387,2465,0.313,43.9,56.1,12.166,7.424,4.742,40,44.66666667,-4.666666667,6.1252,-6.1252,139.0,140.9135135,-1.913513514,,변화구,18.00000002,45.20000002,42,3.0,56.1,43.9,False,1.0,1.0,5.0,3,0.693147181,0.693147181,0.5,5.0,1.0,-1.0,0.0221486247287962,62.9221816522136,3.449555834,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-21,Away,19.0,0.0,0.0,1.0,27.33333333,81.33333333,9,0,0,0,0,1,0,0,inf,False,1,1,6,False,False,False,False,False,False,False,False,False,False,False,276,8387,2741,0.313,43.9,56.1,1.166,-3.576,4.742,47,44.66666667,2.333333333,6.1252,-6.1252,140.0,140.9135135,-0.913513514,,변화구,9.0,40.20000002,37,3.0,56.1,43.9,True,0.0,2.0,6.0,1,0.0,1.098612289,0.0,5.333333333,1.333333333,0.0,-0.7045876070159597,8.055682336832497,1.896037282,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-23,Away,22.8,9.0,2.0,1.0,28.33333333,81.33333333,13,1,1,2,0,1,0,0,inf,False,1,1,6,False,False,False,False,False,False,False,False,False,False,False,0,8387,2741,0.313,43.9,56.1,1.166,-3.576,4.742,44,44.66666667,-0.666666667,6.1252,2.8748,137.3,140.9135135,-3.613513514,,변화구,13.0,40.00000002,28,2.333333333,56.1,43.9,False,1.0,1.0,6.0,1,0.693147181,0.693147181,0.5,5.666666667,1.333333333,-1.0,-0.4090571743564906,27.139434048379734,1.799703889,1,회복실패
김민수,2024,KT,RP,33,188,80,2024-05-24,Home,22.5,0.0,0.0,2.0,30.33333333,81.33333333,15,0,0,0,0,0,0,0,inf,True,0,2,7,False,False,False,False,False,False,False,False,False,False,False,276,8387,3017,0.313,43.9,56.1,3.166,-1.576,4.742,52,44.66666667,7.333333333,6.1252,-6.1252,143.0,140.9135135,2.086486486,,변화구,7.5,29.5,37,4.0,56.1,43.9,False,1.0,1.0,6.0,3,0.693147181,0.693147181,0.5,6.0,1.333333333,-1.0,-0.8530824609832698,3.5314924691921497,3.396037282,1,회복실패
