선수,연도,팀,보직,나이,키,몸무게,날짜,구장,온도,ERA,WHIP,이닝,누적이닝,총이닝,투구수,실점,자책점,피안타,피홈런,탈삼진,볼넷,사구,K/BB,연투여부,휴식일수,연투일수,연투횟수,WBC_2023,올림픽_2021,아시안게임_2023,아시아챔피언십_2023,아시아선수권_2023,프리미어12_2019,PS_KS,PS_PO,PS_SP,PS_V,PS_WC,이동거리,총이동거리,누적이동거리,직구_피안타율,직구_구사율,변화구_구사율,FIP,FIP_변화량,평균_FIP,GS,평균_GS,GS_변화량,평균_ERA,ERA_변화량,구속,평균_구속,구속_변화량,부상위험도,피쳐타입,NP/IP,NP/IP_roll3,투구수_roll3,이닝_roll3,변화구_구사율_roll3,직구_구사율_roll3,연투여부_prev,휴식일수_prev,연투일수_prev,연투횟수_prev,누적연투일수,연투횟수_roll3,연투일수_roll3,휴식_inv,피로도지수,휴식_그룹,회복실패여부,혹사정도
고영표,2021,KT,SP,34,187,88,2021-04-07,Home,16.7,1.5,0.83,6,6,166.6666667,88,1,1,2,0,5,3,2,1.666666667,FALSE,0,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,0,0.254,28,72,4.003,0.847230769,3.155769231,72,72.96153846,-0.961538462,3.343846154,-1.843846154,134.8,137.3565217,-2.556521739,,변화구,14.66666667,14.66666667,88,6,72,28,,,,,1,,,,41.76349086,회복실패,1,2.941926509
고영표,2021,KT,SP,34,187,88,2021-04-13,Away,10.2,4.5,1.17,6,12,166.6666667,95,3,3,6,0,7,1,0,7,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,294,9390,570,0.254,28,72,1.337,-1.818769231,3.155769231,72,72.96153846,-0.961538462,3.343846154,1.156153846,136.1,137.3565217,-1.256521739,,변화구,15.83333333,30.5,183,12,72,28,FALSE,0,1,0,1,,,0,35.4188201,회복실패,0,2.125445657
고영표,2021,KT,SP,34,187,88,2021-04-18,Home,13.2,3,0.83,6,18,166.6666667,91,2,2,5,1,5,0,0,inf,FALSE,4,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,601,0.254,28,72,3.67,0.514230769,3.155769231,72,72.96153846,-0.961538462,3.343846154,-0.343846154,137.3,137.3565217,-0.0565217391,,변화구,15.16666667,45.66666667,274,18,72,28,FALSE,5,1,0,1,,,-5,59.37511343,회복실패,1,4.132816631
고영표,2021,KT,SP,34,187,88,2021-04-24,Home,22.8,4.5,1.83,6,24,166.6666667,86,3,3,11,0,2,0,0,inf,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,1261,0.254,28,72,2.503,-0.652769231,3.155769231,64,72.96153846,-8.961538462,3.343846154,1.156153846,136.3,137.3565217,-1.056521739,,변화구,14.33333333,45.33333333,272,18,72,28,FALSE,4,1,0,1,0,1,-4,42.34628279,회복실패,0,3.078075877
고영표,2021,KT,SP,34,187,88,2021-04-30,Home,12,3.86,1.14,7,31,166.6666667,97,3,3,7,1,8,1,1,8,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,9390,1339,0.254,28,72,3.599,0.443230769,3.155769231,76,72.96153846,3.038461538,3.343846154,0.516153846,136.5,137.3565217,-0.856521739,,변화구,13.85714286,43.35714286,274,19,72,28,FALSE,5,1,0,1,0,1,-5,40.9141683,회복실패,0,3.099483297
고영표,2021,KT,SP,34,187,88,2021-05-06,Away,25.5,4.5,1.33,6,37,166.6666667,90,4,3,7,0,3,1,2,3,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,1367,0.254,28,72,3.67,0.514230769,3.155769231,67,72.96153846,-5.961538462,3.343846154,1.156153846,135.8,137.3565217,-1.556521739,,변화구,15,43.19047619,273,19,72,28,FALSE,5,1,0,1,0,1,-5,44.90676989,회복실패,0,3.088779587
고영표,2021,KT,SP,34,187,88,2021-05-12,Home,26.3,9,1.17,6,43,166.6666667,84,6,6,7,1,3,0,2,inf,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,1395,0.254,28,72,5.337,2.181230769,3.155769231,64,72.96153846,-8.961538462,3.343846154,5.656153846,135.2,137.3565217,-2.156521739,,변화구,14,42.85714286,271,19,72,28,FALSE,5,1,0,1,0,1,-5,41.00763182,회복실패,0,3.067372166
고영표,2021,KT,SP,34,187,88,2021-05-26,Home,21.9,1.29,0.71,7,50,166.6666667,100,1,1,4,1,8,1,0,8,FALSE,13,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,2409,0.254,28,72,3.17,0.0142307692,3.155769231,81,72.96153846,8.038461538,3.343846154,-2.053846154,134.7,137.3565217,-2.656521739,,변화구,14.28571429,43.28571429,274,19,72,28,FALSE,5,1,0,1,0,1,-5,41.20899696,회복충분,0,3.004245202
고영표,2021,KT,SP,34,187,88,2021-06-01,Away,23.5,1.35,0.75,6.666666667,56.66666667,166.6666667,98,1,1,3,0,6,2,1,3,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,291,9390,2972,0.254,28,72,2.72,-0.435769231,3.155769231,78,72.96153846,5.038461538,3.343846154,-1.993846154,136.4,137.3565217,-0.956521739,,변화구,14.7,42.98571428,282,19.66666667,72,28,FALSE,13,1,0,1,0,1,-13,45.09020544,회복실패,0,3.18511298
고영표,2021,KT,SP,34,187,88,2021-06-08,Away,24.2,0,0.83,6,62.66666667,166.6666667,95,0,0,4,0,5,1,2,5,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,39,9390,3042,0.254,28,72,3.003,-0.152769231,3.155769231,75,72.96153846,2.038461538,3.343846154,-3.343846154,137.6,137.3565217,0.243478261,,변화구,15.83333333,44.81904762,293,19.66666667,72,28,FALSE,5,1,0,1,0,1,-5,50.50024954,회복충분,0,3.27904427
고영표,2021,KT,SP,34,187,88,2021-06-16,Away,23.1,4.5,1,6,68.66666667,166.6666667,97,3,3,5,1,7,1,0,7,FALSE,7,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,3411,0.254,28,72,3.503,0.347230769,3.155769231,71,72.96153846,-1.961538462,3.343846154,1.156153846,137.1,137.3565217,-0.256521739,,변화구,16.16666667,46.7,290,18.66666667,72,28,FALSE,6,1,0,1,0,1,-6,51.05764507,회복충분,0,3.229075996
고영표,2021,KT,SP,34,187,88,2021-06-23,Home,25.6,2.57,0.57,7,75.66666667,166.6666667,95,2,2,3,0,4,1,1,4,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,3741,0.254,28,72,2.884,-0.271769231,3.155769231,79,72.96153846,6.038461538,3.343846154,-0.773846154,138.4,137.3565217,1.043478261,,변화구,13.57142857,45.57142857,287,19,72,28,FALSE,7,1,0,1,0,1,-7,41.39352267,회복충분,0,3.214822008
고영표,2021,KT,SP,34,187,88,2021-06-30,Away,28.5,3.86,0.71,7,82.66666667,166.6666667,87,3,3,4,1,1,1,0,1,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,4038,0.254,28,72,5.17,2.014230769,3.155769231,72,72.96153846,-0.961538462,3.343846154,0.516153846,139.6,137.3565217,2.243478261,,변화구,12.42857143,42.16666667,279,20,72,28,FALSE,6,1,0,1,0,1,-6,36.26247396,회복충분,0,3.129192325
고영표,2021,KT,SP,34,187,88,2021-07-09,Away,30.3,16.2,3,3.333333333,86,166.6666667,75,6,6,8,0,2,2,0,1,FALSE,8,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,225,9390,4570,0.254,28,72,3.77,0.614230769,3.155769231,44,72.96153846,-28.96153846,3.343846154,12.85615385,139.1,137.3565217,1.743478261,,변화구,22.5,48.5,257,17.33333333,72,28,FALSE,6,1,0,1,0,1,-6,68.69272235,회복충분,0,2.861964666
고영표,2021,KT,SP,34,187,88,2021-08-15,Home,30.4,6,1.33,6,92,166.6666667,96,4,4,5,0,2,3,1,0.666666667,FALSE,36,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,4925,0.254,28,72,4.503,1.347230769,3.155769231,63,72.96153846,-9.961538462,3.343846154,2.656153846,136.6,137.3565217,-0.756521739,,변화구,16,50.92857143,258,16.33333333,72,28,FALSE,8,1,0,1,0,1,-8,44.57302111,회복충분,0,2.788584292
고영표,2021,KT,SP,34,187,88,2021-08-22,Away,29.3,0,0.43,7,99,166.6666667,97,0,0,2,0,4,1,1,4,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,5293,0.254,28,72,2.884,-0.271769231,3.155769231,82,72.96153846,9.038461538,3.343846154,-3.343846154,139.2,137.3565217,1.843478261,,변화구,13.85714286,52.35714286,268,16.33333333,72,28,FALSE,36,1,0,1,0,1,-36,39.7719875,회복충분,0,3.011451511
고영표,2021,KT,SP,34,187,88,2021-08-27,Home,24.5,4.5,1.5,6,105,166.6666667,98,3,3,6,0,7,3,0,2.333333333,FALSE,4,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,5661,0.254,28,72,2.337,-0.818769231,3.155769231,68,72.96153846,-4.961538462,3.343846154,1.156153846,138,137.3565217,0.643478261,,변화구,16.33333333,46.19047619,291,19,72,28,FALSE,6,1,0,1,0,1,-6,65.75182043,회복실패,1,4.314779706
고영표,2021,KT,SP,34,187,88,2021-09-04,Away,26.8,0,0.5,8,113,166.6666667,90,1,0,4,0,4,0,0,inf,FALSE,7,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,9390,5993,0.254,28,72,2.17,-0.985769231,3.155769231,88,72.96153846,15.03846154,3.343846154,-3.343846154,,137.3565217,,,변화구,11.25,41.44047619,285,21,72,28,FALSE,4,1,0,1,0,1,-4,32.83300721,회복충분,0,3.175557444
고영표,2021,KT,SP,34,187,88,2021-09-12,Home,28.4,0,0.78,9,122,166.6666667,103,0,0,7,0,7,0,0,inf,FALSE,7,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,6576,0.254,28,72,1.614,-1.541769231,3.155769231,94,72.96153846,21.03846154,3.343846154,-3.343846154,136.1,137.3565217,-1.256521739,,변화구,11.44444444,39.02777778,291,23,72,28,FALSE,7,1,0,1,0,1,-7,34.27063277,회복충분,0,3.239779706
고영표,2021,KT,SP,34,187,88,2021-09-18,Away,25.5,1.08,0.72,8.333333333,130.3333333,166.6666667,107,1,1,6,0,2,0,0,inf,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,330,9390,6968,0.254,28,72,2.69,-0.465769231,3.155769231,85,72.96153846,12.03846154,3.343846154,-2.263846154,139.6,137.3565217,2.243478261,,변화구,12.84,35.53444444,300,25.33333333,72,28,FALSE,7,1,0,1,0,1,-7,40.89556035,회복실패,0,3.377779766
고영표,2021,KT,SP,34,187,88,2021-09-25,Home,24.5,0,0.63,8,138.3333333,166.6666667,105,0,0,3,0,6,2,0,3,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,7447,0.254,28,72,2.42,-0.735769231,3.155769231,87,72.96153846,14.03846154,3.343846154,-3.343846154,138.7,137.3565217,1.343478261,,변화구,13.125,37.40944444,315,25.33333333,72,28,FALSE,5,1,0,1,0,1,-5,43.71720472,회복충분,0,3.514525897
고영표,2021,KT,SP,34,187,88,2021-10-01,Away,23.1,0,1.5,6,144.3333333,166.6666667,103,3,0,9,0,5,0,1,inf,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,7815,0.254,28,72,2.003,-1.152769231,3.155769231,72,72.96153846,-0.961538462,3.343846154,-3.343846154,,137.3565217,,,변화구,17.16666667,43.13166667,315,22.33333333,72,28,FALSE,6,1,0,1,0,1,-6,58.79624068,회복실패,0,3.538335421
고영표,2021,KT,SP,34,187,88,2021-10-09,Away,24,4.5,1.33,6,150.3333333,166.6666667,84,3,3,8,2,5,0,0,inf,FALSE,7,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,31,9390,8290,0.254,28,72,5.837,2.681230769,3.155769231,66,72.96153846,-6.961538462,3.343846154,1.156153846,139.4,137.3565217,2.043478261,,변화구,14,44.29166667,292,20,72,28,FALSE,5,1,0,1,0,1,-5,43.4083561,회복충분,0,3.250483417
고영표,2021,KT,SP,34,187,88,2021-10-22,Away,14.6,6,1.83,6,156.3333333,166.6666667,99,4,4,9,0,7,2,0,3.5,FALSE,12,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,225,9390,9083,0.254,28,72,1.837,-1.318769231,3.155769231,66,72.96153846,-6.961538462,3.343846154,2.656153846,137,137.3565217,-0.356521739,,변화구,16.5,47.66666667,286,18,72,28,FALSE,7,1,0,1,0,1,-7,51.06805073,회복충분,0,3.138184231
고영표,2021,KT,SP,34,187,88,2021-10-28,Home,16.2,1.23,1.23,7.333333333,163.6666667,166.6666667,109,1,1,8,0,11,1,0,11,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9390,9359,0.254,28,72,0.579,-2.576769231,3.155769231,84,72.96153846,11.03846154,3.343846154,-2.113846154,,137.3565217,,,변화구,14.86363636,45.36363636,292,19.33333333,72,28,FALSE,12,1,0,1,0,1,-12,47.11284432,회복실패,0,3.292150083
고영표,2021,KT,RP,34,187,88,2021-10-30,Away,17.3,3,1.33,3,166.6666667,166.6666667,42,1,1,4,1,4,0,0,inf,FALSE,1,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,9390,9412,0.254,28,72,4.837,1.681230769,3.155769231,55,72.96153846,-17.96153846,3.343846154,-0.343846154,139.7,137.3565217,2.343478261,,변화구,14,45.36363636,250,16.33333333,72,28,FALSE,5,1,0,1,0,1,-5,55.73028134,회복실패,1,4.175927583
고영표,2022,KT,SP,34,187,88,2022-04-06,Home,12.7,3.38,0.63,8,8,182.3333333,99,3,3,5,1,10,0,1,inf,FALSE,0,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,0,0,0.6,99.4,2.612,0.0335714286,2.578428571,88,73.32142857,14.67857143,3.735357143,-0.355357143,135.6,137.5333333,-1.933333333,,변화구,12.375,41.23863636,250,18.33333333,81.13333333,18.86666667,FALSE,1,1,0,1,0,1,-1,57.24800213,회복실패,1,4.675927583
고영표,2022,KT,SP,34,187,88,2022-04-12,Home,16.2,3,1.17,6,14,182.3333333,99,2,2,5,0,7,2,0,3.5,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,139,9299,278,0,0.6,99.4,1.779,-0.799428571,2.578428571,72,73.32142857,-1.321428571,3.735357143,-0.735357143,,137.5333333,,,변화구,16.5,42.875,240,17,90.26666667,9.733333333,FALSE,0,1,0,1,0,1,0,47.34399402,회복실패,0,2.735557146
고영표,2022,KT,SP,34,187,88,2022-04-19,Away,18.9,0,0.29,7,21,182.3333333,89,0,0,1,0,5,1,2,5,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,386,9299,1032,0,0.6,99.4,2.969,0.390571429,2.578428571,84,73.32142857,10.67857143,3.735357143,-3.735357143,139,137.5333333,1.466666667,,변화구,12.71428571,41.58928571,287,21,99.4,0.6,FALSE,5,1,0,1,0,1,-5,40.74369015,회복충분,0,3.214822008
고영표,2022,KT,SP,34,187,88,2022-04-24,Home,23.5,1.29,0.57,7,28,182.3333333,92,1,1,4,0,6,0,2,inf,FALSE,4,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,1063,0,0.6,99.4,2.255,-0.323428571,2.578428571,83,73.32142857,9.678571429,3.735357143,-2.445357143,,137.5333333,,,변화구,13.14285714,42.35714286,280,20,99.4,0.6,FALSE,6,1,0,1,0,1,-6,55.34961025,회복실패,1,4.197038893
고영표,2022,KT,SP,34,187,88,2022-04-30,Away,25.5,3,1.67,6,34,182.3333333,95,3,2,10,0,7,0,1,inf,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,1091,0,0.6,99.4,1.279,-1.299428571,2.578428571,71,73.32142857,-2.321428571,3.735357143,-0.735357143,,137.5333333,,,변화구,15.83333333,41.69047619,276,20,99.4,0.6,FALSE,4,1,0,1,0,1,-4,50.87059666,회복실패,0,3.120890718
고영표,2022,KT,SP,34,187,88,2022-05-06,Away,22.9,0,0.75,8,42,182.3333333,106,0,0,4,0,5,2,0,2.5,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31,9299,1150,0,0.6,99.4,2.612,0.0335714286,2.578428571,85,73.32142857,11.67857143,3.735357143,-3.735357143,,137.5333333,,,변화구,13.25,42.22619048,293,21,99.4,0.6,FALSE,5,1,0,1,0,1,-5,43.83030341,회복실패,0,3.302853794
고영표,2022,KT,SP,34,187,88,2022-05-13,Home,21,9.53,1.94,5.666666667,47.66666667,182.3333333,95,6,6,10,1,5,1,0,5,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,272,9299,1713,0,0.6,99.4,4.171,1.592571429,2.578428571,59,73.32142857,-14.32142857,3.735357143,5.794642857,,137.5333333,,,변화구,16.76470588,45.84803921,296,19.66666667,99.4,0.6,FALSE,5,1,0,1,0,1,-5,56.8051784,회복충분,0,3.311155401
고영표,2022,KT,SP,34,187,88,2022-05-19,Home,22.1,8.44,2.06,5.333333333,53,182.3333333,100,5,5,9,0,5,2,1,2.5,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,1713,0,0.6,99.4,2.924,0.345571429,2.578428571,59,73.32142857,-14.32142857,3.735357143,4.704642857,,137.5333333,,,변화구,18.75,48.76470588,301,19,99.4,0.6,FALSE,6,1,0,1,0,1,-6,64.81347874,회복실패,0,3.388483476
고영표,2022,KT,SP,34,187,88,2022-05-25,Away,23.5,2.57,1.29,7,60,182.3333333,100,2,2,8,0,5,1,2,5,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,2077,0,0.6,99.4,2.969,0.390571429,2.578428571,75,73.32142857,1.678571429,3.735357143,-1.165357143,,137.5333333,,,변화구,14.28571429,49.80042017,295,18,99.4,0.6,FALSE,5,1,0,1,0,1,-5,47.9005316,회복실패,0,3.324261214
고영표,2022,KT,SP,34,187,88,2022-05-31,Away,20.6,0,0.86,7,67,182.3333333,90,0,0,6,0,5,0,0,inf,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39,9299,2446,0,0.6,99.4,1.683,-0.895428571,2.578428571,81,73.32142857,7.678571429,3.735357143,-3.735357143,,137.5333333,,,변화구,12.85714286,45.89285714,290,19.33333333,99.4,0.6,FALSE,5,1,0,1,0,1,-5,41.98651408,회복실패,0,3.270742663
고영표,2022,KT,SP,34,187,88,2022-06-05,Home,21.2,2.57,1.14,7,74,182.3333333,104,2,2,6,0,9,2,1,4.5,FALSE,4,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,2485,0,0.6,99.4,1.826,-0.752428571,2.578428571,79,73.32142857,5.678571429,3.735357143,-1.165357143,,137.5333333,,,변화구,14.85714286,42,294,21,99.4,0.6,FALSE,5,1,0,1,0,1,-5,63.40879983,회복실패,1,4.346890837
고영표,2022,KT,SP,34,187,88,2022-06-11,Away,26,0,0.56,9,83,182.3333333,100,0,0,5,0,9,0,0,inf,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,2914,0,0.6,99.4,1.112,-1.466428571,2.578428571,98,73.32142857,24.67857143,3.735357143,-3.735357143,,137.5333333,,,변화구,11.11111111,38.82539683,294,23,99.4,0.6,FALSE,4,1,0,1,0,1,-4,36.36192113,회복실패,0,3.313557504
고영표,2022,KT,SP,34,187,88,2022-06-17,Away,27.3,2.25,1,8,91,182.3333333,104,2,2,6,0,5,2,0,2.5,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31,9299,3313,0,0.6,99.4,2.612,0.0335714286,2.578428571,81,73.32142857,7.678571429,3.735357143,-1.485357143,,137.5333333,,,변화구,13,38.96825397,308,24,99.4,0.6,FALSE,5,1,0,1,0,1,-5,45.04559798,회복실패,0,3.463409448
고영표,2022,KT,SP,34,187,88,2022-06-24,Home,25.6,9.64,2.36,4.666666667,95.66666667,182.3333333,103,5,5,11,0,5,0,2,inf,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,3344,0,0.6,99.4,2.255,-0.323428571,2.578428571,57,73.32142857,-16.32142857,3.735357143,5.904642857,,137.5333333,,,변화구,22.07142857,46.18253968,307,21.66666667,99.4,0.6,FALSE,5,1,0,1,0,1,-5,75.80137404,회복충분,0,3.428896214
고영표,2022,KT,SP,34,187,88,2022-07-01,Home,31.2,7.5,1.83,6,101.6666667,182.3333333,89,5,5,11,0,7,0,1,inf,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,276,9299,3896,0,0.6,99.4,1.279,-1.299428571,2.578428571,67,73.32142857,-6.321428571,3.735357143,3.764642857,138,137.5333333,0.466666667,,변화구,14.83333333,49.9047619,296,18.66666667,99.4,0.6,FALSE,6,1,0,1,0,1,-6,49.73771062,회복충분,0,3.311155401
고영표,2022,KT,SP,34,187,88,2022-07-14,Home,28.5,0,0.57,7,108.6666667,182.3333333,92,0,0,3,0,6,1,0,6,FALSE,12,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,4440,0,0.6,99.4,1.826,-0.752428571,2.578428571,83,73.32142857,9.678571429,3.735357143,-3.735357143,,137.5333333,,,변화구,13.14285714,50.04761905,284,17.66666667,99.4,0.6,FALSE,6,1,0,1,0,1,-6,41.00165095,회복충분,0,3.116776811
고영표,2022,KT,SP,34,187,88,2022-07-23,Away,27.8,4.26,1.26,6.333333333,115,182.3333333,80,3,3,8,1,5,0,0,inf,FALSE,8,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,4579,0,0.6,99.4,3.586,1.007571429,2.578428571,70,73.32142857,-3.321428571,3.735357143,0.524642857,,137.5333333,,,변화구,12.63157895,40.60776942,261,19.33333333,99.4,0.6,FALSE,12,1,0,1,0,1,-12,36.47982876,회복충분,0,2.904779507
고영표,2022,KT,SP,34,187,88,2022-07-29,Away,33.5,1.5,1.5,6,121,182.3333333,100,1,1,6,0,3,3,0,1,FALSE,5,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31,9299,4749,0,0.6,99.4,3.612,1.033571429,2.578428571,66,73.32142857,-7.321428571,3.735357143,-2.235357143,,137.5333333,,,변화구,16.66666667,42.44110276,272,19.33333333,99.4,0.6,FALSE,8,1,0,1,0,1,-8,53.35811067,회복실패,0,3.078075877
고영표,2022,KT,SP,34,187,88,2022-08-05,Home,32.5,0,1.17,6,127,182.3333333,91,0,0,5,0,2,2,0,1,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,330,9299,5426,0,0.6,99.4,3.445,0.866571429,2.578428571,69,73.32142857,-4.321428571,3.735357143,-3.735357143,,137.5333333,,,변화구,15.16666667,44.46491228,271,18.33333333,99.4,0.6,FALSE,5,1,0,1,0,1,-5,47.3877118,회복충분,0,3.043562642
고영표,2022,KT,SP,34,187,88,2022-08-12,Away,29.1,6.43,1.43,7,134,182.3333333,100,5,5,9,0,4,1,1,4,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,5465,0,0.6,99.4,2.826,0.247571429,2.578428571,70,73.32142857,-3.321428571,3.735357143,2.694642857,,137.5333333,,,변화구,14.28571429,46.11904762,291,19,99.4,0.6,FALSE,6,1,0,1,0,1,-6,47.01167547,회복충분,0,3.257636849
고영표,2022,KT,SP,34,187,88,2022-08-24,Away,26.9,1.08,0.72,8.333333333,142.3333333,182.3333333,98,1,1,6,1,6,0,0,inf,FALSE,11,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,6271,0,0.6,99.4,3.232,0.653571429,2.578428571,87,73.32142857,13.67857143,3.735357143,-2.655357143,,137.5333333,,,변화구,11.76,41.21238095,289,21.33333333,99.4,0.6,FALSE,6,1,0,1,0,1,-6,36.88649499,회복충분,0,3.176705619
고영표,2022,KT,SP,34,187,88,2022-08-31,Home,25.1,3,1.67,6,148.3333333,182.3333333,89,2,2,9,1,6,1,0,6,FALSE,6,1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,6962,0,0.6,99.4,3.779,1.200571429,2.578428571,67,73.32142857,-6.321428571,3.735357143,-0.735357143,,137.5333333,,,변화구,14.83333333,40.87904762,287,21.33333333,99.4,0.6,FALSE,11,1,0,1,0,1,-11,48.45023923,회복충분,0,3.214822008
