Name,Team,Year,Date,Opp,Role,Dec,ERA,WHIP,IP,NP,R,ER,H,HR,SO,BB,HB,GS,Venue,Stadium,Time,Temp,연투 여부,휴식일 수,연투일,Height,Weight,BirthYear,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
곽빈,두산,2025,2025-06-08,vs. Lotte,SP,L,3.6,1.6,5.0,87,2,2,6,0,4,2,0,49.0,Home,잠실 야구장,17:00,28.5,False,4,1,187cm,95kg,1999,0.0,45.1,0.0,14.8,25.1,14.7,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.2,0.22,0.129,0.0,0.0,0.0,0.0
곽빈,두산,2025,2025-06-15,vs. Kiwoom,SP,W,2.35,0.78,7.666666667,94,2,2,6,1,3,0,0,62.0,Home,잠실 야구장,17:00,30.2,False,6,1,187cm,95kg,1999,0.0,45.1,0.0,14.8,25.1,14.7,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.2,0.22,0.129,0.0,0.0,0.0,0.0
곽빈,두산,2025,2025-06-21,@ LG,SP,W,6.0,1.5,6.0,102,4,4,7,1,2,2,0,42.0,Away,잠실 야구장,17:00,25.6,False,5,1,187cm,95kg,1999,0.0,45.1,0.0,14.8,25.1,14.7,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.2,0.22,0.129,0.0,0.0,0.0,0.0
곽빈,두산,2025,2025-06-27,@ NC,SP,,10.13,1.88,5.333333333,89,7,6,9,1,6,1,1,28.0,Away,창원 NC 파크,18:30,29.0,False,5,1,187cm,95kg,1999,0.0,45.1,0.0,14.8,25.1,14.7,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.2,0.22,0.129,0.0,0.0,0.0,0.0
곽빈,두산,2025,2025-07-03,vs. Samsung,SP,,0.0,0.83,6.0,95,0,0,2,0,5,3,0,70.0,Home,잠실 야구장,18:30,31.2,False,5,1,187cm,95kg,1999,0.0,45.1,0.0,14.8,25.1,14.7,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.2,0.22,0.129,0.0,0.0,0.0,0.0
곽빈,두산,2025,2025-07-09,@ Lotte,SP,,1.29,1.0,7.0,103,3,1,5,0,5,2,0,62.0,Away,사직 야구장,18:30,29.7,False,5,1,187cm,95kg,1999,0.0,45.1,0.0,14.8,25.1,14.7,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.2,0.22,0.129,0.0,0.0,0.0,0.0
김광현,SSG,2025,2025-03-23,vs. Doosan,SP,W,3.18,1.59,5.666666667,99,2,2,7,0,8,2,0,53.0,Home,인천 SSG 랜더스필드,14:00,18.1,False,0,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-03-29,@ Kiwoom,SP,L,3.6,1.4,5.0,91,2,2,5,1,4,2,1,50.0,Away,고척 스카이돔,17:00,25.5,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-04-04,vs. KT,SP,,1.8,1.6,5.0,99,1,1,5,0,3,3,0,53.0,Home,인천 SSG 랜더스필드,18:30,10.4,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-04-10,@ Samsung,SP,,0.0,0.5,6.0,100,0,0,2,0,8,1,1,74.0,Away,대구 삼성 라이온즈 파크,18:30,14.9,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-04-16,vs. Hanwha,SP,L,9.0,1.6,5.0,74,5,5,7,2,4,1,0,36.0,Home,인천 SSG 랜더스필드,18:30,18.0,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-04-22,@ KT,SP,L,6.35,2.47,5.666666667,91,5,4,10,0,5,4,0,32.0,Away,수원 KT 위즈파크,18:30,18.1,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-04-27,vs. Kiwoom,SP,L,18.9,3.0,3.333333333,84,7,7,9,1,2,1,0,15.0,Home,인천 SSG 랜더스필드,14:00,14.9,False,4,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-05-03,@ LG,SP,L,0.0,1.17,6.0,105,4,0,6,0,7,1,0,58.0,Away,잠실 야구장,17:00,12.8,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-05-11,vs. Kia,SP,W,1.29,0.29,7.0,96,1,1,1,1,7,1,0,77.0,Home,인천 SSG 랜더스필드,14:00,16.8,False,7,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-05-17,@ Hanwha,SP,L,1.5,1.17,6.0,105,1,1,5,0,4,2,1,59.0,Away,대전 한화생명 볼파크,17:00,23.4,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-05-22,@ Doosan,SP,,1.5,1.0,6.0,82,1,1,5,0,7,1,0,64.0,Away,잠실 야구장,18:30,26.9,False,4,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-05-28,vs. NC,SP,W,7.2,1.6,5.0,96,4,4,5,0,4,3,0,42.0,Home,인천 SSG 랜더스필드,18:30,21.3,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-06-03,vs. Samsung,SP,W,4.76,1.24,5.666666667,90,3,3,6,1,8,1,0,52.0,Home,인천 SSG 랜더스필드,18:30,20.9,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-06-14,vs. Lotte,SP,L,3.0,1.0,6.0,88,2,2,4,1,4,2,0,58.0,Home,인천 SSG 랜더스필드,17:00,29.1,False,10,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-06-21,vs. Kia,SP,,7.71,2.36,4.666666667,95,4,4,6,1,4,5,0,35.0,Home,인천 SSG 랜더스필드,17:00,23.5,False,6,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-07-02,@ Kia,SP,W,7.94,1.76,5.666666667,87,5,5,10,1,8,0,0,37.0,Away,광주 기아 챔피언스 필드,18:30,33.1,False,10,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김광현,SSG,2025,2025-07-08,vs. KT,SP,,1.8,0.8,5.0,91,1,1,2,0,3,2,0,60.0,Home,인천 SSG 랜더스필드,18:30,34.9,False,5,1,188cm,88kg,1988,0.0,27.4,0.0,16.1,42.3,0.2,0.0,13.7,0.0,0.0,0.0,0.283,0.0,0.212,0.231,0.0,0.0,0.405,0.0,0.0
김기중,한화,2025,2025-06-11,vs. Doosan,RP,,0.0,2.0,1.0,16,0,0,2,0,0,0,0,,Home,대전 한화생명 볼파크,18:30,25.3,False,0,1,186cm,96kg,2002,0.0,48.8,0.0,14.6,19.5,17.1,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.167,0.0,0.0,0.0,0.0,0.0
