Name,Team,Year,Date,Opp,Role,Dec,ERA,WHIP,IP,NP,R,ER,H,HR,SO,BB,HB,GS,Venue,Stadium,Time,Temp,연투 여부,휴식일 수,연투일,Height,Weight,BirthYear,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
김선기,키움,2025,2025-05-04,@ KT,SP,,2.45,1.36,3.666666667,49,1,1,3,0,2,2,1,50.0,Away,수원 KT 위즈파크,14:00,19.3,False,3,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-05-10,vs. Hanwha,SP,L,6.0,2.0,3.0,51,2,2,5,0,1,1,1,40.0,Home,고척 스카이돔,17:00,25.5,False,5,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-05-17,@ NC,SP,,4.5,1.75,4.0,89,2,2,4,1,3,3,4,42.0,Away,창원 NC 파크,17:00,22.5,False,6,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-05-21,vs. Samsung,RP,,0.0,0.0,0.666666667,3,0,0,0,0,0,0,0,,Home,고척 스카이돔,18:30,25.5,False,3,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-05-25,vs. KT,SP,L,2.08,1.15,4.333333333,65,1,1,2,0,1,3,0,53.0,Home,고척 스카이돔,14:00,25.5,False,3,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-05-30,vs. Doosan,SP,,3.6,1.6,5.0,95,2,2,4,0,3,4,0,50.0,Home,고척 스카이돔,18:30,25.5,False,4,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-04,@ Lotte,RP,W,0.0,0.0,1.0,10,0,0,0,0,0,0,0,,Away,사직 야구장,18:30,24.3,False,4,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-05,@ Lotte,RP,,0.0,2.0,1.0,23,0,0,1,0,1,1,0,,Away,사직 야구장,18:30,20.9,True,0,2,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-10,vs. NC,RP,,0.0,1.0,1.0,16,0,0,1,0,1,0,0,,Home,고척 스카이돔,18:30,25.5,False,4,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-12,vs. NC,RP,,4.5,1.0,2.0,32,1,1,1,1,1,1,0,,Home,고척 스카이돔,18:30,25.5,False,1,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-14,@ Doosan,RP,,0.0,1.0,1.0,10,0,0,1,0,0,0,0,,Away,잠실 야구장,17:00,31.4,False,1,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-15,@ Doosan,RP,,0.0,3.0,0.666666667,15,0,0,1,0,1,1,0,,Away,잠실 야구장,17:00,30.2,True,0,2,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-17,vs. SSG,RP,,81.0,9.0,0.333333333,14,3,3,3,0,0,0,0,,Home,고척 스카이돔,18:30,25.5,False,1,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-19,vs. SSG,RP,H,0.0,3.0,1.0,14,0,0,3,0,0,0,0,,Home,고척 스카이돔,18:30,25.5,False,1,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-25,vs. Kia,RP,,9.0,1.67,3.0,56,3,3,4,0,0,1,0,,Home,고척 스카이돔,18:30,25.5,False,5,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-06-29,vs. Samsung,RP,,13.5,6.0,0.666666667,25,1,1,1,0,0,3,0,,Home,고척 스카이돔,14:00,25.5,False,3,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김선기,키움,2025,2025-07-03,@ KT,RP,,5.4,1.8,1.666666667,29,1,1,1,0,1,2,1,,Away,수원 KT 위즈파크,18:30,30.9,False,3,1,187cm,98kg,1991,5.0,45.2,0.0,7.4,35.9,0.0,0.0,6.3,0.0,0.0,0.182,0.319,0.0,0.25,0.338,0.0,0.0,0.2,0.0,0.0
김영규,NC,2025,2025-06-14,vs. Kia,RP,,0.0,1.0,1.0,11,0,0,0,0,0,1,0,,Home,창원 NC 파크,17:00,27.3,False,0,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-06-17,@ LG,RP,H,0.0,0.0,0.333333333,4,0,0,0,0,0,0,0,,Away,잠실 야구장,18:30,28.6,False,2,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-06-19,@ LG,RP,H,0.0,1.0,1.0,19,0,0,1,0,1,0,0,,Away,잠실 야구장,18:30,30.9,False,1,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-06-21,@ KT,RP,H,0.0,0.0,1.0,16,0,0,0,0,0,0,0,,Away,수원 KT 위즈파크,17:00,24.3,False,1,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-06-25,vs. Lotte,RP,H,0.0,0.0,1.0,14,0,0,0,0,2,0,0,,Home,창원 NC 파크,18:30,25.2,False,3,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-06-27,vs. Doosan,RP,,9.0,3.0,1.0,19,2,1,2,0,1,1,0,,Home,창원 NC 파크,18:30,29.0,False,1,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-06-29,vs. Doosan,RP,,0.0,0.0,1.0,4,0,0,0,0,0,0,0,,Home,창원 NC 파크,17:00,31.6,False,1,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-07-01,@ Hanwha,RP,L,0.0,1.5,0.666666667,17,2,0,1,0,0,0,0,,Away,대전 한화생명 볼파크,18:30,33.2,False,1,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-07-03,@ Hanwha,RP,,9.0,2.0,1.0,23,1,1,2,1,1,0,0,,Away,대전 한화생명 볼파크,18:30,32.0,False,1,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-07-06,vs. SSG,RP,H,0.0,0.0,1.0,12,0,0,0,0,0,0,0,,Home,창원 NC 파크,17:00,32.8,False,2,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-07-08,vs. Samsung,RP,H,0.0,1.0,1.0,13,0,0,1,0,0,0,0,,Home,창원 NC 파크,18:30,32.8,False,1,1,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영규,NC,2025,2025-07-09,vs. Samsung,RP,H,0.0,3.0,1.0,14,0,0,3,0,0,0,0,,Home,창원 NC 파크,18:30,30.8,True,0,2,188cm,86kg,2000,0.0,53.0,0.0,0.0,41.6,0.0,0.0,5.4,0.0,0.0,0.0,0.217,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0
김영우,LG,2025,2025-03-29,@ NC,RP,,0.0,1.0,1.0,11,0,0,1,0,2,0,0,,Away,창원 NC 파크,17:00,8.8,False,0,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-02,@ KT,RP,,0.0,0.0,1.0,12,0,0,0,0,0,0,0,,Away,수원 KT 위즈파크,18:30,7.9,False,3,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-04,vs. Kia,RP,,0.0,2.0,1.0,21,0,0,1,0,1,1,0,,Home,잠실 야구장,18:30,13.4,False,1,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-10,@ Kiwoom,RP,,0.0,1.0,1.0,17,0,0,0,0,1,1,0,,Away,고척 스카이돔,18:30,25.5,False,5,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-13,vs. Doosan,RP,,0.0,3.0,1.0,27,0,0,1,0,1,2,0,,Home,잠실 야구장,14:00,-0.1,False,2,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-17,vs. Samsung,RP,,6.75,1.5,1.333333333,25,1,1,1,0,3,1,0,,Home,잠실 야구장,18:30,21.4,False,3,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-19,@ SSG,RP,H,0.0,0.0,0.333333333,2,0,0,0,0,0,0,0,,Away,인천 SSG 랜더스필드,17:00,10.9,False,1,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-20,@ SSG,RP,,9.0,1.0,1.0,19,1,1,1,0,3,0,0,,Away,인천 SSG 랜더스필드,14:00,19.5,True,0,2,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-22,vs. NC,RP,,27.0,3.0,0.333333333,7,1,1,1,0,1,0,0,,Home,잠실 야구장,18:30,17.5,False,1,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-24,vs. NC,RP,,0.0,0.0,1.0,12,0,0,0,0,1,0,0,,Home,잠실 야구장,18:30,17.0,False,1,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-25,@ Kia,RP,W,0.0,1.0,1.0,18,0,0,0,0,3,1,0,,Away,광주 기아 챔피언스 필드,18:30,16.2,True,0,2,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-04-27,@ Kia,RP,,0.0,3.0,0.666666667,10,0,0,1,0,0,1,0,,Away,광주 기아 챔피언스 필드,14:00,24.1,False,1,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-05-02,vs. SSG,RP,,0.0,6.0,0.333333333,16,0,0,0,0,1,2,0,,Home,잠실 야구장,18:30,16.2,False,4,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-05-04,vs. SSG,RP,,0.0,1.0,1.0,9,0,0,1,0,1,0,0,,Home,잠실 야구장,14:00,19.7,False,1,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-05-07,@ Doosan,RP,,0.0,1.5,2.0,31,0,0,1,0,2,2,0,,Away,잠실 야구장,18:30,18.1,False,2,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
김영우,LG,2025,2025-05-10,@ Samsung,RP,,0.0,,0.0,8,0,0,1,0,0,0,0,,Away,대구 삼성 라이온즈 파크,17:00,17.6,False,2,1,185cm,90kg,2005,0.0,66.6,0.0,21.4,7.1,0.0,0.0,4.9,0.0,0.0,0.0,0.313,0.0,0.261,0.182,0.0,0.0,0.1,0.0,0.0
