이름,연도,팀,보직,나이,키,몸무게,날짜,구장,온도,ERA,WHIP,이닝,누적이닝,총이닝,투구수,실점,자책점,피안타,피홈런,탈삼진,볼넷,사구,K/BB,연투여부,휴식일수,연투일수,연투횟수,WBC_2023,올림픽_2021,아시안게임_2023,아시아챔피언십_2023,아시아선수권_2023,프리미어12_2019,PS_KS,PS_PO,PS_SP,PS_V,PS_WC,이동거리,총이동거리,누적이동거리,직구_피안타율,직구_구사율,변화구_구사율,FIP,FIP_변화량,평균_FIP,GS,평균_GS,GS_변화량,평균_ERA,ERA_변화량,구속,평균_구속,구속_변화량,부상위험도
김무신,2020,삼성,RP,26,185,95,2020-06-28,Away,27.5,0,0.75,1.333333333,21.66666667,58,25,0,0,1,0,1,0,0,inf,TRUE,0,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,2365,0.294,61.9,38.1,1.691,-4.413934426,6.104934426,48,43.59016393,4.409836066,7.863934426,-7.863934426,148.2,149.3590164,-1.159016393,
김무신,2020,삼성,RP,26,185,95,2020-06-30,Home,25.2,9,1,1,22.66666667,58,9,1,1,1,1,0,0,0,inf,FALSE,1,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,9226,2461,0.294,61.9,38.1,16.191,10.08606557,6.104934426,42,43.59016393,-1.590163934,7.863934426,1.136065574,148,149.3590164,-1.359016393,
김무신,2020,삼성,RP,26,185,95,2020-07-03,Home,23.2,0,3,0.666666667,23.33333333,58,17,0,0,0,0,0,2,0,0,FALSE,2,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,2461,0.294,61.9,38.1,12.191,6.086065574,6.104934426,40,43.59016393,-3.590163934,7.863934426,-7.863934426,148.6,149.3590164,-0.759016393,
김무신,2020,삼성,RP,26,185,95,2020-07-04,Home,22.2,0,0,1,24.33333333,58,7,0,0,0,0,0,0,0,inf,TRUE,0,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,2461,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,46,43.59016393,2.409836066,7.863934426,-7.863934426,151.5,149.3590164,2.140983607,
김무신,2020,삼성,RP,26,185,95,2020-07-08,Away,25.5,0,0,1,25.33333333,58,8,0,0,0,0,0,0,0,inf,FALSE,3,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,2771,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,46,43.59016393,2.409836066,7.863934426,-7.863934426,150.9,149.3590164,1.540983607,
김무신,2020,삼성,RP,26,185,95,2020-07-09,Away,25.5,0,1,1,26.33333333,58,11,0,0,0,0,0,1,0,0,TRUE,0,2,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,2771,0.294,61.9,38.1,6.191,0.0860655738,6.104934426,44,43.59016393,0.409836066,7.863934426,-7.863934426,149.5,149.3590164,0.140983607,
김무신,2020,삼성,RP,26,185,95,2020-07-11,Away,29,0,0,1,27.33333333,58,10,0,0,0,0,1,0,0,inf,FALSE,1,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,2799,0.294,61.9,38.1,1.191,-4.913934426,6.104934426,47,43.59016393,3.409836066,7.863934426,-7.863934426,148.9,149.3590164,-0.459016393,
김무신,2020,삼성,RP,26,185,95,2020-07-16,Home,24,4.5,1.5,2,29.33333333,58,29,1,1,2,0,1,1,0,1,FALSE,4,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,3075,0.294,61.9,38.1,3.691,-2.413934426,6.104934426,48,43.59016393,4.409836066,7.863934426,-3.363934426,149.5,149.3590164,0.140983607,
김무신,2020,삼성,RP,26,185,95,2020-07-18,Home,25,0,2,1,30.33333333,58,21,0,0,0,0,1,2,0,0.5,FALSE,1,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,3075,0.294,61.9,38.1,7.191,1.086065574,6.104934426,43,43.59016393,-0.590163934,7.863934426,-7.863934426,151.6,149.3590164,2.240983607,
김무신,2020,삼성,RP,26,185,95,2020-07-21,Away,28.4,27,9,0.333333333,30.66666667,58,12,1,1,2,0,0,1,0,0,FALSE,2,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88,9226,3163,0.294,61.9,38.1,12.191,6.086065574,6.104934426,37,43.59016393,-6.590163934,7.863934426,19.13606557,147.1,149.3590164,-2.259016393,
김무신,2020,삼성,RP,26,185,95,2020-07-25,Away,27,18,3,1,31.66666667,58,18,2,2,2,0,1,1,0,1,FALSE,3,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,3370,0.294,61.9,38.1,4.191,-1.913934426,6.104934426,41,43.59016393,-2.590163934,7.863934426,10.13606557,147.7,149.3590164,-1.659016393,
김무신,2020,삼성,RP,26,185,95,2020-07-29,Home,26.9,0,1,1,32.66666667,58,14,0,0,1,0,0,0,0,inf,FALSE,3,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,3595,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,45,43.59016393,1.409836066,7.863934426,-7.863934426,149.5,149.3590164,0.140983607,
김무신,2020,삼성,RP,26,185,95,2020-07-30,Home,26,0,0,1,33.66666667,58,9,0,0,0,0,0,0,0,inf,TRUE,0,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,3595,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,46,43.59016393,2.409836066,7.863934426,-7.863934426,148.8,149.3590164,-0.559016393,
김무신,2020,삼성,RP,26,185,95,2020-08-01,Home,29,0,3,1,34.66666667,58,20,0,0,2,0,0,1,0,0,FALSE,1,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,3595,0.294,61.9,38.1,6.191,0.0860655738,6.104934426,42,43.59016393,-1.590163934,7.863934426,-7.863934426,147.6,149.3590164,-1.759016393,
김무신,2020,삼성,RP,26,185,95,2020-08-02,Home,29.6,0,3,0.666666667,35.33333333,58,18,0,0,2,0,0,0,0,inf,TRUE,0,2,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,3595,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,42,43.59016393,-1.590163934,7.863934426,-7.863934426,148.5,149.3590164,-0.859016393,
김무신,2020,삼성,RP,26,185,95,2020-08-04,Away,30.3,0,0,1,36.33333333,58,9,0,0,0,0,0,0,0,inf,FALSE,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,294,9226,3889,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,46,43.59016393,2.409836066,7.863934426,-7.863934426,151,149.3590164,1.640983607,
김무신,2020,삼성,RP,26,185,95,2020-08-06,Away,27.9,0,0,0.666666667,37,58,9,0,0,0,0,1,0,0,inf,FALSE,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,3889,0.294,61.9,38.1,0.191,-5.913934426,6.104934426,45,43.59016393,1.409836066,7.863934426,-7.863934426,150.5,149.3590164,1.140983607,
김무신,2020,삼성,RP,26,185,95,2020-08-11,Home,27.6,0,0,0.666666667,37.66666667,58,9,0,0,0,0,0,0,0,inf,FALSE,4,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,313,9226,4248,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,44,43.59016393,0.409836066,7.863934426,-7.863934426,147,149.3590164,-2.359016393,
김무신,2020,삼성,RP,26,185,95,2020-08-13,Home,30.5,0,1,1,38.66666667,58,14,0,0,0,0,1,1,0,1,FALSE,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,4248,0.294,61.9,38.1,4.191,-1.913934426,6.104934426,45,43.59016393,1.409836066,7.863934426,-7.863934426,149.4,149.3590164,0.0409836066,
김무신,2020,삼성,RP,26,185,95,2020-08-15,Away,32.7,0,3,1,39.66666667,58,24,0,0,1,0,1,2,0,0.5,FALSE,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,4404,0.294,61.9,38.1,7.191,1.086065574,6.104934426,42,43.59016393,-1.590163934,7.863934426,-7.863934426,147.7,149.3590164,-1.659016393,
김무신,2020,삼성,RP,26,185,95,2020-08-18,Home,30.7,6.75,3.75,1.333333333,41,58,18,1,1,3,0,0,2,0,0,FALSE,2,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,156,9226,4560,0.294,61.9,38.1,7.691,1.586065574,6.104934426,40,43.59016393,-3.590163934,7.863934426,-1.113934426,147,149.3590164,-2.359016393,
김무신,2020,삼성,RP,26,185,95,2020-08-21,Away,29.2,0,2,1,42,58,17,0,0,2,0,1,0,0,inf,FALSE,2,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,4873,0.294,61.9,38.1,1.191,-4.913934426,6.104934426,45,43.59016393,1.409836066,7.863934426,-7.863934426,148,149.3590164,-1.359016393,
김무신,2020,삼성,RP,26,185,95,2020-08-26,Home,30.9,0,0,1,43,58,12,0,0,0,0,2,0,0,inf,FALSE,4,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,5186,0.294,61.9,38.1,-0.809,-6.913934426,6.104934426,48,43.59016393,4.409836066,7.863934426,-7.863934426,150,149.3590164,0.640983607,
김무신,2020,삼성,RP,26,185,95,2020-08-30,Away,25.5,0,3,0.333333333,43.33333333,58,5,0,0,1,0,0,0,0,inf,FALSE,3,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,5511,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,41,43.59016393,-2.590163934,7.863934426,-7.863934426,149,149.3590164,-0.359016393,
김무신,2020,삼성,RP,26,185,95,2020-09-03,Home,27.9,0,0,1,44.33333333,58,11,0,0,0,0,1,0,0,inf,FALSE,3,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,225,9226,6041,0.294,61.9,38.1,1.191,-4.913934426,6.104934426,47,43.59016393,3.409836066,7.863934426,-7.863934426,147.8,149.3590164,-1.559016393,
김무신,2020,삼성,RP,26,185,95,2020-09-06,Home,23.8,81,9,0.333333333,44.66666667,58,12,3,3,2,1,0,1,0,0,FALSE,2,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,6041,0.294,61.9,38.1,51.191,45.08606557,6.104934426,33,43.59016393,-10.59016393,7.863934426,73.13606557,149.9,149.3590164,0.540983607,
김무신,2020,삼성,RP,26,185,95,2020-09-08,Home,26.9,0,9,0.333333333,45,58,16,0,0,2,0,0,1,0,0,FALSE,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,6041,0.294,61.9,38.1,12.191,6.086065574,6.104934426,38,43.59016393,-5.590163934,7.863934426,-7.863934426,148.9,149.3590164,-0.459016393,
김무신,2020,삼성,RP,26,185,95,2020-09-10,Away,26.7,108,12,0.333333333,45.33333333,58,29,4,4,3,0,0,1,0,0,FALSE,1,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96,9226,6137,0.294,61.9,38.1,12.191,6.086065574,6.104934426,33,43.59016393,-10.59016393,7.863934426,100.1360656,150.3,149.3590164,0.940983607,
김무신,2020,삼성,RP,26,185,95,2020-09-16,Away,24,54,9,0.333333333,45.66666667,58,18,2,2,3,1,0,0,0,inf,FALSE,5,1,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,6554,0.294,61.9,38.1,42.191,36.08606557,6.104934426,35,43.59016393,-8.590163934,7.863934426,46.13606557,146,149.3590164,-3.359016393,
김무신,2020,삼성,RP,26,185,95,2020-09-17,Home,22.6,0,2,1,46.66666667,58,17,0,0,1,0,0,1,0,0,TRUE,0,2,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,276,9226,6830,0.294,61.9,38.1,6.191,0.0860655738,6.104934426,43,43.59016393,-0.590163934,7.863934426,-7.863934426,144.9,149.3590164,-4.459016393,
김무신,2020,삼성,RP,26,185,95,2020-09-19,Home,23.5,0,1.5,0.666666667,47.33333333,58,22,0,0,1,0,1,0,0,inf,FALSE,1,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,6830,0.294,61.9,38.1,0.191,-5.913934426,6.104934426,44,43.59016393,0.409836066,7.863934426,-7.863934426,151.2,149.3590164,1.840983607,
김무신,2020,삼성,RP,26,185,95,2020-09-23,Away,21.4,0,2,1,48.33333333,58,18,0,0,1,0,2,1,0,2,FALSE,3,1,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,6918,0.294,61.9,38.1,2.191,-3.913934426,6.104934426,45,43.59016393,1.409836066,7.863934426,-7.863934426,148.1,149.3590164,-1.259016393,
김무신,2020,삼성,RP,26,185,95,2020-09-24,Away,22.6,13.5,3,0.666666667,49,58,13,1,1,0,0,0,2,0,0,TRUE,0,2,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,347,9226,7265,0.294,61.9,38.1,12.191,6.086065574,6.104934426,39,43.59016393,-4.590163934,7.863934426,5.636065574,150.9,149.3590164,1.540983607,
김무신,2020,삼성,RP,26,185,95,2020-09-27,Home,23.4,9,2,1,50,58,16,1,1,2,0,1,0,0,inf,FALSE,2,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,7559,0.294,61.9,38.1,1.191,-4.913934426,6.104934426,44,43.59016393,0.409836066,7.863934426,1.136065574,148.2,149.3590164,-1.159016393,
김무신,2020,삼성,RP,26,185,95,2020-09-29,Home,21.5,9,3,1,51,58,23,1,1,3,1,3,0,0,inf,FALSE,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,7559,0.294,61.9,38.1,10.191,4.086065574,6.104934426,43,43.59016393,-0.590163934,7.863934426,1.136065574,146.9,149.3590164,-2.459016393,
김무신,2020,삼성,RP,26,185,95,2020-10-01,Home,20.3,0,1.5,0.666666667,51.66666667,58,10,0,0,1,0,0,0,0,inf,FALSE,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,7559,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,43,43.59016393,-0.590163934,7.863934426,-7.863934426,148.8,149.3590164,-0.559016393,
김무신,2020,삼성,RP,26,185,95,2020-10-03,Away,23.2,9,3,1,52.66666667,58,31,1,1,2,0,1,1,0,1,FALSE,1,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,7647,0.294,61.9,38.1,4.191,-1.913934426,6.104934426,42,43.59016393,-1.590163934,7.863934426,1.136065574,149.6,149.3590164,0.240983607,
김무신,2020,삼성,RP,26,185,95,2020-10-04,Away,24.8,0,0,1,53.66666667,58,12,0,0,0,0,2,0,0,inf,TRUE,0,2,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,7647,0.294,61.9,38.1,-0.809,-6.913934426,6.104934426,48,43.59016393,4.409836066,7.863934426,-7.863934426,149,149.3590164,-0.359016393,
김무신,2020,삼성,RP,26,185,95,2020-10-06,Away,17.1,0,1,1,54.66666667,58,8,0,0,1,0,0,0,0,inf,FALSE,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,347,9226,7994,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,45,43.59016393,1.409836066,7.863934426,-7.863934426,152.1,149.3590164,2.740983607,
김무신,2020,삼성,RP,26,185,95,2020-10-08,Away,20.2,0,1,1,55.66666667,58,12,0,0,1,0,1,0,0,inf,FALSE,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,7994,0.294,61.9,38.1,1.191,-4.913934426,6.104934426,46,43.59016393,2.409836066,7.863934426,-7.863934426,151.8,149.3590164,2.440983607,
김무신,2020,삼성,RP,26,185,95,2020-10-10,Home,19.4,0,0,1.333333333,57,58,20,0,0,0,0,0,0,0,inf,FALSE,1,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,8288,0.294,61.9,38.1,3.191,-2.913934426,6.104934426,48,43.59016393,4.409836066,7.863934426,-7.863934426,149.5,149.3590164,0.140983607,
김무신,2020,삼성,RP,26,185,95,2020-10-13,Home,18.5,9,3,1,58,58,32,2,1,1,0,0,2,0,0,FALSE,2,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9226,8288,0.294,61.9,38.1,9.191,3.086065574,6.104934426,40,43.59016393,-3.590163934,7.863934426,1.136065574,149.9,149.3590164,0.540983607,
김무신,2022,삼성,RP,26,185,95,2022-04-08,Home,15.6,0,0,1,1,35,5,0,0,0,0,0,0,0,inf,FALSE,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,294,9283,325,0.342911392,63.2,36.8,3.112,-2.1468,5.2588,46,43.56756757,2.432432432,11.57142857,-11.57142857,154,151.0142857,2.985714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-04-10,Home,21.5,9,2,1,2,35,13,1,1,2,0,0,0,1,inf,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,325,0.342911392,63.2,36.8,6.112,0.8532,5.2588,43,43.56756757,-0.567567568,11.57142857,-2.571428571,151.8,151.0142857,0.785714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-04-14,Home,11.1,0,1,1,3,35,12,0,0,1,0,1,0,0,inf,FALSE,3,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,325,0.342911392,63.2,36.8,1.112,-4.1468,5.2588,46,43.56756757,2.432432432,11.57142857,-11.57142857,151.3,151.0142857,0.285714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-04-17,Away,13.7,0,0,0.666666667,3.666666667,35,12,0,0,0,0,0,0,0,inf,FALSE,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,638,0.342911392,63.2,36.8,3.112,-2.1468,5.2588,44,43.56756757,0.432432432,11.57142857,-11.57142857,150.8,151.0142857,-0.214285714,2341.4
김무신,2022,삼성,RP,26,185,95,2022-04-21,Away,13.7,0,2,1,4.666666667,35,22,1,0,2,0,0,0,0,inf,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,1007,0.342911392,63.2,36.8,3.112,-2.1468,5.2588,44,43.56756757,0.432432432,11.57142857,-11.57142857,149.7,151.0142857,-1.314285714,2341.4
김무신,2022,삼성,RP,26,185,95,2022-04-23,Home,17.7,0,0,2,6.666666667,35,18,0,0,0,0,3,0,0,inf,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,1095,0.342911392,63.2,36.8,0.112,-5.1468,5.2588,55,43.56756757,11.43243243,11.57142857,-11.57142857,149.8,151.0142857,-1.214285714,2341.4
김무신,2022,삼성,RP,26,185,95,2022-04-27,Home,16,81,12,0.333333333,7,35,19,3,3,3,0,1,1,0,1,FALSE,3,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,1095,0.342911392,63.2,36.8,6.112,0.8532,5.2588,35,43.56756757,-8.567567568,11.57142857,69.42857143,146,151.0142857,-5.014285714,2341.4
김무신,2022,삼성,RP,26,185,95,2022-04-29,Away,17.4,27,9,0.333333333,7.333333333,35,15,1,1,3,0,0,0,0,inf,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,225,9283,1320,0.342911392,63.2,36.8,3.112,-2.1468,5.2588,38,43.56756757,-5.567567568,11.57142857,15.42857143,149.4,151.0142857,-1.614285714,2341.4
김무신,2022,삼성,RP,26,185,95,2022-05-03,Home,16.8,0,4.5,0.666666667,8,35,26,2,0,2,0,1,1,0,1,FALSE,3,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,225,9283,1545,0.342911392,63.2,36.8,4.612,-0.6468,5.2588,41,43.56756757,-2.567567568,11.57142857,-11.57142857,147.9,151.0142857,-3.114285714,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-02,Away,25.5,0,0,0.666666667,8.666666667,35,9,0,0,0,0,1,0,1,inf,FALSE,29,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,2367,0.342911392,63.2,36.8,4.612,-0.6468,5.2588,45,43.56756757,1.432432432,11.57142857,-11.57142857,151.9,151.0142857,0.885714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-03,Home,23.6,0,3,0.666666667,9.333333334,35,15,0,0,2,0,1,0,0,inf,TRUE,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,310,9283,2677,0.342911392,63.2,36.8,0.112,-5.1468,5.2588,43,43.56756757,-0.567567568,11.57142857,-11.57142857,153.4,151.0142857,2.385714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-07,Away,19,0,0,1,10.33333333,35,16,0,0,0,0,2,0,0,inf,FALSE,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,96,9283,2773,0.342911392,63.2,36.8,-0.888,-6.1468,5.2588,48,43.56756757,4.432432432,11.57142857,-11.57142857,152.2,151.0142857,1.185714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-08,Away,19.9,0,0,1,11.33333333,35,10,0,0,0,0,0,0,0,inf,TRUE,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,2773,0.342911392,63.2,36.8,3.112,-2.1468,5.2588,46,43.56756757,2.432432432,11.57142857,-11.57142857,152,151.0142857,0.985714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-09,Away,21.8,0,0.75,1.333333333,12.66666667,35,24,0,0,1,0,2,0,0,inf,TRUE,0,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,2773,0.342911392,63.2,36.8,0.112,-5.1468,5.2588,49,43.56756757,5.432432432,11.57142857,-11.57142857,152,151.0142857,0.985714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-11,Home,26,0,0,1,13.66666667,35,11,0,0,0,0,1,0,0,inf,FALSE,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,2869,0.342911392,63.2,36.8,1.112,-4.1468,5.2588,47,43.56756757,3.432432432,11.57142857,-11.57142857,155.6,151.0142857,4.585714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-12,Home,22.9,0,0,1,14.66666667,35,7,0,0,0,0,0,0,0,inf,TRUE,0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,2869,0.342911392,63.2,36.8,3.112,-2.1468,5.2588,46,43.56756757,2.432432432,11.57142857,-11.57142857,154.4,151.0142857,3.385714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-18,Away,28.3,0,1,1,15.66666667,35,16,0,0,0,0,1,1,0,1,FALSE,5,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,3454,0.342911392,63.2,36.8,4.112,-1.1468,5.2588,45,43.56756757,1.432432432,11.57142857,-11.57142857,153.2,151.0142857,2.185714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-19,Away,30.8,0,1,1,16.66666667,35,17,0,0,0,0,0,1,0,0,TRUE,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,3454,0.342911392,63.2,36.8,6.112,0.8532,5.2588,44,43.56756757,0.432432432,11.57142857,-11.57142857,152.2,151.0142857,1.185714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-25,Away,31.7,0,0.6,1.666666667,18.33333333,35,17,0,0,0,0,1,1,0,1,FALSE,5,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,3835,0.342911392,63.2,36.8,3.712,-1.5468,5.2588,49,43.56756757,5.432432432,11.57142857,-11.57142857,152.8,151.0142857,1.785714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-06-26,Away,31.4,0,1,1,19.33333333,35,15,0,0,1,0,2,0,0,inf,TRUE,0,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,3835,0.342911392,63.2,36.8,-0.888,-6.1468,5.2588,47,43.56756757,3.432432432,11.57142857,-11.57142857,155.1,151.0142857,4.085714286,2341.4
김무신,2022,삼성,RP,26,185,95,2022-07-02,Away,30.7,27,3,0.666666667,20,35,21,2,2,0,0,1,2,0,0.5,FALSE,5,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,9283,4079,0.342911392,63.2,36.8,9.112,3.8532,5.2588,39,43.56756757,-4.567567568,11.57142857,15.42857143,152.9,151.0142857,1.885714286,2341.4
