이름,연도,팀,보직,나이,키,몸무게,날짜,구장,온도,ERA,WHIP,이닝,누적이닝,총이닝,투구수,실점,자책점,피안타,피홈런,탈삼진,볼넷,사구,K/BB,연투여부,휴식일수,연투일수,연투횟수,WBC_2023,올림픽_2021,아시안게임_2023,아시아챔피언십_2023,아시아선수권_2023,프리미어12_2019,PS_KS,PS_PO,PS_SP,PS_V,PS_WC,이동거리,총이동거리,누적이동거리,직구_피안타율,직구_구사율,변화구_구사율,FIP,FIP_변화량,평균_FIP,GS,평균_GS,GS_변화량,평균_ERA,ERA_변화량,구속,평균_구속,구속_변화량,부상위험도
심재민,2022,KT,RP,31,182,92,2022-06-18,Away,26.5,0,1,1,22.33333333,43.33333333,10,0,0,1,0,1,0,0,inf,FALSE,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,3313,0.293,45.5,54.5,1.112,-3.30875,4.42075,46,44.13636364,1.863636364,3.7575,-3.7575,143.5,142.0794872,1.420512821,
심재민,2022,KT,RP,31,182,92,2022-06-21,Home,26.8,0,0,1,23.33333333,43.33333333,11,0,0,0,0,1,0,0,inf,FALSE,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31,9299,3344,0.293,45.5,54.5,1.112,-3.30875,4.42075,47,44.13636364,2.863636364,3.7575,-3.7575,141,142.0794872,-1.079487179,
심재민,2022,KT,RP,31,182,92,2022-06-24,Home,25.6,13.5,4.5,0.666666667,24,43.33333333,30,1,1,2,0,0,1,0,0,FALSE,2,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,3344,0.293,45.5,54.5,7.612,3.19125,4.42075,39,44.13636364,-5.136363636,3.7575,9.7425,143.5,142.0794872,1.420512821,
심재민,2022,KT,RP,31,182,92,2022-06-25,Home,29.5,0,1,1,25,43.33333333,12,0,0,1,0,0,0,0,inf,TRUE,0,2,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,3344,0.293,45.5,54.5,3.112,-1.30875,4.42075,45,44.13636364,0.863636364,3.7575,-3.7575,143.5,142.0794872,1.420512821,
심재민,2022,KT,RP,31,182,92,2022-06-29,Away,27.6,4.5,0.5,2,27,43.33333333,23,1,1,1,1,3,0,0,inf,FALSE,3,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,3620,0.293,45.5,54.5,6.612,2.19125,4.42075,51,44.13636364,6.863636364,3.7575,0.7425,142.8,142.0794872,0.720512821,
심재민,2022,KT,RP,31,182,92,2022-07-02,Home,30.8,0,0,1,28,43.33333333,5,0,0,0,0,0,0,0,inf,FALSE,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,3896,0.293,45.5,54.5,3.112,-1.30875,4.42075,46,44.13636364,1.863636364,3.7575,-3.7575,146.5,142.0794872,4.420512821,
심재민,2022,KT,RP,31,182,92,2022-07-10,Home,34.3,9,3,1,29,43.33333333,15,1,1,3,0,0,0,0,inf,FALSE,7,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,4440,0.293,45.5,54.5,3.112,-1.30875,4.42075,42,44.13636364,-2.136363636,3.7575,5.2425,143.3,142.0794872,1.220512821,
심재민,2022,KT,RP,31,182,92,2022-07-28,Home,32.7,0,0.5,2,31,43.33333333,16,0,0,1,0,1,0,0,inf,FALSE,1,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,4718,0.293,45.5,54.5,2.112,-2.30875,4.42075,52,44.13636364,7.863636364,3.7575,-3.7575,144.1,142.0794872,2.020512821,
심재민,2022,KT,RP,31,182,92,2022-08-05,Home,32.5,27,3,0.333333333,31.33333333,43.33333333,10,1,1,0,0,0,1,0,0,FALSE,7,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,330,9299,5426,0.293,45.5,54.5,12.112,7.69125,4.42075,39,44.13636364,-5.136363636,3.7575,23.2425,142.2,142.0794872,0.120512821,
심재민,2022,KT,RP,31,182,92,2022-08-07,Home,32.4,0,6,0.333333333,31.66666667,43.33333333,13,0,0,1,0,0,1,0,0,FALSE,1,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,5426,0.293,45.5,54.5,12.112,7.69125,4.42075,39,44.13636364,-5.136363636,3.7575,-3.7575,140.9,142.0794872,-1.179487179,
심재민,2022,KT,RP,31,182,92,2022-08-13,Home,29.4,0,0,1.666666667,33.33333333,43.33333333,12,0,0,0,0,0,0,0,inf,FALSE,5,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,39,9299,5504,0.293,45.5,54.5,3.112,-1.30875,4.42075,50,44.13636364,5.863636364,3.7575,-3.7575,142.7,142.0794872,0.620512821,
심재민,2022,KT,RP,31,182,92,2022-08-16,Home,29.5,0,0,1,34.33333333,43.33333333,15,0,0,0,0,0,0,0,inf,FALSE,2,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,5504,0.293,45.5,54.5,3.112,-1.30875,4.42075,46,44.13636364,1.863636364,3.7575,-3.7575,140.4,142.0794872,-1.679487179,
심재민,2022,KT,RP,31,182,92,2022-08-17,Home,28.1,9,2,1,35.33333333,43.33333333,27,1,1,2,0,1,0,0,inf,TRUE,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,5504,0.293,45.5,54.5,1.112,-3.30875,4.42075,44,44.13636364,-0.136363636,3.7575,5.2425,139.7,142.0794872,-2.379487179,
심재민,2022,KT,RP,31,182,92,2022-08-20,Home,30.4,0,0,1.666666667,37,43.33333333,20,0,0,0,0,0,0,0,inf,FALSE,2,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,368,9299,6240,0.293,45.5,54.5,3.112,-1.30875,4.42075,50,44.13636364,5.863636364,3.7575,-3.7575,142.2,142.0794872,0.120512821,
심재민,2022,KT,RP,31,182,92,2022-08-27,Away,25.2,9,1,1,38,43.33333333,20,1,1,1,1,1,0,0,inf,FALSE,6,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,330,9299,6632,0.293,45.5,54.5,14.112,9.69125,4.42075,43,44.13636364,-1.136363636,3.7575,5.2425,143.5,142.0794872,1.420512821,
심재민,2022,KT,RP,31,182,92,2022-08-28,Away,25.7,0,3,0.666666667,38.66666667,43.33333333,12,0,0,0,0,0,2,0,0,TRUE,0,2,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,6632,0.293,45.5,54.5,12.112,7.69125,4.42075,40,44.13636364,-4.136363636,3.7575,-3.7575,143.7,142.0794872,1.620512821,
심재민,2022,KT,RP,31,182,92,2022-09-04,Away,31.7,0,0,0.666666667,39.33333333,43.33333333,10,0,0,0,0,0,0,0,inf,FALSE,6,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,7234,0.293,45.5,54.5,3.112,-1.30875,4.42075,44,44.13636364,-0.136363636,3.7575,-3.7575,142.6,142.0794872,0.520512821,
심재민,2022,KT,RP,31,182,92,2022-09-09,Home,26,18,3,1,40.33333333,43.33333333,13,3,2,3,1,0,0,0,inf,FALSE,4,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,7506,0.293,45.5,54.5,16.112,11.69125,4.42075,39,44.13636364,-5.136363636,3.7575,14.2425,143.7,142.0794872,1.620512821,
심재민,2022,KT,RP,31,182,92,2022-09-29,Away,24.3,0,0.5,2,42.33333333,43.33333333,30,0,0,0,0,2,1,0,2,FALSE,14,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31,9299,8693,0.293,45.5,54.5,2.612,-1.80875,4.42075,52,44.13636364,7.863636364,3.7575,-3.7575,142.5,142.0794872,0.420512821,
심재민,2022,KT,RP,31,182,92,2022-10-05,Home,17.3,13.5,4.5,0.666666667,43,43.33333333,12,1,1,3,0,1,0,0,inf,FALSE,5,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,9299,8724,0.293,45.5,54.5,0.112,-4.30875,4.42075,41,44.13636364,-3.136363636,3.7575,9.7425,139.2,142.0794872,-2.879487179,
심재민,2022,KT,RP,31,182,92,2022-10-11,Away,14.4,0,0,0.333333333,43.33333333,43.33333333,4,0,0,0,0,0,0,0,inf,FALSE,5,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,31,9299,9349,0.293,45.5,54.5,3.112,-1.30875,4.42075,42,44.13636364,-2.136363636,3.7575,-3.7575,143,142.0794872,0.920512821,
심재민,2023,롯데,RP,31,182,92,2023-04-15,Home,15.8,27,3,0.666666667,0.666666667,47.66666667,21,2,2,1,0,0,1,0,0,TRUE,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,547,0.625,53.1,46.9,7.755,3.272766667,4.482233333,39,46,-7,4.262333333,22.73766667,136.5,139.9464286,-3.446428571,
심재민,2023,롯데,RP,31,182,92,2023-04-16,Home,18,13.5,3.75,1.333333333,2,47.66666667,34,2,2,4,0,1,1,0,1,TRUE,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,547,0.625,53.1,46.9,4.005,-0.477233333,4.482233333,41,46,-5,4.262333333,9.237666667,136.3,139.9464286,-3.646428571,
심재민,2023,롯데,RP,31,182,92,2023-06-22,Away,24.5,0,1.5,0.666666667,2.666666667,47.66666667,12,0,0,0,0,1,1,0,1,FALSE,66,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,3473,0.625,53.1,46.9,4.755,0.272766667,4.482233333,43,46,-3,4.262333333,-4.262333333,139.1,139.9464286,-0.846428571,
심재민,2023,롯데,RP,31,182,92,2023-06-25,Away,31.2,0,3,0.333333333,3,47.66666667,11,0,0,1,0,0,0,1,inf,FALSE,2,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,3504,0.625,53.1,46.9,12.255,7.772766667,4.482233333,41,46,-5,4.262333333,-4.262333333,140,139.9464286,0.0535714286,
심재민,2023,롯데,RP,31,182,92,2023-06-27,Home,26.3,0,1,1,4,47.66666667,18,0,0,1,0,1,0,0,inf,FALSE,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,386,10439,3890,0.625,53.1,46.9,1.255,-3.227233333,4.482233333,46,46,0,4.262333333,-4.262333333,140.1,139.9464286,0.153571429,
심재민,2023,롯데,RP,31,182,92,2023-06-28,Home,26.3,0,3,0.333333333,4.333333333,47.66666667,6,0,0,0,0,0,1,0,0,TRUE,0,2,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,3890,0.625,53.1,46.9,12.255,7.772766667,4.482233333,40,46,-6,4.262333333,-4.262333333,139,139.9464286,-0.946428571,
심재민,2023,롯데,RP,31,182,92,2023-07-08,Home,24.9,27,12,0.333333333,4.666666666,47.66666667,17,1,1,4,0,0,0,0,inf,FALSE,9,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,4389,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,37,46,-9,4.262333333,22.73766667,137.7,139.9464286,-2.246428571,
심재민,2023,롯데,RP,31,182,92,2023-07-12,Away,28.5,0,0,1,5.666666666,47.66666667,12,0,0,0,0,1,0,0,inf,FALSE,3,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,4446,0.625,53.1,46.9,1.255,-3.227233333,4.482233333,47,46,1,4.262333333,-4.262333333,140.9,139.9464286,0.953571429,
심재민,2023,롯데,RP,31,182,92,2023-07-22,Home,27.1,0,0,1,6.666666666,47.66666667,8,0,0,0,0,0,0,0,inf,FALSE,9,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,4503,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,46,46,0,4.262333333,-4.262333333,141,139.9464286,1.053571429,
심재민,2023,롯데,RP,31,182,92,2023-07-27,Away,32.4,0,1,1,7.666666666,47.66666667,17,0,0,1,0,1,0,0,inf,FALSE,3,1,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,4889,0.625,53.1,46.9,1.255,-3.227233333,4.482233333,46,46,0,4.262333333,-4.262333333,141.1,139.9464286,1.153571429,
심재민,2023,롯데,RP,31,182,92,2023-07-28,Away,32.2,0,0,0.333333333,7.999999999,47.66666667,5,0,0,0,0,0,0,0,inf,TRUE,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,291,10439,5180,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,42,46,-4,4.262333333,-4.262333333,141.7,139.9464286,1.753571429,
심재민,2023,롯데,RP,31,182,92,2023-07-29,Away,34.2,9,1,1,8.999999999,47.66666667,11,1,1,1,1,0,0,0,inf,TRUE,0,3,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,5180,0.625,53.1,46.9,16.255,11.77276667,4.482233333,42,46,-4,4.262333333,4.737666667,141.3,139.9464286,1.353571429,
심재민,2023,롯데,RP,31,182,92,2023-08-01,Home,30.7,0,1.5,0.666666667,9.666666666,47.66666667,3,0,0,1,0,0,0,0,inf,FALSE,2,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,255,10439,5435,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,43,46,-3,4.262333333,-4.262333333,140,139.9464286,0.0535714286,
심재민,2023,롯데,RP,31,182,92,2023-08-03,Home,32.2,0,0,0.333333333,9.999999999,47.66666667,3,0,0,0,0,0,0,0,inf,FALSE,1,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,5435,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,42,46,-4,4.262333333,-4.262333333,,139.9464286,,
심재민,2023,롯데,RP,31,182,92,2023-08-04,Home,32.4,0,0,1,11,47.66666667,7,0,0,0,0,0,0,0,inf,TRUE,0,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,5435,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,46,46,0,4.262333333,-4.262333333,140,139.9464286,0.0535714286,
심재민,2023,롯데,RP,31,182,92,2023-08-05,Home,31.9,0,9,0.333333333,11.33333333,47.66666667,8,1,0,2,0,0,1,0,0,TRUE,0,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,5435,0.625,53.1,46.9,12.255,7.772766667,4.482233333,38,46,-8,4.262333333,-4.262333333,141,139.9464286,1.053571429,
심재민,2023,롯데,RP,31,182,92,2023-08-09,Away,25.5,0,1,2,13.33333333,47.66666667,21,0,0,2,0,1,0,0,inf,FALSE,3,1,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,5836,0.625,53.1,46.9,2.255,-2.227233333,4.482233333,51,46,5,4.262333333,-4.262333333,142.2,139.9464286,2.253571429,
심재민,2023,롯데,RP,31,182,92,2023-08-10,Away,25.5,27,3,0.666666667,14,47.66666667,19,2,2,2,0,0,0,0,inf,TRUE,0,2,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,5836,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,40,46,-6,4.262333333,22.73766667,140.5,139.9464286,0.553571429,
심재민,2023,롯데,RP,31,182,92,2023-08-12,Home,28.3,2.7,1.5,3.333333333,17.33333333,47.66666667,51,2,1,4,0,3,1,0,3,FALSE,1,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,6237,0.625,53.1,46.9,2.355,-2.127233333,4.482233333,56,46,10,4.262333333,-1.562333333,141.6,139.9464286,1.653571429,
심재민,2023,롯데,RP,31,182,92,2023-08-15,Home,30,0,1.5,0.666666667,18,47.66666667,14,0,0,1,0,0,0,0,inf,FALSE,2,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,6237,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,43,46,-3,4.262333333,-4.262333333,143,139.9464286,3.053571429,
심재민,2023,롯데,SP,31,182,92,2023-08-17,Home,28.4,6,2,3,21,47.66666667,52,2,2,4,0,2,2,0,1,FALSE,1,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,6237,0.625,53.1,46.9,3.922,-0.560233333,4.482233333,50,46,4,4.262333333,1.737666667,141.6,139.9464286,1.653571429,
심재민,2023,롯데,RP,31,182,92,2023-08-24,Away,29,0,1.5,0.666666667,21.66666667,47.66666667,14,0,0,1,0,0,0,0,inf,FALSE,6,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,6662,0.625,53.1,46.9,3.255,-1.227233333,4.482233333,43,46,-3,4.262333333,-4.262333333,140.4,139.9464286,0.453571429,
심재민,2023,롯데,SP,31,182,92,2023-09-07,Home,26.6,1.8,1.2,5,26.66666667,47.66666667,82,1,1,5,0,4,1,0,4,FALSE,13,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,7594,0.625,53.1,46.9,2.255,-2.227233333,4.482233333,66,46,20,4.262333333,-2.462333333,139.3,139.9464286,-0.646428571,
심재민,2023,롯데,SP,31,182,92,2023-09-13,Away,27.2,1.8,1,5,31.66666667,47.66666667,75,1,1,3,0,2,2,0,1,FALSE,5,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,255,10439,7979,0.625,53.1,46.9,3.655,-0.827233333,4.482233333,64,46,18,4.262333333,-2.462333333,139.8,139.9464286,-0.146428571,
심재민,2023,롯데,RP,31,182,92,2023-09-22,Away,23.9,0,3,0.666666667,32.33333333,47.66666667,16,0,0,1,0,1,1,0,1,FALSE,8,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,39,10439,8856,0.625,53.1,46.9,4.755,0.272766667,4.482233333,42,46,-4,4.262333333,-4.262333333,140,139.9464286,0.0535714286,
심재민,2023,롯데,RP,31,182,92,2023-09-24,Away,24.4,0,1,1,33.33333333,47.66666667,18,0,0,1,0,1,0,0,inf,FALSE,1,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,8856,0.625,53.1,46.9,1.255,-3.227233333,4.482233333,46,46,0,4.262333333,-4.262333333,139.8,139.9464286,-0.146428571,
심재민,2023,롯데,RP,31,182,92,2023-09-28,Home,27.1,0,0,0.666666667,34,47.66666667,6,0,0,0,0,1,0,0,inf,FALSE,3,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,405,10439,9261,0.625,53.1,46.9,0.255,-4.227233333,4.482233333,45,46,-1,4.262333333,-4.262333333,,139.9464286,,
심재민,2023,롯데,SP,31,182,92,2023-10-02,Home,21.3,10.38,1.85,4.333333333,38.33333333,47.66666667,72,5,5,6,0,2,2,0,1,FALSE,3,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,9261,0.625,53.1,46.9,3.717,-0.765233333,4.482233333,53,46,7,4.262333333,6.117666667,138.2,139.9464286,-1.746428571,
심재민,2023,롯데,SP,31,182,92,2023-10-09,Away,19.8,1.69,1.13,5.333333333,43.66666667,47.66666667,82,1,1,4,1,1,2,0,0.5,FALSE,6,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,9647,0.625,53.1,46.9,6.443,1.960766667,4.482233333,62,46,16,4.262333333,-2.572333333,138.2,139.9464286,-1.746428571,
심재민,2023,롯데,SP,31,182,92,2023-10-16,Away,15.7,0,1.25,4,47.66666667,47.66666667,73,1,0,4,0,6,1,0,6,FALSE,6,1,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,10439,10463,0.625,53.1,46.9,1.005,-3.477233333,4.482233333,64,46,18,4.262333333,-4.262333333,138.2,139.9464286,-1.746428571,
심창민,2021,삼성,RP,32,185,86,2021-04-06,Away,17.4,54,6,0.333333333,0.333333333,51.33333333,12,2,2,1,0,0,1,0,0,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,9361,24,0.294,46.2,53.8,12.17,7.00625,5.16375,37,43.55932203,-6.559322034,6.444642857,47.55535714,141.2,142.4203704,-1.22037037,
심창민,2021,삼성,RP,32,185,86,2021-04-08,Away,16.8,0,0,1,1.333333333,51.33333333,10,0,0,0,0,1,0,0,inf,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,24,0.294,46.2,53.8,1.17,-3.99375,5.16375,47,43.55932203,3.440677966,6.444642857,-6.444642857,143.8,142.4203704,1.37962963,
심창민,2021,삼성,RP,32,185,86,2021-04-10,Home,13.6,5.4,1.2,1.666666667,3,51.33333333,35,1,1,2,1,0,0,0,inf,FALSE,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,318,0.294,46.2,53.8,10.97,5.80625,5.16375,45,43.55932203,1.440677966,6.444642857,-1.044642857,140.4,142.4203704,-2.02037037,
심창민,2021,삼성,RP,32,185,86,2021-04-13,Home,19,0,2,1,4,51.33333333,23,0,0,2,0,1,0,0,inf,FALSE,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,318,0.294,46.2,53.8,1.17,-3.99375,5.16375,45,43.55932203,1.440677966,6.444642857,-6.444642857,141.4,142.4203704,-1.02037037,
심창민,2021,삼성,RP,32,185,86,2021-04-18,Away,16.2,0,1,1,5,51.33333333,16,0,0,1,0,0,0,0,inf,FALSE,4,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,414,0.294,46.2,53.8,3.17,-1.99375,5.16375,45,43.55932203,1.440677966,6.444642857,-6.444642857,145.1,142.4203704,2.67962963,
심창민,2021,삼성,RP,32,185,86,2021-04-21,Home,20.4,0,1,1,6,51.33333333,20,0,0,1,0,2,0,0,inf,FALSE,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,510,0.294,46.2,53.8,-0.83,-5.99375,5.16375,47,43.55932203,3.440677966,6.444642857,-6.444642857,141.7,142.4203704,-0.72037037,
심창민,2021,삼성,RP,32,185,86,2021-04-22,Home,19.4,0,3,1,7,51.33333333,33,3,0,1,0,2,2,0,1,TRUE,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,510,0.294,46.2,53.8,5.17,0.00625,5.16375,43,43.55932203,-0.559322034,6.444642857,-6.444642857,142.5,142.4203704,0.0796296296,
심창민,2021,삼성,RP,32,185,86,2021-04-27,Home,16.1,0,1,1,8,51.33333333,14,0,0,1,0,0,0,0,inf,FALSE,4,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,225,9361,960,0.294,46.2,53.8,3.17,-1.99375,5.16375,45,43.55932203,1.440677966,6.444642857,-6.444642857,144.5,142.4203704,2.07962963,
심창민,2021,삼성,RP,32,185,86,2021-04-29,Home,17.3,9,2,1,9,51.33333333,19,1,1,2,1,2,0,0,inf,FALSE,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,960,0.294,46.2,53.8,12.17,7.00625,5.16375,43,43.55932203,-0.559322034,6.444642857,2.555357143,145.2,142.4203704,2.77962963,
심창민,2021,삼성,RP,32,185,86,2021-05-01,Home,14.9,0,0,1,10,51.33333333,15,0,0,0,0,1,0,0,inf,FALSE,1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,960,0.294,46.2,53.8,1.17,-3.99375,5.16375,47,43.55932203,3.440677966,6.444642857,-6.444642857,141.5,142.4203704,-0.92037037,
심창민,2021,삼성,RP,32,185,86,2021-05-05,Away,20.2,0,0,0.333333333,10.33333333,51.33333333,4,0,0,0,0,1,0,0,inf,FALSE,3,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,1116,0.294,46.2,53.8,-2.83,-7.99375,5.16375,43,43.55932203,-0.559322034,6.444642857,-6.444642857,,142.4203704,,
심창민,2021,삼성,RP,32,185,86,2021-05-06,Away,21.7,0,0,1,11.33333333,51.33333333,16,0,0,0,0,0,0,0,inf,TRUE,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,1116,0.294,46.2,53.8,3.17,-1.99375,5.16375,46,43.55932203,2.440677966,6.444642857,-6.444642857,141.7,142.4203704,-0.72037037,
심창민,2021,삼성,RP,32,185,86,2021-05-08,Home,18.1,0,0,0.666666667,12,51.33333333,4,0,0,0,0,0,0,0,inf,FALSE,1,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,9361,1272,0.294,46.2,53.8,3.17,-1.99375,5.16375,44,43.55932203,0.440677966,6.444642857,-6.444642857,142,142.4203704,-0.42037037,
