Name,Year,Team,Date,Opp,Role,Dec,ERA,WHIP,IP,NP,R,ER,H,HR,SO,BB,HB,GS,Venue,Stadium,Time,Temp,연투 여부,휴식일 수,연투일,2023WBC,2021올림픽,2023아시안게임,2023아시아프로야구챔피언십,2023 아시아 야구 선수권 대회,2019프리미어12,PS_KS,PS_PO,PS_SP,PS_V,PS_WC
김민재,2024,Kia,2024-05-23,@ Lotte,RP,,18,4,1,27,2,2,4,1,1,0,0,,Away,사직 야구장,18:30,22.8,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김민재,2024,Kia,2024-09-25,vs. Lotte,RP,,0,1,1,11,0,0,0,0,0,1,0,,Home,광주 기아 챔피언스 필드,18:30,27,FALSE,124,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김민재,2024,Kia,2024-09-27,@ Hanwha,RP,,27,3,1,25,3,3,3,1,1,0,0,,Away,대전 한화생명 볼파크,18:30,24.4,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김민주,2024,Kia,2024-09-27,@ Hanwha,RP,,0,3,0 ⅔,19,0,0,1,0,2,1,0,,Away,대전 한화생명 볼파크,18:30,24.4,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김민주,2024,Kia,2024-09-30,vs. NC,RP,,27,6,0 ⅓,11,2,1,2,0,0,0,0,,Home,광주 기아 챔피언스 필드,18:30,26,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-08,@ Kiwoom,RP,L,9,2,1,22,1,1,1,0,0,1,0,,Away,고척 스카이돔,18:30,25.5,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-09,@ Kiwoom,RP,L,0,,0,7,1,0,1,0,0,1,0,,Away,고척 스카이돔,17:00,25.5,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-21,@ KT,RP,W,4.5,1.5,2,40,1,1,2,1,2,1,0,,Away,수원 KT 위즈파크,18:30,21.7,FALSE,11,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-23,@ NC,RP,,0,0.75,1 ⅓,18,0,0,1,0,2,0,0,,Away,창원 NC 파크,17:00,19.7,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-24,@ NC,RP,L,27,3,0 ⅔,17,2,2,1,0,1,1,0,,Away,창원 NC 파크,14:00,24.2,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-27,vs. LG,RP,,13.5,1.5,0 ⅔,6,1,1,1,1,0,0,0,,Home,대전 한화생명 볼파크,18:30,24.3,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-28,vs. LG,RP,,0,1.5,0 ⅔,12,0,0,1,0,0,0,0,,Home,대전 한화생명 볼파크,18:30,23.8,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-30,@ SK,RP,,0,2,1,23,0,0,0,0,2,2,0,,Away,인천 SSG 랜더스필드,17:00,25.7,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-05-31,@ SK,RP,,13.5,3,0 ⅔,16,1,1,2,0,0,0,0,,Away,인천 SSG 랜더스필드,14:00,22.6,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-03,vs. Kiwoom,RP,,0,0,1 ⅓,12,0,0,0,0,1,0,0,,Home,대전 한화생명 볼파크,18:30,27.5,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-04,vs. Kiwoom,RP,,0,3,0 ⅓,12,1,0,0,0,1,1,0,,Home,대전 한화생명 볼파크,18:30,28.9,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-06,vs. NC,RP,,0,0,1 ⅓,11,0,0,0,0,0,0,0,,Home,대전 한화생명 볼파크,17:00,29.8,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-07,vs. NC,RP,,0,1,1,14,0,0,0,0,1,1,0,,Home,대전 한화생명 볼파크,17:00,29.3,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-10,@ Lotte,RP,,0,1,1,18,0,0,0,0,2,1,0,,Away,사직 야구장,18:30,26,FALSE,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-11,@ Lotte,RP,,7.71,2.57,2 ⅓,65,2,2,2,0,3,4,1,,Away,사직 야구장,18:30,26.1,TRUE,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-13,vs. Doosan,RP,,2.7,2.1,3 ⅓,57,1,1,4,1,2,3,0,,Home,대전 한화생명 볼파크,17:00,30.2,FALSE,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-19,@ NC,SP,L,6.23,1.62,4 ⅓,77,3,3,5,1,4,2,0,43,Away,창원 NC 파크,18:30,24.3,FALSE,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
김범수,2020,Hanwha,2020-06-25,@ Samsung,SP,W,3,1.5,6,112,2,2,6,0,7,3,0,56,Away,대구 삼성 라이온즈 파크,18:30,25.1,FALSE,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
