Name,Year,Team,Date,Opp,Role,Dec,ERA,WHIP,IP,NP,R,ER,H,HR,SO,BB,HB,GS,Venue,Stadium,Time,Temp,연투 여부,휴식일 수,연투일,2023WBC,2021올림픽,2023아시안게임,2023아시아프로야구챔피언십,2023 아시아 야구 선수권 대회,2019프리미어12,PS_KS,PS_PO,PS_SP,PS_V,PS_WC
고영표,2021,KT,2021-06-16,@ NC,SP,W,4.5,1,6,97,3,3,5,1,7,1,0,56,Away,창원 NC 파크,18:30,23.1,FALSE,7,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-06-23,vs. Kia,SP,L,2.57,0.57,7,95,2,2,3,0,4,1,1,65,Home,수원 KT 위즈파크,18:30,25.6,FALSE,6,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-06-30,@ LG,SP,W,3.86,0.71,7,87,3,3,4,1,1,1,0,57,Away,잠실 야구장,18:30,28.5,FALSE,6,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-07-09,@ Kia,SP,L,16.2,3,3 ⅓,75,6,6,8,0,2,2,0,20,Away,광주 기아 챔피언스 필드,18:30,30.3,FALSE,8,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-08-15,vs. Samsung,SP,,6,1.33,6,96,4,4,5,0,2,3,1,44,Home,수원 KT 위즈파크,17:00,30.4,FALSE,36,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-08-22,@ Lotte,SP,W,0,0.43,7,97,0,0,2,0,4,1,1,75,Away,사직 야구장,17:00,29.3,FALSE,6,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-08-27,vs. SSG,SP,,4.5,1.5,6,98,3,3,6,0,7,3,0,52,Home,수원 KT 위즈파크,18:30,24.5,FALSE,4,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-09-04,@ LG,SP,W,0,0.5,8,90,1,0,4,0,4,0,0,76,Away,잠실 야구장,17:00,26.8,FALSE,7,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-09-12,vs. SSG,SP,W,0,0.78,9,103,0,0,7,0,7,0,0,80,Home,수원 KT 위즈파크,14:00,28.4,FALSE,7,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-09-18,@ NC,SP,W,1.08,0.72,8 ⅓,107,1,1,6,0,2,0,0,69,Away,창원 NC 파크,17:00,25.5,FALSE,5,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-09-25,vs. LG,SP,,0,0.63,8,105,0,0,3,0,6,2,0,80,Home,수원 KT 위즈파크,17:00,24.5,FALSE,6,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-10-01,@ Lotte,SP,,0,1.5,6,103,3,0,9,0,5,0,1,52,Away,사직 야구장,18:30,23.1,FALSE,5,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-10-09,@ LG,SP,L,4.5,1.33,6,84,3,3,8,2,5,0,0,49,Away,잠실 야구장,17:00,24,FALSE,7,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-10-22,@ Samsung,SP,L,6,1.83,6,99,4,4,9,0,7,2,0,43,Away,대구 삼성 라이온즈 파크,18:30,14.6,FALSE,12,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-10-28,vs. NC,SP,,1.23,1.23,7 ⅓,109,1,1,8,0,11,1,0,68,Home,수원 KT 위즈파크,18:30,16.2,FALSE,5,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
고영표,2021,KT,2021-10-30,@ SSG,RP,H,3,1.33,3,42,1,1,4,1,4,0,0,,Away,인천 SSG 랜더스필드,17:00,17.3,FALSE,1,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
