Name,Team,Year,Date,Opp,Role,Dec,ERA,WHIP,IP,NP,R,ER,H,HR,SO,BB,HB,GS,Venue,Stadium,Time,Temp
노경은,SSG,2025,2025-06-26,@ Doosan,RP,H,0.0,1.0,1,18,0,0,0,0,1,1,0,,Away,잠실 야구장,18:30,25.9
노경은,SSG,2025,2025-06-22,vs. Kia,RP,L,18.0,3.0,1,23,2,2,2,1,1,1,0,,Home,인천 SSG 랜더스필드,17:00,25.0
노경은,SSG,2025,2025-06-19,@ Kiwoom,RP,W,0.0,0.0,1,20,0,0,0,0,2,0,0,,Away,고척 스카이돔,18:30,25.5
노경은,SSG,2025,2025-06-17,@ Kiwoom,RP,H,0.0,1.5,0 ⅔,8,0,0,1,0,1,0,0,,Away,고척 스카이돔,18:30,25.5
노경은,SSG,2025,2025-06-14,vs. Lotte,RP,,27.0,3.0,0 ⅔,9,2,2,2,0,0,0,0,,Home,인천 SSG 랜더스필드,17:00,29.1
노경은,SSG,2025,2025-06-11,@ LG,RP,,0.0,0.0,0 ⅔,7,0,0,0,0,0,0,0,,Away,잠실 야구장,18:30,25.8
노경은,SSG,2025,2025-06-10,@ LG,RP,,0.0,0.0,1,14,0,0,0,0,1,0,0,,Away,잠실 야구장,18:30,24.8
노경은,SSG,2025,2025-06-08,@ KT,RP,H,0.0,0.0,1,11,0,0,0,0,0,0,0,,Away,수원 KT 위즈파크,17:00,28.1
노경은,SSG,2025,2025-06-07,@ KT,RP,,0.0,1.0,1,17,0,0,0,0,1,1,0,,Away,수원 KT 위즈파크,17:00,26.6
노경은,SSG,2025,2025-06-04,vs. Samsung,RP,,0.0,2.0,1,18,0,0,2,0,0,0,0,,Home,인천 SSG 랜더스필드,18:30,21.5
노경은,SSG,2025,2025-06-03,vs. Samsung,RP,H,0.0,0.0,1,14,0,0,0,0,2,0,0,,Home,인천 SSG 랜더스필드,18:30,20.9
노경은,SSG,2025,2025-06-01,@ Lotte,RP,,0.0,3.0,1,17,0,0,2,0,1,1,0,,Away,사직 야구장,17:00,23.7
노경은,SSG,2025,2025-05-31,@ Lotte,RP,H,0.0,0.0,1,6,0,0,0,0,1,0,0,,Away,사직 야구장,17:00,20.8
노경은,SSG,2025,2025-05-29,vs. NC,RP,H,0.0,0.6,1 ⅔,22,0,0,1,0,1,0,0,,Home,인천 SSG 랜더스필드,18:30,23.1
노경은,SSG,2025,2025-05-27,vs. NC,RP,,13.5,4.5,0 ⅔,13,1,1,2,0,0,1,0,,Home,인천 SSG 랜더스필드,18:30,20.6
노경은,SSG,2025,2025-05-24,vs. LG,RP,,0.0,0.75,1 ⅓,18,1,0,1,0,2,0,0,,Home,인천 SSG 랜더스필드,17:00,18.7
노경은,SSG,2025,2025-05-22,@ Doosan,RP,H,0.0,0.0,0 ⅔,10,0,0,0,0,1,0,0,,Away,잠실 야구장,18:30,26.9
노경은,SSG,2025,2025-05-20,@ Doosan,RP,H,0.0,0.0,1,9,0,0,0,0,2,0,0,,Away,잠실 야구장,18:30,25.2
노경은,SSG,2025,2025-05-18,@ Hanwha,RP,H,0.0,0.0,1,10,0,0,0,0,0,0,0,,Away,대전 한화생명 볼파크,14:00,21.7
노경은,SSG,2025,2025-05-17,@ Hanwha,RP,,0.0,2.0,1,24,0,0,2,0,1,0,0,,Away,대전 한화생명 볼파크,17:00,23.4
노경은,SSG,2025,2025-05-15,vs. NC,RP,H,0.0,0.0,1,14,0,0,0,0,0,0,0,,Home,인천 SSG 랜더스필드,18:30,18.0
노경은,SSG,2025,2025-05-13,vs. NC,RP,,9.0,2.0,1,18,1,1,2,0,0,0,0,,Home,인천 SSG 랜더스필드,18:30,22.2
노경은,SSG,2025,2025-05-11,vs. Kia,RP,,0.0,1.0,2,25,0,0,1,0,0,1,0,,Home,인천 SSG 랜더스필드,14:00,16.8
노경은,SSG,2025,2025-05-10,vs. Kia,RP,L,0.0,2.0,1,22,2,0,0,0,0,2,0,,Home,인천 SSG 랜더스필드,17:00,11.6
노경은,SSG,2025,2025-05-07,@ Lotte,RP,,0.0,0.0,1,12,0,0,0,0,1,0,0,,Away,사직 야구장,18:30,16.4
노경은,SSG,2025,2025-05-02,@ LG,RP,SV,0.0,1.0,1,17,0,0,0,0,2,1,0,,Away,잠실 야구장,18:30,16.2
노경은,SSG,2025,2025-04-30,vs. Samsung,RP,,0.0,2.25,1 ⅓,15,0,0,2,0,0,1,0,,Home,인천 SSG 랜더스필드,18:30,20.6
노경은,SSG,2025,2025-04-29,vs. Samsung,RP,L,9.0,3.0,1,21,1,1,2,0,1,1,0,,Home,인천 SSG 랜더스필드,18:30,14.9
노경은,SSG,2025,2025-04-26,vs. Kiwoom,RP,,0.0,0.0,1,11,0,0,0,0,1,0,0,,Home,인천 SSG 랜더스필드,17:00,14.5
노경은,SSG,2025,2025-04-24,@ KT,RP,H,6.75,3.0,1 ⅓,24,1,1,3,0,1,1,0,,Away,수원 KT 위즈파크,18:30,14.9
노경은,SSG,2025,2025-04-19,vs. LG,RP,,0.0,1.0,1,12,0,0,1,0,1,0,0,,Home,인천 SSG 랜더스필드,17:00,10.9
노경은,SSG,2025,2025-04-17,vs. Hanwha,RP,,0.0,1.5,0 ⅔,17,0,0,1,0,1,0,0,,Home,인천 SSG 랜더스필드,18:30,16.8
노경은,SSG,2025,2025-04-10,@ Samsung,RP,,9.0,2.0,1,11,1,1,2,0,0,0,0,,Away,대구 삼성 라이온즈 파크,18:30,14.9
노경은,SSG,2025,2025-04-09,@ Samsung,RP,,0.0,0.0,1,10,0,0,0,0,0,0,0,,Away,대구 삼성 라이온즈 파크,18:30,14.9
노경은,SSG,2025,2025-04-06,vs. KT,RP,,0.0,0.0,1,12,0,0,0,0,1,0,0,,Home,인천 SSG 랜더스필드,14:00,11.4
노경은,SSG,2025,2025-04-04,vs. KT,RP,H,0.0,1.0,1,13,0,0,0,0,2,1,0,,Home,인천 SSG 랜더스필드,18:30,10.4
노경은,SSG,2025,2025-03-30,@ Kiwoom,RP,H,0.0,1.0,1,15,0,0,1,0,0,0,0,,Away,고척 스카이돔,14:00,25.5
노경은,SSG,2025,2025-03-29,@ Kiwoom,RP,,9.0,2.0,1,18,1,1,1,1,1,1,0,,Away,고척 스카이돔,17:00,25.5
노경은,SSG,2025,2025-03-26,vs. Lotte,RP,SV,0.0,0.0,1,17,0,0,0,0,0,0,0,,Home,인천 SSG 랜더스필드,18:30,20.6
노경은,SSG,2025,2025-03-25,vs. Lotte,RP,,0.0,1.0,1,13,0,0,1,0,0,0,0,,Home,인천 SSG 랜더스필드,18:30,10.4
노경은,SSG,2025,2025-03-23,vs. Doosan,RP,H,0.0,0.0,0 ⅓,4,0,0,0,0,1,0,0,,Home,인천 SSG 랜더스필드,14:00,18.1
박시후,SSG,2025,2025-07-10,vs. KT,RP,,0.0,0.0,0 ⅓,6,0,0,0,0,1,0,0,,Home,인천 SSG 랜더스필드,18:30,33.4
박시후,SSG,2025,2025-07-09,vs. KT,RP,,0.0,0.0,1,9,0,0,0,0,1,0,0,,Home,인천 SSG 랜더스필드,18:30,34.2
박시후,SSG,2025,2025-07-05,@ NC,RP,,0.0,1.0,1,15,0,0,0,0,1,1,0,,Away,창원 NC 파크,18:00,31.2
박시후,SSG,2025,2025-07-03,@ Kia,RP,,0.0,3.0,0 ⅔,14,0,0,2,0,0,0,0,,Away,광주 기아 챔피언스 필드,18:30,32.6
박시후,SSG,2025,2025-07-01,@ Kia,RP,,0.0,1.5,0 ⅔,16,0,0,1,0,0,0,0,,Away,광주 기아 챔피언스 필드,18:30,32.6
박시후,SSG,2025,2025-06-28,vs. Hanwha,RP,,13.5,4.5,0 ⅔,23,1,1,3,0,1,0,0,,Home,인천 SSG 랜더스필드,17:00,28.1
박시후,SSG,2025,2025-06-26,@ Doosan,RP,,0.0,0.0,1 ⅓,16,0,0,0,0,2,0,0,,Away,잠실 야구장,18:30,25.9
박시후,SSG,2025,2025-06-22,vs. Kia,RP,,0.0,1.5,0 ⅔,6,0,0,1,0,0,0,0,,Home,인천 SSG 랜더스필드,17:00,25.0
박시후,SSG,2025,2025-06-19,@ Kiwoom,SP,,0.0,3.75,1 ⅓,46,1,0,0,0,1,5,0,48.0,Away,고척 스카이돔,18:30,25.5
박시후,SSG,2025,2025-06-17,@ Kiwoom,RP,,0.0,1.0,1,13,0,0,0,0,0,1,0,,Away,고척 스카이돔,18:30,25.5
박시후,SSG,2025,2025-06-12,@ LG,RP,L,20.25,3.0,1 ⅓,28,4,3,4,0,2,0,0,,Away,잠실 야구장,18:30,29.0
박시후,SSG,2025,2025-06-10,@ LG,RP,W,0.0,0.6,1 ⅔,22,0,0,0,0,1,1,0,,Away,잠실 야구장,18:30,24.8
박시후,SSG,2025,2025-06-08,@ KT,RP,W,0.0,1.0,1,19,0,0,1,0,1,0,0,,Away,수원 KT 위즈파크,17:00,28.1
박시후,SSG,2025,2025-06-06,@ KT,RP,,0.0,2.0,1,13,1,0,2,0,0,0,0,,Away,수원 KT 위즈파크,18:30,24.9
박시후,SSG,2025,2025-06-05,vs. Samsung,RP,,0.0,6.0,0 ⅓,20,0,0,1,0,1,1,1,,Home,인천 SSG 랜더스필드,18:30,20.8
박시후,SSG,2025,2025-05-31,@ Lotte,RP,W,0.0,2.0,1,20,0,0,1,0,2,1,0,,Away,사직 야구장,17:00,20.8
박시후,SSG,2025,2025-05-29,vs. NC,RP,W,6.75,0.75,2 ⅔,37,2,2,2,2,0,0,0,,Home,인천 SSG 랜더스필드,18:30,23.1
박시후,SSG,2025,2025-05-24,vs. LG,RP,,18.0,2.0,1,20,2,2,2,1,1,0,0,,Home,인천 SSG 랜더스필드,17:00,18.7
박시후,SSG,2025,2025-05-23,vs. LG,RP,,0.0,0.75,1 ⅓,23,0,0,0,0,1,1,0,,Home,인천 SSG 랜더스필드,18:30,20.8
박시후,SSG,2025,2025-05-22,@ Doosan,RP,,0.0,0.0,0 ⅓,4,0,0,0,0,0,0,0,,Away,잠실 야구장,18:30,26.9
박시후,SSG,2025,2025-05-20,@ Doosan,RP,H,0.0,6.0,0 ⅓,14,0,0,2,0,1,0,0,,Away,잠실 야구장,18:30,25.2
박시후,SSG,2025,2025-05-17,@ Hanwha,RP,,0.0,0.0,0 ⅔,3,0,0,0,0,0,0,0,,Away,대전 한화생명 볼파크,17:00,23.4
박시후,SSG,2025,2025-05-14,vs. NC,RP,,0.0,1.29,2 ⅓,35,0,0,2,0,1,1,0,,Home,인천 SSG 랜더스필드,18:30,22.2
박시후,SSG,2025,2025-05-07,@ Lotte,RP,,0.0,0.0,1,15,0,0,0,0,1,0,0,,Away,사직 야구장,18:30,16.4
박시후,SSG,2025,2025-05-06,@ Lotte,RP,,0.0,0.6,1 ⅔,26,0,0,0,0,2,1,0,,Away,사직 야구장,18:30,13.3
박시후,SSG,2025,2025-05-04,@ LG,RP,,18.0,4.0,1,22,2,2,2,0,0,2,0,,Away,잠실 야구장,14:00,19.7
박시후,SSG,2025,2025-05-02,@ LG,RP,H,0.0,0.43,2 ⅓,30,0,0,1,0,1,0,0,,Away,잠실 야구장,18:30,16.2
박시후,SSG,2025,2025-04-27,vs. Kiwoom,RP,,0.0,3.0,1,28,0,0,0,0,0,3,0,,Home,인천 SSG 랜더스필드,14:00,14.9
박시후,SSG,2025,2025-04-23,@ KT,RP,,0.0,0.0,1,10,0,0,0,0,0,0,0,,Away,수원 KT 위즈파크,18:30,18.7
박시후,SSG,2025,2025-04-19,vs. LG,RP,,3.38,1.5,2 ⅔,50,1,1,4,1,4,0,0,,Home,인천 SSG 랜더스필드,17:00,10.9
박시후,SSG,2025,2025-04-18,vs. LG,RP,,0.0,1.0,1,14,0,0,1,0,1,0,0,,Home,인천 SSG 랜더스필드,18:30,17.3
로건,NC,2025,2025-07-10,vs. Samsung,SP,,7.2,2.2,5,115,4,4,9,2,6,2,1,36.0,Home,창원 NC 파크,18:30,30.5
로건,NC,2025,2025-07-04,vs. SSG,SP,L,1.29,0.71,7,102,1,1,3,0,5,2,0,70.0,Home,창원 NC 파크,18:30,30.2
로건,NC,2025,2025-06-28,vs. Doosan,SP,W,0.0,0.5,8,104,1,0,3,0,8,1,0,81.0,Home,창원 NC 파크,17:00,30.9
로건,NC,2025,2025-06-22,@ KT,SP,W,0.0,1.0,7,108,0,0,3,0,6,4,0,73.0,Away,수원 KT 위즈파크,17:00,26.8
로건,NC,2025,2025-06-15,vs. Kia,SP,L,4.5,1.33,6,104,3,3,7,1,10,1,0,55.0,Home,창원 NC 파크,17:00,28.6
로건,NC,2025,2025-06-10,@ Kiwoom,SP,,3.0,1.5,6,96,2,2,8,1,3,1,0,50.0,Away,고척 스카이돔,18:30,25.5
로건,NC,2025,2025-06-04,vs. LG,SP,W,3.0,1.67,6,113,2,2,6,0,6,4,0,54.0,Home,창원 NC 파크,18:30,23.8
로건,NC,2025,2025-05-29,@ SSG,SP,L,9.64,2.14,4 ⅔,97,6,5,7,0,1,3,1,25.0,Away,인천 SSG 랜더스필드,18:30,23.1
로건,NC,2025,2025-05-23,@ Doosan,SP,,1.29,1.29,7,104,1,1,7,0,6,2,0,63.0,Away,잠실 야구장,18:30,21.1
로건,NC,2025,2025-05-17,vs. Kiwoom,SP,,0.0,0.83,6,99,1,0,4,0,5,1,0,66.0,Home,창원 NC 파크,17:00,22.5
로건,NC,2025,2025-05-11,@ Doosan,SP,W,1.8,1.4,5,93,4,1,4,0,0,3,0,46.0,Away,잠실 야구장,14:00,19.0
로건,NC,2025,2025-05-05,@ KT,SP,W,0.0,0.71,7,95,0,0,3,0,3,2,0,72.0,Away,수원 KT 위즈파크,14:00,15.5
로건,NC,2025,2025-04-29,@ Kia,SP,L,9.0,2.2,5,101,5,5,7,0,2,4,0,31.0,Away,광주 기아 챔피언스 필드,18:30,21.6
로건,NC,2025,2025-04-23,@ LG,SP,L,2.08,2.08,4 ⅓,99,1,1,5,0,6,4,1,50.0,Away,잠실 야구장,18:30,21.9
로건,NC,2025,2025-04-18,@ Hanwha,SP,L,18.0,3.0,2,64,6,4,4,0,2,2,2,26.0,Away,대전 한화생명 볼파크,18:30,24.9
로건,NC,2025,2025-04-09,@ KT,SP,L,3.0,1.17,6,84,2,2,5,1,3,2,1,54.0,Away,수원 KT 위즈파크,18:30,14.1
로건,NC,2025,2025-04-04,@ Kiwoom,SP,L,5.68,1.42,6 ⅓,115,4,4,5,0,7,4,0,50.0,Away,고척 스카이돔,18:30,25.5
로건,NC,2025,2025-03-28,vs. LG,SP,,3.0,1.33,6,106,2,2,6,1,5,2,1,54.0,Home,창원 NC 파크,18:30,12.2
배재환,NC,2025,2025-07-09,vs. Samsung,RP,SV,0.0,1.0,1,16,0,0,1,0,0,0,0,,Home,창원 NC 파크,18:30,30.8
배재환,NC,2025,2025-07-06,vs. SSG,RP,H,0.0,0.0,0 ⅓,6,0,0,0,0,0,0,0,,Home,창원 NC 파크,17:00,32.8
배재환,NC,2025,2025-07-03,@ Hanwha,RP,,0.0,1.5,0 ⅔,9,0,0,0,0,0,1,0,,Away,대전 한화생명 볼파크,18:30,32.0
배재환,NC,2025,2025-07-01,@ Hanwha,RP,,0.0,,0,14,2,1,1,0,0,1,0,,Away,대전 한화생명 볼파크,18:30,33.2
배재환,NC,2025,2025-06-29,vs. Doosan,RP,,9.0,1.0,1,16,1,1,1,1,0,0,0,,Home,창원 NC 파크,17:00,31.6
배재환,NC,2025,2025-06-27,vs. Doosan,RP,W,0.0,2.0,1,19,0,0,0,0,0,2,1,,Home,창원 NC 파크,18:30,29.0
배재환,NC,2025,2025-06-22,@ KT,RP,H,0.0,2.0,1,23,0,0,1,0,0,1,0,,Away,수원 KT 위즈파크,17:00,26.8
배재환,NC,2025,2025-06-21,@ KT,RP,L,108.0,9.0,0 ⅓,20,4,4,2,0,1,1,1,,Away,수원 KT 위즈파크,17:00,24.3
배재환,NC,2025,2025-06-18,@ LG,RP,,0.0,0.0,1,14,0,0,0,0,0,0,0,,Away,잠실 야구장,18:30,28.4
배재환,NC,2025,2025-06-17,@ LG,RP,H,0.0,1.0,1,20,0,0,0,0,1,1,0,,Away,잠실 야구장,18:30,28.6
배재환,NC,2025,2025-06-15,vs. Kia,RP,,0.0,9.0,0 ⅓,18,0,0,0,0,1,3,0,,Home,창원 NC 파크,17:00,28.6
배재환,NC,2025,2025-06-12,@ Kiwoom,RP,,0.0,1.0,1,18,0,0,1,0,2,0,0,,Away,고척 스카이돔,18:30,25.5
배재환,NC,2025,2025-06-10,@ Kiwoom,RP,,0.0,0.0,1,15,0,0,0,0,1,0,1,,Away,고척 스카이돔,18:30,25.5
배재환,NC,2025,2025-06-08,@ Samsung,RP,,0.0,0.0,1,17,0,0,0,0,0,0,0,,Away,대구 삼성 라이온즈 파크,17:00,25.5
배재환,NC,2025,2025-06-07,@ Samsung,RP,H,0.0,0.6,1 ⅔,19,0,0,1,0,1,0,0,,Away,대구 삼성 라이온즈 파크,17:00,23.6
배재환,NC,2025,2025-06-04,vs. LG,RP,H,9.0,3.0,1,28,1,1,2,0,1,1,1,,Home,창원 NC 파크,18:30,23.8
배재환,NC,2025,2025-06-01,vs. Hanwha,RP,H,0.0,0.0,1 ⅔,23,0,0,0,0,3,0,0,,Home,창원 NC 파크,17:00,23.3
배재환,NC,2025,2025-05-31,vs. Hanwha,RP,,0.0,0.6,1 ⅔,23,0,0,0,0,1,1,0,,Home,창원 NC 파크,17:00,26.8
배재환,NC,2025,2025-05-27,@ SSG,RP,,0.0,0.0,1,13,0,0,0,0,1,0,1,,Away,인천 SSG 랜더스필드,18:30,20.6
배재환,NC,2025,2025-05-24,@ Doosan,RP,,0.0,0.0,1,12,0,0,0,0,2,0,0,,Away,잠실 야구장,17:00,18.9
배재환,NC,2025,2025-05-22,vs. Hanwha,RP,H,0.0,1.0,1,7,0,0,1,0,1,0,0,,Home,창원 NC 파크,18:30,18.4
배재환,NC,2025,2025-05-21,vs. Hanwha,RP,H,0.0,2.0,1,27,0,0,1,0,0,1,0,,Home,창원 NC 파크,18:30,23.5
배재환,NC,2025,2025-05-17,vs. Kiwoom,RP,H,0.0,1.5,0 ⅔,13,0,0,0,0,2,1,0,,Home,창원 NC 파크,17:00,22.5
배재환,NC,2025,2025-05-13,@ SSG,RP,L,108.0,15.0,0 ⅓,15,4,4,3,0,1,2,0,,Away,인천 SSG 랜더스필드,18:30,22.2
배재환,NC,2025,2025-05-11,@ Doosan,RP,H,0.0,0.0,1,14,0,0,0,0,0,0,0,,Away,잠실 야구장,14:00,19.0
배재환,NC,2025,2025-05-10,@ Doosan,RP,,0.0,4.5,0 ⅔,20,2,0,1,0,1,2,0,,Away,잠실 야구장,17:00,11.9
배재환,NC,2025,2025-05-06,@ KT,RP,H,13.5,4.5,0 ⅔,23,1,1,2,0,1,1,0,,Away,수원 KT 위즈파크,18:30,16.1
배재환,NC,2025,2025-05-04,@ Lotte,RP,H,0.0,1.0,1,14,0,0,1,0,0,0,0,,Away,사직 야구장,14:00,20.7
배재환,NC,2025,2025-05-03,@ Lotte,RP,,0.0,0.0,1,11,0,0,0,0,0,0,0,,Away,사직 야구장,17:00,12.9
배재환,NC,2025,2025-05-02,@ Lotte,RP,,0.0,0.0,0 ⅔,5,0,0,0,0,0,0,0,,Away,사직 야구장,18:30,19.1
배재환,NC,2025,2025-04-30,@ Kia,RP,,0.0,1.0,1,11,0,0,1,0,2,0,0,,Away,광주 기아 챔피언스 필드,18:30,23.0
배재환,NC,2025,2025-04-24,@ LG,RP,,13.5,3.0,0 ⅔,19,1,1,1,0,0,1,0,,Away,잠실 야구장,18:30,17.0
배재환,NC,2025,2025-04-22,@ LG,RP,SV,0.0,0.0,1,16,0,0,0,0,0,0,0,,Away,잠실 야구장,18:30,17.5
배재환,NC,2025,2025-04-20,@ Hanwha,RP,,0.0,0.0,1,13,0,0,0,0,2,0,0,,Away,대전 한화생명 볼파크,14:00,21.5
배재환,NC,2025,2025-04-18,@ Hanwha,RP,,0.0,0.0,1 ⅓,19,0,0,0,0,1,0,0,,Away,대전 한화생명 볼파크,18:30,24.9
최성영,NC,2025,2025-07-08,vs. Samsung,RP,,27.0,4.0,1,28,3,3,2,1,0,2,0,,Home,창원 NC 파크,18:30,32.8
최성영,NC,2025,2025-07-05,vs. SSG,RP,,0.0,,0,13,1,1,2,0,0,1,0,,Home,창원 NC 파크,18:00,31.2
최성영,NC,2025,2025-07-03,@ Hanwha,RP,,0.0,3.0,0 ⅓,5,0,0,1,0,0,0,0,,Away,대전 한화생명 볼파크,18:30,32.0
최성영,NC,2025,2025-07-02,@ Hanwha,RP,H,0.0,0.0,0 ⅔,10,0,0,0,0,0,0,0,,Away,대전 한화생명 볼파크,18:30,32.4
최성영,NC,2025,2025-06-29,vs. Doosan,RP,,4.5,1.5,2,35,1,1,2,1,1,1,0,,Home,창원 NC 파크,17:00,31.6
최성영,NC,2025,2025-06-26,vs. Lotte,SP,,11.57,2.14,2 ⅓,45,3,3,4,0,0,1,0,36.0,Home,창원 NC 파크,18:30,27.7
최성영,NC,2025,2025-06-18,@ LG,RP,,4.5,2.0,2,50,1,1,1,0,0,3,0,,Away,잠실 야구장,18:30,28.4
최성영,NC,2025,2025-06-14,vs. Kia,RP,,0.0,0.0,1,14,0,0,0,0,1,0,1,,Home,창원 NC 파크,17:00,27.3
최성영,NC,2025,2025-06-12,@ Kiwoom,RP,,27.0,9.0,0 ⅓,14,1,1,2,0,1,1,0,,Away,고척 스카이돔,18:30,25.5
최성영,NC,2025,2025-06-05,vs. LG,RP,,0.0,1.8,1 ⅔,23,0,0,2,0,1,1,0,,Home,창원 NC 파크,18:30,23.5
최성영,NC,2025,2025-05-25,@ Doosan,SP,,9.0,4.0,2,59,2,2,3,0,2,5,0,39.0,Away,잠실 야구장,14:00,22.3
최성영,NC,2025,2025-05-17,vs. Kiwoom,SP,L,4.5,1.5,4,68,2,2,5,1,4,1,0,47.0,Home,창원 NC 파크,17:00,22.5
최성영,NC,2025,2025-05-11,@ Doosan,SP,W,3.6,1.2,5,93,2,2,5,0,3,1,1,50.0,Away,잠실 야구장,14:00,19.0
최성영,NC,2025,2025-05-02,@ Lotte,SP,,3.6,1.0,5,77,2,2,4,0,4,1,0,54.0,Away,사직 야구장,18:30,19.1
최성영,NC,2025,2025-04-26,@ Samsung,RP,,0.0,0.0,0 ⅔,14,0,0,0,0,2,0,0,,Away,대구 삼성 라이온즈 파크,17:00,17.6
최성영,NC,2025,2025-04-24,@ LG,RP,,0.0,,0,2,0,0,1,0,0,0,0,,Away,잠실 야구장,18:30,17.0
최성영,NC,2025,2025-04-23,@ LG,RP,,0.0,3.0,0 ⅓,5,0,0,1,0,0,0,0,,Away,잠실 야구장,18:30,21.9
최성영,NC,2025,2025-04-22,@ LG,RP,H,0.0,0.0,0 ⅓,4,0,0,0,0,0,0,0,,Away,잠실 야구장,18:30,17.5
최성영,NC,2025,2025-04-19,@ Hanwha,RP,,0.0,,0,11,3,3,3,1,0,0,0,,Away,대전 한화생명 볼파크,17:00,23.2
최성영,NC,2025,2025-04-11,vs. Lotte,RP,,0.0,1.0,4,53,0,0,4,0,1,0,0,,Home,창원 NC 파크,18:30,15.6
최성영,NC,2025,2025-04-06,@ Kiwoom,RP,H,0.0,0.0,0 ⅔,5,0,0,0,0,0,0,0,,Away,고척 스카이돔,14:00,25.5
최성영,NC,2025,2025-04-05,@ Kiwoom,RP,W,0.0,0.6,1 ⅔,21,0,0,0,0,1,1,0,,Away,고척 스카이돔,17:00,25.5
최성영,NC,2025,2025-03-25,@ Samsung,SP,L,27.0,4.2,1 ⅔,52,5,5,5,1,0,2,0,23.0,Away,대구 삼성 라이온즈 파크,18:30,15.7
전사민,NC,2025,2025-07-10,vs. Samsung,RP,,0.0,1.0,1,18,0,0,1,0,2,0,0,,Home,창원 NC 파크,18:30,30.5
전사민,NC,2025,2025-07-08,vs. Samsung,RP,,0.0,1.5,1 ⅓,16,0,0,2,0,1,0,0,,Home,창원 NC 파크,18:30,32.8
전사민,NC,2025,2025-07-04,vs. SSG,RP,,27.0,6.0,0 ⅓,5,1,1,2,0,0,0,0,,Home,창원 NC 파크,18:30,30.2
전사민,NC,2025,2025-07-03,@ Hanwha,RP,,0.0,0.0,1,12,0,0,0,0,0,0,1,,Away,대전 한화생명 볼파크,18:30,32.0
전사민,NC,2025,2025-07-02,@ Hanwha,RP,H,0.0,4.0,1,13,0,0,2,0,0,2,0,,Away,대전 한화생명 볼파크,18:30,32.4
전사민,NC,2025,2025-06-29,vs. Doosan,RP,,0.0,0.0,1,15,0,0,0,0,1,0,0,,Home,창원 NC 파크,17:00,31.6
전사민,NC,2025,2025-06-26,vs. Lotte,RP,,0.0,1.0,2,22,0,0,1,0,1,1,2,,Home,창원 NC 파크,18:30,27.7
전사민,NC,2025,2025-06-21,@ KT,RP,,0.0,,0,11,2,2,0,0,0,2,0,,Away,수원 KT 위즈파크,17:00,24.3
전사민,NC,2025,2025-06-18,@ LG,RP,,0.0,1.2,1 ⅔,20,0,0,1,0,2,1,0,,Away,잠실 야구장,18:30,28.4
전사민,NC,2025,2025-06-15,vs. Kia,RP,,27.0,3.0,0 ⅓,5,1,1,1,0,0,0,0,,Home,창원 NC 파크,17:00,28.6
전사민,NC,2025,2025-06-14,vs. Kia,RP,,0.0,1.0,1,17,0,0,0,0,0,1,0,,Home,창원 NC 파크,17:00,27.3
전사민,NC,2025,2025-06-12,@ Kiwoom,RP,,9.0,1.0,1,17,1,1,1,0,0,0,1,,Away,고척 스카이돔,18:30,25.5
전사민,NC,2025,2025-06-11,@ Kiwoom,RP,,0.0,0.0,1,10,0,0,0,0,1,0,0,,Away,고척 스카이돔,18:30,25.5
전사민,NC,2025,2025-06-10,@ Kiwoom,RP,,0.0,0.0,1,10,0,0,0,0,1,0,0,,Away,고척 스카이돔,18:30,25.5
전사민,NC,2025,2025-05-28,@ SSG,RP,,13.5,2.5,2,47,3,3,4,0,3,1,0,,Away,인천 SSG 랜더스필드,18:30,21.3
전사민,NC,2025,2025-05-27,@ SSG,RP,,0.0,0.0,0 ⅓,2,0,0,0,0,0,0,0,,Away,인천 SSG 랜더스필드,18:30,20.6
전사민,NC,2025,2025-05-25,@ Doosan,RP,L,0.0,1.71,2 ⅓,33,2,0,3,0,0,1,0,,Away,잠실 야구장,14:00,22.3
전사민,NC,2025,2025-05-23,@ Doosan,RP,,0.0,,0,7,0,0,1,0,0,0,0,,Away,잠실 야구장,18:30,21.1
전사민,NC,2025,2025-05-17,vs. Kiwoom,RP,,0.0,,0,13,0,0,0,0,0,2,0,,Home,창원 NC 파크,17:00,22.5
전사민,NC,2025,2025-05-15,@ SSG,RP,,0.0,2.0,1,22,0,0,2,0,0,0,0,,Away,인천 SSG 랜더스필드,18:30,18.0
전사민,NC,2025,2025-05-14,@ SSG,RP,,0.0,0.0,1,11,0,0,0,0,1,0,0,,Away,인천 SSG 랜더스필드,18:30,22.2
전사민,NC,2025,2025-05-11,@ Doosan,RP,SV,0.0,0.67,3,38,0,0,2,0,2,0,0,,Away,잠실 야구장,14:00,19.0
전사민,NC,2025,2025-05-07,@ KT,RP,,4.5,1.5,2,31,1,1,3,1,0,0,0,,Away,수원 KT 위즈파크,18:30,16.1
전사민,NC,2025,2025-05-04,@ Lotte,RP,W,0.0,1.5,0 ⅔,7,0,0,1,0,0,0,0,,Away,사직 야구장,14:00,20.7
전사민,NC,2025,2025-05-02,@ Lotte,RP,L,54.0,9.0,0 ⅓,10,2,2,3,0,0,0,1,,Away,사직 야구장,18:30,19.1
전사민,NC,2025,2025-04-27,@ Samsung,RP,,13.5,3.75,1 ⅓,29,2,2,4,0,1,1,0,,Away,대구 삼성 라이온즈 파크,14:00,20.2
