PlayerName,Year,Team,Date,Opp,Role,Dec,ERA,WHIP,IP,NP,R,ER,H,HR,SO,BB,HB,GS,Venue,Stadium,Time,Temp
한승혁,2024,Hanwha,2024-07-28,@ LG,RP,H,9.0,2.0,1,28,1,1,1,0,0,1,2,,Away,잠실 야구장,17:00,31.7
한승혁,2024,Hanwha,2024-07-23,vs. Samsung,RP,W,0.0,2.0,1,19,2,0,1,0,0,1,0,,Home,대전 한화생명 볼파크,18:30,29.7
한승혁,2024,Hanwha,2024-07-21,vs. Kia,RP,H,0.0,0.0,1,15,0,0,0,0,2,0,0,,Home,대전 한화생명 볼파크,17:00,32.4
한승혁,2024,Hanwha,2024-07-18,@ NC,RP,,0.0,1.0,1,16,0,0,1,0,1,0,0,,Away,창원 NC 파크,18:30,29.9
한승혁,2024,Hanwha,2024-07-14,vs. LG,RP,,40.5,4.5,0 ⅔,25,3,3,0,0,0,3,0,,Home,대전 한화생명 볼파크,17:00,28.7
한승혁,2024,Hanwha,2024-07-11,@ Kiwoom,RP,,0.0,4.5,0 ⅔,17,0,0,1,0,1,2,0,,Away,고척 스카이돔,18:30,25.5
한승혁,2024,Hanwha,2024-07-09,@ Kiwoom,RP,,0.0,3.0,0 ⅔,15,1,0,1,0,1,1,0,,Away,고척 스카이돔,18:30,25.5
한승혁,2024,Hanwha,2024-07-04,vs. KT,RP,H,0.0,1.0,1,15,0,0,1,0,2,0,0,,Home,대전 한화생명 볼파크,18:30,31.8
한승혁,2024,Hanwha,2024-07-02,vs. KT,RP,,0.0,2.0,1,23,0,0,2,0,1,0,0,,Home,대전 한화생명 볼파크,18:30,27.6
한승혁,2024,Hanwha,2024-06-28,@ Lotte,RP,,0.0,1.0,1,19,0,0,1,0,2,0,1,,Away,사직 야구장,18:30,26.9
한승혁,2024,Hanwha,2024-06-27,vs. Doosan,RP,,0.0,0.0,1,8,0,0,0,0,1,0,0,,Home,대전 한화생명 볼파크,18:30,26.8
한승혁,2024,Hanwha,2024-06-25,vs. Doosan,RP,,81.0,9.0,0 ⅓,11,3,3,2,1,0,1,0,,Home,대전 한화생명 볼파크,18:30,25.8
한승혁,2024,Hanwha,2024-06-23,@ Kia,RP,,0.0,0.0,0 ⅔,15,0,0,0,0,1,0,0,,Away,광주 기아 챔피언스 필드,17:00,30.2
한승혁,2024,Hanwha,2024-06-23,@ Kia,RP,,0.0,0.0,1,7,0,0,0,0,1,0,0,,Away,광주 기아 챔피언스 필드,17:00,30.2
한승혁,2024,Hanwha,2024-06-19,vs. Kiwoom,RP,W,0.0,0.0,1,9,0,0,0,0,1,0,0,,Home,대전 한화생명 볼파크,18:30,31.1
한승혁,2024,Hanwha,2024-06-16,vs. SSG,RP,,0.0,1.5,0 ⅔,15,0,0,0,0,2,1,0,,Home,대전 한화생명 볼파크,17:00,27.4
한승혁,2024,Hanwha,2024-06-15,vs. SSG,RP,,0.0,1.0,1,17,0,0,0,0,1,1,0,,Home,대전 한화생명 볼파크,17:00,28.4
한승혁,2024,Hanwha,2024-06-12,@ Doosan,RP,W,0.0,0.0,1,13,0,0,0,0,2,0,0,,Away,잠실 야구장,18:30,27.6
한승혁,2024,Hanwha,2024-06-11,@ Doosan,RP,,0.0,1.0,1,12,0,0,1,0,2,0,0,,Away,잠실 야구장,18:30,27.8
한승혁,2024,Hanwha,2024-06-09,vs. NC,RP,H,0.0,2.0,1,23,0,0,1,0,1,1,0,,Home,대전 한화생명 볼파크,17:00,28.7
한승혁,2024,Hanwha,2024-06-07,vs. NC,RP,,0.0,0.0,1,18,0,0,0,0,0,0,0,,Home,대전 한화생명 볼파크,18:30,25.3
한승혁,2024,Hanwha,2024-06-05,@ KT,RP,H,0.0,1.0,1,21,0,0,1,0,3,0,0,,Away,수원 KT 위즈파크,18:30,22.8
한승혁,2024,Hanwha,2024-06-04,@ KT,RP,,9.0,1.0,1,10,1,1,1,0,1,0,0,,Away,수원 KT 위즈파크,18:30,23.2
한승혁,2024,Hanwha,2024-05-31,@ Samsung,RP,H,0.0,1.5,1 ⅓,29,0,0,1,0,0,1,0,,Away,대구 삼성 라이온즈 파크,18:30,21.8
한승혁,2024,Hanwha,2024-05-30,vs. Lotte,RP,,0.0,0.0,1,14,0,0,0,0,2,0,0,,Home,대전 한화생명 볼파크,18:30,23.9
한승혁,2024,Hanwha,2024-05-28,vs. Lotte,RP,,0.0,1.0,1,17,0,0,1,0,0,0,0,,Home,대전 한화생명 볼파크,18:30,23.5
한승혁,2024,Hanwha,2024-05-23,vs. LG,RP,,0.0,0.5,2,28,0,0,1,0,1,0,0,,Home,대전 한화생명 볼파크,18:30,27.9
한승혁,2024,Hanwha,2024-05-17,@ Samsung,RP,,27.0,6.0,0 ⅔,26,2,2,4,0,1,0,0,,Away,대구 삼성 라이온즈 파크,18:30,21.0
한승혁,2024,Hanwha,2024-05-15,vs. NC,RP,,54.0,15.0,0 ⅓,20,2,2,4,0,0,1,0,,Home,대전 한화생명 볼파크,18:30,11.1
한승혁,2024,Hanwha,2024-04-26,vs. Doosan,RP,,6.75,2.25,1 ⅓,27,2,1,3,0,3,0,0,,Home,대전 한화생명 볼파크,18:30,22.9
한승혁,2024,Hanwha,2024-04-23,@ KT,RP,L,40.5,7.5,0 ⅔,26,3,3,3,0,0,2,0,,Away,수원 KT 위즈파크,18:30,19.2
한승혁,2024,Hanwha,2024-04-21,vs. Samsung,RP,L,20.25,2.25,1 ⅓,31,3,3,0,0,2,3,0,,Home,대전 한화생명 볼파크,14:00,17.2
한승혁,2024,Hanwha,2024-04-19,vs. Samsung,RP,,0.0,0.0,1,14,0,0,0,0,1,0,0,,Home,대전 한화생명 볼파크,18:30,23.6
한승혁,2024,Hanwha,2024-04-16,@ NC,RP,,13.5,3.0,0 ⅔,17,1,1,2,0,0,0,0,,Away,창원 NC 파크,18:30,21.0
한승혁,2024,Hanwha,2024-04-14,vs. Kia,RP,,0.0,1.5,1 ⅓,32,0,0,1,0,1,1,1,,Home,대전 한화생명 볼파크,14:00,27.7
한승혁,2024,Hanwha,2024-04-11,@ Doosan,RP,H,0.0,0.0,1,15,0,0,0,0,1,0,0,,Away,잠실 야구장,18:30,20.1
한승혁,2024,Hanwha,2024-04-09,@ Doosan,RP,L,54.0,6.0,0 ⅓,13,2,2,0,0,0,2,0,,Away,잠실 야구장,18:30,19.7
한승혁,2024,Hanwha,2024-04-07,@ Kiwoom,RP,,0.0,1.0,1,21,0,0,1,0,1,0,0,,Away,고척 스카이돔,14:00,25.5
한승혁,2024,Hanwha,2024-04-04,vs. Lotte,RP,H,0.0,0.0,1,14,0,0,0,0,0,0,0,,Home,대전 한화생명 볼파크,18:30,14.3
한승혁,2024,Hanwha,2024-04-02,vs. Lotte,RP,L,27.0,6.0,0 ⅓,15,1,1,1,0,1,1,0,,Home,대전 한화생명 볼파크,18:30,22.9
한승혁,2024,Hanwha,2024-03-30,vs. KT,RP,,0.0,1.0,1,13,0,0,0,0,1,1,0,,Home,대전 한화생명 볼파크,17:00,16.1
한승혁,2024,Hanwha,2024-03-29,vs. KT,RP,,0.0,2.25,1 ⅓,27,0,0,2,0,0,1,0,,Home,대전 한화생명 볼파크,18:30,11.7
한승혁,2024,Hanwha,2024-03-27,@ SSG,RP,H,0.0,3.0,0 ⅓,11,0,0,1,0,0,0,0,,Away,인천 SSG 랜더스필드,18:30,10.4
한승혁,2024,Hanwha,2024-03-26,@ SSG,RP,,0.0,0.0,1,16,0,0,0,0,1,0,0,,Away,인천 SSG 랜더스필드,18:30,7.8
한승혁,2024,Hanwha,2024-03-23,@ LG,RP,,0.0,0.0,0 ⅓,4,0,0,0,0,1,0,0,,Away,잠실 야구장,14:00,15.9
한승혁,2023,Hanwha,2023-08-11,vs. Doosan,SP,L,18.0,3.5,2,53,5,4,5,1,0,2,0,26.0,Home,대전 한화생명 볼파크,18:30,28.1
한승혁,2023,Hanwha,2023-08-05,@ Kia,SP,L,12.0,3.33,3,76,4,4,6,0,3,4,0,30.0,Away,광주 기아 챔피언스 필드,18:00,35.1
한승혁,2023,Hanwha,2023-07-30,@ SSG,SP,,2.25,1.25,4,60,1,1,3,0,4,2,0,54.0,Away,인천 SSG 랜더스필드,17:00,33.6
한승혁,2023,Hanwha,2023-07-25,@ Kiwoom,SP,,10.13,2.25,2 ⅔,55,3,3,4,0,2,2,1,37.0,Away,고척 스카이돔,18:30,25.5
한승혁,2023,Hanwha,2023-07-21,vs. NC,RP,,0.0,3.0,0 ⅓,9,0,0,1,0,0,0,1,,Home,대전 한화생명 볼파크,18:30,29.2
한승혁,2023,Hanwha,2023-06-28,vs. KT,SP,,12.0,2.67,3,61,4,4,8,0,2,0,0,29.0,Home,대전 한화생명 볼파크,18:30,28.0
한승혁,2023,Hanwha,2023-06-22,vs. Kia,SP,,0.0,0.75,4,64,0,0,1,0,4,2,0,62.0,Home,대전 한화생명 볼파크,18:30,26.5
한승혁,2023,Hanwha,2023-06-17,vs. Kiwoom,SP,,3.0,1.33,3,50,1,1,3,0,0,1,0,48.0,Home,대전 한화생명 볼파크,17:00,28.8
한승혁,2023,Hanwha,2023-06-11,vs. LG,RP,,6.75,2.25,1 ⅓,28,1,1,2,1,1,1,0,,Home,대전 한화생명 볼파크,17:00,27.3
한승혁,2023,Hanwha,2023-06-08,@ Doosan,RP,,0.0,0.0,1,13,0,0,0,0,1,0,0,,Away,잠실 야구장,18:30,24.5
한승혁,2023,Hanwha,2023-06-06,@ Doosan,RP,,0.0,1.0,2,28,0,0,2,0,1,0,0,,Away,잠실 야구장,18:30,23.4
한승혁,2023,Hanwha,2023-04-26,@ Lotte,RP,,13.5,3.75,1 ⅓,32,2,2,4,0,3,1,0,,Away,사직 야구장,18:30,16.0
한승혁,2023,Hanwha,2023-04-21,vs. LG,RP,,0.0,9.0,0 ⅓,19,0,0,0,0,0,3,0,,Home,대전 한화생명 볼파크,18:30,21.6
한승혁,2023,Hanwha,2023-04-19,vs. Doosan,RP,,0.0,1.0,1,17,0,0,1,0,2,0,0,,Home,대전 한화생명 볼파크,18:30,25.2
한승혁,2023,Hanwha,2023-04-16,@ KT,RP,,0.0,0.38,2 ⅔,38,0,0,0,0,0,1,0,,Away,수원 KT 위즈파크,14:00,14.6
한승혁,2023,Hanwha,2023-04-14,@ KT,RP,H,13.5,3.0,0 ⅔,14,1,1,2,0,1,0,0,,Away,수원 KT 위즈파크,18:30,19.5
한승혁,2023,Hanwha,2023-04-12,@ Kia,RP,,0.0,3.0,0 ⅔,16,0,0,1,0,2,1,0,,Away,광주 기아 챔피언스 필드,18:30,16.2
한승혁,2023,Hanwha,2023-04-09,vs. SSG,RP,,0.0,0.0,1,3,0,0,0,0,0,0,0,,Home,대전 한화생명 볼파크,14:00,18.0
한승혁,2023,Hanwha,2023-04-07,vs. SSG,RP,L,0.0,,0,14,4,4,3,0,0,1,1,,Home,대전 한화생명 볼파크,18:30,11.9
한승혁,2023,Hanwha,2023-04-04,@ Samsung,RP,,6.75,0.75,1 ⅓,18,1,1,1,1,0,0,0,,Away,대구 삼성 라이온즈 파크,18:30,16.5
한승혁,2023,Hanwha,2023-04-02,@ Kiwoom,RP,,0.0,1.0,1,16,0,0,1,0,2,0,0,,Away,고척 스카이돔,14:00,25.5
한승혁,2022,Kia,2022-10-08,vs. KT,SP,,0.0,0.0,2,21,0,0,0,0,2,0,0,58.0,Home,광주 기아 챔피언스 필드,17:00,19.8
한승혁,2022,Kia,2022-10-05,vs. LG,RP,,27.0,5.0,1,32,3,3,5,0,2,0,0,,Home,광주 기아 챔피언스 필드,18:30,17.2
한승혁,2022,Kia,2022-09-23,@ NC,RP,,9.0,2.0,1,16,1,1,1,0,0,1,0,,Away,창원 NC 파크,18:30,23.4
한승혁,2022,Kia,2022-09-07,@ Lotte,SP,,11.57,3.43,2 ⅓,51,3,3,5,0,2,3,0,34.0,Away,사직 야구장,18:30,24.9
한승혁,2022,Kia,2022-08-10,@ Samsung,RP,L,0.0,,0,12,1,1,1,0,0,0,1,,Away,대구 삼성 라이온즈 파크,18:30,30.1
한승혁,2022,Kia,2022-08-07,vs. Doosan,RP,W,0.0,1.2,1 ⅔,33,0,0,0,0,2,2,0,,Home,광주 기아 챔피언스 필드,17:00,33.8
한승혁,2022,Kia,2022-08-05,vs. Doosan,RP,,0.0,3.0,1,27,0,0,2,0,0,1,0,,Home,광주 기아 챔피언스 필드,18:30,33.3
한승혁,2022,Kia,2022-08-03,@ Hanwha,RP,,0.0,3.0,1,30,0,0,1,0,1,2,0,,Away,대전 한화생명 볼파크,18:30,32.4
한승혁,2022,Kia,2022-07-30,vs. SSG,RP,,18.0,4.0,1,24,2,2,2,0,0,2,0,,Home,광주 기아 챔피언스 필드,18:00,31.5
한승혁,2022,Kia,2022-07-27,vs. NC,RP,W,0.0,1.0,2,29,0,0,1,0,0,1,0,,Home,광주 기아 챔피언스 필드,18:30,30.6
한승혁,2022,Kia,2022-07-10,vs. Hanwha,SP,,3.6,1.8,5,87,3,2,8,1,4,1,0,44.0,Home,광주 기아 챔피언스 필드,17:00,32.8
한승혁,2022,Kia,2022-06-30,@ Kiwoom,SP,,5.4,1.4,5,82,3,3,3,1,6,4,1,50.0,Away,고척 스카이돔,18:30,25.5
한승혁,2022,Kia,2022-06-24,@ Doosan,SP,,1.8,1.2,5,91,2,1,3,0,3,3,1,54.0,Away,잠실 야구장,18:30,26.7
한승혁,2022,Kia,2022-06-18,vs. Samsung,SP,L,10.13,3.0,2 ⅔,58,3,3,6,0,1,2,0,33.0,Home,광주 기아 챔피언스 필드,17:00,28.3
한승혁,2022,Kia,2022-06-12,vs. Kiwoom,SP,L,11.57,2.14,4 ⅔,86,6,6,7,1,2,3,0,25.0,Home,광주 기아 챔피언스 필드,17:00,26.2
한승혁,2022,Kia,2022-05-29,vs. SSG,SP,,13.5,2.63,2 ⅔,55,4,4,6,0,0,1,0,29.0,Home,광주 기아 챔피언스 필드,14:00,29.3
한승혁,2022,Kia,2022-05-24,@ Samsung,SP,,5.4,2.0,5,88,3,3,9,0,3,1,0,39.0,Away,대구 삼성 라이온즈 파크,18:30,24.1
한승혁,2022,Kia,2022-05-18,@ Lotte,SP,,27.0,4.2,1 ⅔,43,5,5,6,0,2,1,0,24.0,Away,사직 야구장,18:30,20.6
한승혁,2022,Kia,2022-05-12,vs. KT,SP,,4.5,1.17,6,87,4,3,5,1,8,2,0,54.0,Home,광주 기아 챔피언스 필드,18:30,22.5
한승혁,2022,Kia,2022-05-06,@ Hanwha,SP,W,1.5,1.17,6,94,2,1,5,0,7,2,1,60.0,Away,대전 한화생명 볼파크,18:30,24.3
한승혁,2022,Kia,2022-04-30,vs. Samsung,SP,,3.0,1.17,6,99,2,2,6,0,9,1,2,58.0,Home,광주 기아 챔피언스 필드,17:00,16.1
한승혁,2022,Kia,2022-04-24,@ Kiwoom,SP,W,2.57,1.14,7,95,2,2,7,0,6,1,0,60.0,Away,고척 스카이돔,14:00,25.5
한승혁,2022,Kia,2022-04-19,vs. Doosan,SP,,1.8,1.8,5,82,1,1,6,0,3,3,0,51.0,Home,광주 기아 챔피언스 필드,18:30,20.2
한승혁,2022,Kia,2022-04-07,vs. Hanwha,SP,,1.59,1.41,5 ⅔,93,2,1,5,0,6,3,0,56.0,Home,광주 기아 챔피언스 필드,18:30,16.9
한승혁,2021,Kia,2021-10-09,@ Hanwha,SP,,6.0,2.0,3,60,2,2,2,0,1,4,0,44.0,Away,대전 한화생명 볼파크,17:00,26.7
한승혁,2021,Kia,2021-10-03,vs. Hanwha,SP,,4.91,1.36,3 ⅔,80,4,2,4,0,1,1,1,40.0,Home,광주 기아 챔피언스 필드,14:00,29.3
한승혁,2021,Kia,2021-09-23,vs. Doosan,SP,L,0.0,1.2,5,82,1,0,5,0,5,1,1,58.0,Home,광주 기아 챔피언스 필드,18:30,23.2
한승혁,2021,Kia,2021-09-17,@ Samsung,SP,L,5.79,1.5,4 ⅔,75,3,3,6,0,3,1,0,42.0,Away,대구 삼성 라이온즈 파크,18:30,21.8
한승혁,2021,Kia,2021-09-12,vs. NC,SP,L,9.82,1.64,3 ⅔,57,4,4,5,0,3,1,0,37.0,Home,광주 기아 챔피언스 필드,14:00,29.7
한승혁,2021,Kia,2021-09-05,@ Hanwha,RP,,0.0,1.8,1 ⅔,30,0,0,1,0,2,2,0,,Away,대전 한화생명 볼파크,14:00,25.9
한승혁,2021,Kia,2021-09-03,vs. Samsung,RP,,0.0,0.0,1,10,0,0,0,0,1,0,0,,Home,광주 기아 챔피언스 필드,18:30,27.6
한승혁,2021,Kia,2021-09-01,@ Doosan,RP,,9.0,2.0,1,10,1,1,2,0,1,0,0,,Away,잠실 야구장,18:30,25.1
김범수,2024,Hanwha,2024-08-09,vs. Kiwoom,RP,,0.0,,0,13,1,1,1,1,0,1,0,,Home,대전 한화생명 볼파크,18:30,32.4
김범수,2024,Hanwha,2024-08-08,@ Samsung,RP,H,0.0,1.0,1,17,0,0,1,0,1,0,0,,Away,대구 삼성 라이온즈 파크,18:30,30.6
김범수,2024,Hanwha,2024-08-06,@ Samsung,RP,,0.0,1.5,0 ⅔,16,0,0,0,0,2,1,0,,Away,대구 삼성 라이온즈 파크,18:30,31.2
김범수,2024,Hanwha,2024-08-02,vs. Kia,RP,,9.0,1.0,1,17,1,1,1,1,1,0,0,,Home,대전 한화생명 볼파크,18:30,33.8
김범수,2024,Hanwha,2024-06-23,@ Kia,RP,,0.0,3.0,0 ⅓,9,0,0,1,0,1,0,0,,Away,광주 기아 챔피언스 필드,17:00,30.2
김범수,2024,Hanwha,2024-06-21,@ Kia,RP,,9.0,1.5,2,20,2,2,3,1,0,0,0,,Away,광주 기아 챔피언스 필드,18:30,29.8
김범수,2024,Hanwha,2024-06-19,vs. Kiwoom,RP,,0.0,4.5,0 ⅔,17,0,0,2,0,0,1,0,,Home,대전 한화생명 볼파크,18:30,31.1
김범수,2024,Hanwha,2024-06-14,vs. SSG,RP,,0.0,6.0,0 ⅓,16,0,0,0,0,0,2,0,,Home,대전 한화생명 볼파크,18:30,29.2
김범수,2024,Hanwha,2024-06-11,@ Doosan,RP,,0.0,1.0,1,16,0,0,1,0,2,0,0,,Away,잠실 야구장,18:30,27.8
김범수,2024,Hanwha,2024-06-09,vs. NC,RP,,0.0,1.0,1,25,0,0,0,0,1,1,0,,Home,대전 한화생명 볼파크,17:00,28.7
김범수,2024,Hanwha,2024-06-07,vs. NC,RP,,0.0,0.0,1,11,0,0,0,0,0,0,0,,Home,대전 한화생명 볼파크,18:30,25.3
김범수,2024,Hanwha,2024-06-04,@ KT,RP,,0.0,6.0,0 ⅓,15,0,0,0,0,1,2,0,,Away,수원 KT 위즈파크,18:30,23.2
김범수,2024,Hanwha,2024-06-01,@ Samsung,RP,,9.0,1.0,1,12,1,1,1,1,1,0,0,,Away,대구 삼성 라이온즈 파크,17:00,24.0
김범수,2024,Hanwha,2024-05-31,@ Samsung,RP,,6.75,2.25,1 ⅓,29,1,1,2,1,1,1,0,,Away,대구 삼성 라이온즈 파크,18:30,21.8
김범수,2024,Hanwha,2024-05-25,@ SSG,RP,H,0.0,2.0,1,21,0,0,1,0,1,1,0,,Away,인천 SSG 랜더스필드,17:00,19.6
김범수,2024,Hanwha,2024-05-24,@ SSG,RP,H,0.0,0.6,1 ⅔,26,0,0,0,0,1,1,0,,Away,인천 SSG 랜더스필드,18:30,20.8
김범수,2024,Hanwha,2024-05-22,vs. LG,RP,,0.0,0.0,1,11,0,0,0,0,1,0,0,,Home,대전 한화생명 볼파크,18:30,25.3
김범수,2024,Hanwha,2024-05-21,vs. LG,RP,,0.0,1.0,1,16,0,0,1,0,1,0,0,,Home,대전 한화생명 볼파크,18:30,24.9
김범수,2024,Hanwha,2024-05-18,@ Samsung,RP,,40.5,4.5,0 ⅔,33,3,3,2,1,2,1,0,,Away,대구 삼성 라이온즈 파크,17:00,22.1
