선수명,연도,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
정해영,2020,0.0,59.9,0.0,0.3,35.8,0.0,0.0,4.0,0.0,0.0,0.0,0.349,0.0,0.0,0.222,0.0,0.0,0.167,0.0,0.0
정해영,2021,0.0,68.5,0.0,0.3,22.8,0.0,0.0,8.5,0.0,0.0,0.0,0.194,0.0,0.0,0.283,0.0,0.0,0.176,0.0,0.0
정해영,2022,0.0,64.1,0.0,0.7,21.6,0.0,0.0,13.3,0.0,0.0,0.0,0.248,0.0,0.0,0.211,0.0,0.0,0.294,0.0,0.0
정해영,2023,0.0,64.1,0.0,0.1,17.7,0.0,0.0,18.1,0.0,0.0,0.0,0.288,0.0,0.0,0.3,0.0,0.0,0.233,0.0,0.0
정해영,2024,0.0,57.7,0.0,0.0,33.6,0.0,0.0,8.7,0.0,0.0,0.0,0.347,0.0,0.0,0.145,0.0,0.0,0.105,0.0,0.0
김대유,2020,3.6,49.1,0.0,18.2,29.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,0.4,0.0,0.0,0.0,0.0,0.0
김대유,2021,0.2,55.8,0.0,25.1,17.0,1.8,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.156,0.3,0.167,0.0,0.0,0.0,0.0
김대유,2022,0.1,54.3,0.0,21.2,20.7,3.3,0.0,0.0,0.0,0.0,0.0,0.274,0.0,0.171,0.227,0.273,0.0,0.0,0.0,0.0
김대유,2023,3.1,49.1,0.0,17.2,27.7,2.6,0.0,0.0,0.0,0.0,0.5,0.356,0.0,0.154,0.25,0.0,0.0,0.0,0.0,0.0
김대유,2024,0.0,40.9,0.0,13.8,28.4,16.8,0.0,0.0,0.0,0.0,0.0,0.429,0.0,0.357,0.308,0.19,0.0,0.0,0.0,0.0
김도현,2020,0.2,49.3,0.0,9.5,17.0,24.1,0.0,0.0,0.0,0.0,0.0,0.313,0.0,0.211,0.281,0.279,0.0,0.0,0.0,0.0
김도현,2021,0.4,58.4,0.0,8.6,9.7,23.0,0.0,0.0,0.0,0.0,0.0,0.299,0.0,0.6,0.3,0.273,0.0,0.0,0.0,0.0
김도현,2022,0.0,61.1,0.0,5.6,11.1,22.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
김도현,2024,6.9,38.6,0.0,18.6,26.4,9.4,0.0,0.0,0.0,0.0,0.429,0.325,0.0,0.159,0.28,0.286,0.0,0.0,0.0,0.0
김현수,2020,0.0,59.8,0.0,15.4,18.8,5.9,0.0,0.0,0.0,0.0,0.0,0.361,0.0,0.219,0.364,0.0,0.0,0.0,0.0,0.0
김현수,2021,0.0,62.7,0.0,11.7,19.4,6.2,0.0,0.0,0.0,0.0,0.0,0.321,0.0,0.25,0.263,0.3,0.0,0.0,0.0,0.0
김현수,2022,0.0,43.3,0.0,30.0,13.3,13.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
김현수,2024,0.0,65.7,0.0,21.9,9.5,1.9,0.0,0.0,0.0,0.0,0.0,0.385,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
박세웅,2020,7.3,34.5,0.0,15.6,20.6,5.1,0.0,16.9,0.0,0.0,0.458,0.321,0.0,0.26,0.306,0.273,0.0,0.192,0.0,0.0
박세웅,2021,0.3,47.3,0.0,19.6,21.3,0.2,0.0,11.1,0.0,0.0,0.333,0.289,0.0,0.139,0.203,0.5,0.0,0.181,0.0,0.0
박세웅,2022,0.0,42.2,0.0,19.1,27.9,0.0,0.0,10.5,0.0,0.0,0.0,0.343,0.0,0.213,0.244,0.0,0.0,0.261,0.0,0.0
박세웅,2023,0.0,40.0,0.0,22.2,23.6,0.0,0.0,14.0,0.0,0.0,0.0,0.306,0.0,0.197,0.221,0.0,0.0,0.176,0.0,0.0
박세웅,2024,0.2,37.9,0.3,17.1,31.6,2.8,0.0,10.1,0.0,0.0,1.0,0.308,0.5,0.173,0.317,0.364,0.0,0.13,0.0,0.0
박시영,2020,0.0,38.4,0.0,9.8,19.5,0.0,0.0,32.3,0.0,0.0,0.0,0.255,0.0,0.333,0.333,0.0,0.0,0.275,0.0,0.0
박시영,2021,0.0,28.0,0.0,1.3,54.3,0.0,0.0,16.4,0.0,0.0,0.0,0.233,0.0,1.0,0.125,0.0,0.0,0.296,0.0,0.0
박시영,2022,0.4,25.8,0.0,2.6,47.2,1.3,0.0,22.7,0.0,0.0,0.0,0.462,0.0,1.0,0.2,0.0,0.0,0.357,0.0,0.0
박시영,2024,0.0,40.3,0.0,0.2,54.2,0.0,0.0,5.3,0.0,0.0,0.0,0.27,0.0,0.0,0.276,0.0,0.0,0.2,0.0,0.0
심재민,2021,0.0,45.3,0.0,5.4,19.9,29.2,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.273,0.27,0.167,0.0,0.0,0.0,0.0
심재민,2022,0.0,45.5,0.0,14.1,23.9,16.4,0.0,0.0,0.0,0.0,0.0,0.293,0.0,0.139,0.195,0.379,0.0,0.0,0.0,0.0
심재민,2023,0.0,53.1,0.0,17.2,28.1,1.6,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
송재영,2021,0.0,57.4,0.0,16.0,21.2,0.3,0.0,5.2,0.0,0.0,0.0,0.382,0.0,0.417,0.417,0.0,0.0,0.167,0.0,0.0
송재영,2024,0.0,55.6,0.0,3.7,40.1,0.0,0.0,0.6,0.0,0.0,0.0,0.15,0.0,0.0,0.545,0.0,0.0,0.0,0.0,0.0
윤성빈,2021,0.0,91.3,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
윤성빈,2024,0.0,82.9,0.0,0.0,2.9,0.0,0.0,14.3,0.0,0.0,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
김건국,2020,0.4,35.2,0.0,11.2,37.0,0.0,0.0,16.3,0.0,0.0,0.0,0.19,0.0,0.182,0.319,0.0,0.0,0.192,0.0,0.0
김건국,2021,4.3,33.6,1.9,7.6,35.2,0.0,0.0,17.1,0.0,0.0,0.0,0.345,0.667,0.333,0.257,0.0,0.0,0.278,0.0,0.0
김건국,2023,0.0,40.1,0.0,8.9,38.1,0.0,0.0,12.8,0.0,0.0,0.0,0.357,0.0,0.0,0.238,0.0,0.0,0.3,0.0,0.0
김건국,2024,0.0,39.7,34.5,13.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.31,0.353,0.304,0.0,0.0,0.0,0.333,0.0,0.0
김기훈,2020,0.0,60.4,0.0,0.7,18.0,20.9,0.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.333,0.232,0.0,0.0,0.0,0.0
김기훈,2022,0.0,56.4,0.0,8.1,20.3,15.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
김기훈,2023,0.0,74.1,0.0,0.4,18.6,6.6,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.0
김기훈,2024,0.0,55.7,0.0,0.8,16.1,27.5,0.0,0.0,0.0,0.0,0.0,0.237,0.0,0.0,0.333,0.115,0.0,0.0,0.0,0.0
김민재,2024,0.0,63.5,0.0,4.7,4.7,2.4,0.0,24.7,0.0,0.0,0.0,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
김민주,2024,0.0,63.3,0.0,0.0,16.7,20.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
김사윤,2020,0.0,73.8,0.0,0.5,12.4,13.3,0.0,0.0,0.0,0.0,0.0,0.265,0.0,0.0,0.286,0.029,0.0,0.0,0.0,0.0
김사윤,2021,0.0,61.8,0.0,2.7,14.0,21.4,0.0,0.0,0.0,0.0,0.0,0.297,0.0,0.5,0.154,0.429,0.0,0.0,0.0,0.0
김사윤,2022,0.0,63.9,0.0,8.3,17.5,10.0,0.0,0.2,0.0,0.0,0.0,0.237,0.0,0.375,0.067,0.417,0.0,0.0,0.0,0.0
김사윤,2024,48.6,9.9,0.0,1.0,21.7,18.7,0.0,0.1,0.0,0.0,0.288,0.455,0.0,0.0,0.333,0.182,0.0,0.0,0.0,0.0
김승현,2022,0.0,71.7,0.0,0.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.0,0.364,0.0,0.0,0.0,0.0,0.0
김승현,2023,0.0,64.1,11.1,0.4,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.222,0.0,0.0,0.0,0.0,0.0
김승현,2024,0.0,49.1,0.0,0.0,50.9,0.0,0.0,0.0,0.0,0.0,0.0,0.415,0.0,0.0,0.162,0.0,0.0,0.0,0.0,0.0
곽도규,2023,66.1,10.9,0.0,16.1,6.5,0.0,0.0,0.0,0.0,0.0,0.258,0.5,0.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0
곽도규,2024,61.6,0.9,0.0,8.6,24.6,1.2,0.0,2.9,0.0,0.0,0.237,0.0,0.0,0.154,0.188,0.0,0.0,0.0,0.0,0.0
이의리,2021,0.0,55.0,0.0,4.7,15.5,24.8,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.222,0.238,0.122,0.0,0.0,0.0,0.0
이의리,2022,0.0,63.5,0.0,14.0,12.7,9.6,0.0,0.0,0.0,0.0,0.0,0.238,0.0,0.172,0.167,0.265,0.0,0.0,0.0,0.0
이의리,2023,0.0,59.2,0.0,7.8,21.2,11.5,0.0,0.0,0.0,0.0,0.0,0.239,0.0,0.227,0.162,0.183,0.0,0.0,0.0,0.0
이의리,2024,0.0,51.4,0.0,16.0,21.5,11.1,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.3,0.444,0.0,0.0,0.0,0.0,0.0
이형범,2020,65.3,0.5,0.2,3.4,19.6,11.0,0.0,0.0,0.0,0.0,0.315,0.0,0.0,0.25,0.294,0.111,0.0,0.0,0.0,0.0
이형범,2021,67.6,0.0,0.0,2.9,17.6,11.8,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이형범,2022,58.7,0.9,0.0,2.0,28.2,9.8,0.0,0.0,0.0,0.0,0.266,0.0,0.0,0.0,0.29,0.286,0.0,0.0,0.0,0.0
이형범,2023,50.0,8.6,0.0,2.1,30.9,8.0,0.0,0.4,0.0,0.0,0.393,0.643,0.0,0.5,0.176,0.222,0.0,0.0,0.0,0.0
이형범,2024,48.6,3.4,0.0,0.3,47.3,0.3,0.0,0.0,0.0,0.0,0.424,1.0,0.0,0.0,0.265,1.0,0.0,0.0,0.0,0.0
이준영,2020,0.0,33.3,0.0,3.9,62.0,0.8,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.571,0.304,0.0,0.0,0.0,0.0,0.0
이준영,2021,0.0,42.0,0.0,2.2,54.0,1.7,0.0,0.2,0.0,0.0,0.0,0.209,0.0,0.25,0.233,0.0,0.0,0.0,0.0,0.0
이준영,2022,0.0,36.3,0.1,0.3,63.2,0.1,0.0,0.0,0.0,0.0,0.0,0.262,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0
이준영,2023,0.0,25.5,0.0,0.0,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.0,0.0,0.234,0.0,0.0,0.0,0.0,0.0
이준영,2024,0.0,28.8,0.0,0.3,69.9,0.3,0.0,0.6,0.0,0.0,0.0,0.343,0.0,0.0,0.243,0.0,0.0,0.0,0.0,0.0
네일,2024,41.5,2.3,10.1,0.4,33.8,11.9,0.0,0.0,0.0,0.0,0.339,0.0,0.389,0.0,0.161,0.327,0.0,0.0,0.0,0.0
박준표,2020,0.1,12.9,0.0,42.5,0.1,0.8,43.6,0.0,0.0,0.0,0.0,0.286,0.0,0.143,0.0,0.0,0.278,0.0,0.0,0.0
박준표,2021,0.0,0.4,0.0,41.5,0.0,0.5,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.271,0.0,0.0,0.377,0.0,0.0,0.0
박준표,2022,0.0,0.0,0.0,34.1,0.0,0.0,65.6,0.3,0.0,0.0,0.0,0.0,0.0,0.243,0.0,0.0,0.333,0.0,0.0,0.0
박준표,2023,0.0,0.0,0.0,19.6,0.0,0.0,73.1,7.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.256,0.2,0.0,0.0
박준표,2024,72.7,0.0,0.0,15.9,0.0,0.0,0.0,11.4,0.0,0.0,0.412,0.0,0.0,0.333,0.0,0.0,0.0,0.4,0.0,0.0
양현종,2020,0.0,57.4,0.0,4.3,16.6,21.7,0.0,0.0,0.0,0.0,0.0,0.277,0.0,0.147,0.207,0.327,0.0,0.0,0.0,0.0
양현종,2022,0.0,52.2,0.0,4.1,22.4,21.2,0.0,0.0,0.0,0.0,0.0,0.291,0.0,0.273,0.184,0.241,0.0,0.0,0.0,0.0
양현종,2023,0.0,53.3,0.0,2.5,19.9,24.2,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.1,0.208,0.26,0.0,0.0,0.0,0.0
양현종,2024,0.0,47.6,0.0,2.7,22.3,27.0,0.0,0.0,0.0,0.0,0.0,0.294,0.0,0.222,0.248,0.207,0.0,0.0,0.0,0.0
유승철,2022,0.0,68.0,0.0,5.5,20.8,3.9,0.0,1.6,0.0,0.0,0.0,0.34,0.0,0.0,0.188,0.2,0.0,0.0,0.0,0.0
유승철,2023,0.0,78.9,0.0,10.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
유승철,2024,0.0,72.5,0.0,7.8,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
윤중현,2021,0.2,45.7,0.0,23.7,1.0,23.2,6.2,0.0,0.0,0.0,0.0,0.309,0.0,0.215,0.0,0.286,0.333,0.0,0.0,0.0
윤중현,2022,0.0,31.3,0.0,15.5,0.0,24.0,29.2,0.0,0.0,0.0,0.0,0.242,0.0,0.241,0.0,0.34,0.329,0.0,0.0,0.0
윤중현,2023,3.7,30.5,0.0,22.4,1.2,13.5,28.7,0.0,0.0,0.0,0.25,0.194,0.0,0.278,0.0,0.333,0.429,0.0,0.0,0.0
윤중현,2024,56.5,2.5,0.0,21.3,1.7,18.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0
윤영철,2023,0.0,41.5,0.0,3.6,32.8,22.1,0.0,0.0,0.0,0.0,0.0,0.342,0.0,0.25,0.224,0.184,0.0,0.0,0.0,0.0
윤영철,2024,0.0,33.4,20.5,6.8,19.8,19.5,0.0,0.0,0.0,0.0,0.0,0.27,0.288,0.5,0.185,0.228,0.0,0.0,0.0,0.0
유지성,2024,0.0,58.8,0.0,0.0,25.5,15.7,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
반즈,2022,11.8,37.4,0.0,2.2,28.3,20.0,0.0,0.0,0.0,0.0,0.333,0.302,0.0,0.5,0.167,0.243,0.0,0.0,0.0,0.0
반즈,2023,9.4,34.4,0.0,0.3,33.2,22.2,0.0,0.0,0.0,0.0,0.375,0.312,0.0,0.0,0.213,0.252,0.0,0.0,0.0,0.0
반즈,2024,10.9,31.4,0.0,0.3,33.0,24.2,0.0,0.0,0.0,0.0,0.462,0.301,0.0,0.0,0.17,0.238,0.0,0.0,0.0,0.0
최준용,2020,0.0,71.6,0.0,2.1,18.0,3.9,0.0,4.4,0.0,0.0,0.0,0.296,0.0,1.0,0.095,0.25,0.0,0.5,0.0,0.0
최준용,2021,0.0,72.9,0.0,0.0,14.5,12.3,0.0,0.3,0.0,0.0,0.0,0.235,0.0,0.0,0.235,0.227,0.0,0.0,0.0,0.0
최준용,2022,0.0,67.3,0.0,0.7,17.3,14.3,0.0,0.4,0.0,0.0,0.0,0.272,0.0,0.0,0.157,0.209,0.0,0.0,0.0,0.0
최준용,2023,0.0,54.3,0.0,13.9,4.2,27.6,0.0,0.0,0.0,0.0,0.0,0.281,0.0,0.241,0.375,0.236,0.0,0.0,0.0,0.0
최준용,2024,0.0,60.8,0.0,2.8,16.0,20.0,0.0,0.5,0.0,0.0,0.0,0.392,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0
한현희,2020,0.0,57.8,0.0,0.0,34.1,6.4,1.6,0.0,0.0,0.0,0.0,0.252,0.0,0.0,0.271,0.343,0.429,0.0,0.0,0.0
한현희,2021,0.0,56.0,0.0,0.0,34.2,9.2,0.5,0.0,0.0,0.0,0.0,0.258,0.0,0.0,0.209,0.344,1.0,0.0,0.0,0.0
한현희,2022,0.1,60.7,0.0,0.1,23.0,8.7,2.2,5.0,0.0,0.0,1.0,0.278,0.0,1.0,0.197,0.167,0.692,0.143,0.0,0.0
한현희,2023,0.0,52.5,0.0,0.3,38.6,5.6,0.0,3.0,0.0,0.0,0.0,0.322,0.0,0.333,0.242,0.3,0.0,0.533,0.0,0.0
한현희,2024,0.0,52.7,0.0,1.7,42.4,1.7,0.0,1.3,0.0,0.0,0.0,0.319,0.0,0.5,0.266,0.6,0.0,0.4,0.0,0.0
홍민기,2021,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
홍민기,2024,26.3,38.4,0.0,31.3,4.0,0.0,0.0,0.0,0.0,0.0,0.4,0.385,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
현도훈,2021,0.0,52.9,0.0,6.7,23.6,0.0,0.0,16.8,0.0,0.0,0.0,0.313,0.0,0.75,0.0,0.0,0.0,0.143,0.0,0.0
현도훈,2024,0.0,49.7,0.0,2.1,34.7,0.0,0.0,13.5,0.0,0.0,0.0,0.353,0.0,0.0,0.294,0.0,0.0,0.4,0.0,0.0
정철원,2022,0.0,64.5,0.0,4.4,21.0,0.0,0.0,10.0,0.0,0.0,0.0,0.248,0.0,0.2,0.193,0.0,0.0,0.192,0.0,1.0
정철원,2023,0.0,62.0,0.0,0.2,22.3,0.0,0.0,15.3,0.0,0.0,0.0,0.275,0.0,0.0,0.27,0.0,0.0,0.102,0.0,0.0
정철원,2024,0.0,59.9,0.0,0.2,24.1,0.0,0.0,15.3,0.0,0.0,0.0,0.361,0.0,0.0,0.257,0.0,0.0,0.16,0.0,0.0
정현수,2024,0.0,36.9,0.0,22.1,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.105,0.294,0.0,0.0,0.0,0.0,0.0
진해수,2020,2.8,40.1,0.0,12.7,44.4,0.0,0.0,0.0,0.0,0.0,0.667,0.357,0.0,0.16,0.228,0.0,0.0,0.0,0.0,0.0
진해수,2021,0.1,42.7,0.0,14.8,41.3,0.1,0.0,0.8,0.0,0.0,0.0,0.266,0.0,0.231,0.246,0.0,0.0,0.0,0.0,0.0
진해수,2022,1.3,36.5,0.0,13.6,45.4,0.1,0.0,2.7,0.0,0.0,0.0,0.243,0.0,0.167,0.231,0.0,0.0,0.5,0.0,0.0
진해수,2023,0.0,31.0,0.0,9.8,44.4,0.0,0.0,13.5,0.0,0.0,0.0,0.409,0.0,0.0,0.276,0.0,0.0,0.25,0.0,0.0
진해수,2024,28.9,9.6,0.0,3.2,57.7,0.0,0.0,0.0,0.0,0.0,0.333,0.222,0.0,0.5,0.313,0.0,0.0,0.0,0.0,0.0
진승현,2022,0.0,50.5,0.0,12.9,34.2,2.5,0.0,0.0,0.0,0.0,0.0,0.444,0.0,0.0,0.133,1.0,0.0,0.0,0.0,0.0
진승현,2023,0.0,44.7,0.0,11.8,33.0,10.5,0.0,0.0,0.0,0.0,0.0,0.436,0.0,0.286,0.125,0.222,0.0,0.0,0.0,0.0
진승현,2024,0.0,46.8,0.0,5.5,40.4,6.4,0.0,0.9,0.0,0.0,0.0,0.333,0.0,0.0,0.286,0.0,0.0,0.0,0.0,0.0
김도규,2021,0.0,58.4,0.0,0.1,25.3,0.4,0.0,15.6,0.0,0.0,0.0,0.315,0.0,0.0,0.222,0.0,0.0,0.211,0.0,0.0
김도규,2022,0.0,48.3,0.0,0.3,16.2,0.0,0.1,34.7,0.0,0.0,0.0,0.224,0.0,1.0,0.235,0.0,0.0,0.275,0.0,0.0
김도규,2023,0.0,48.7,0.0,0.0,20.4,0.0,0.0,30.7,0.0,0.0,0.0,0.21,0.0,0.0,0.217,0.0,0.0,0.393,0.0,0.0
김도규,2024,0.0,40.2,0.0,0.0,22.8,0.0,0.0,37.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0
김강현,2020,0.0,79.2,0.0,8.3,4.2,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
김진욱,2021,0.0,64.7,0.0,9.5,25.4,0.5,0.0,0.0,0.0,0.0,0.0,0.221,0.0,0.263,0.316,0.0,0.0,0.0,0.0,0.0
김진욱,2022,0.0,62.3,0.0,17.0,18.0,2.4,0.0,0.0,0.0,0.0,0.0,0.286,0.0,0.154,0.172,0.0,0.0,0.0,0.0,0.0
김진욱,2023,0.0,60.3,0.0,18.8,19.0,0.3,0.0,1.5,0.0,0.0,0.0,0.25,0.0,0.286,0.267,0.0,0.0,0.333,0.0,0.0
김진욱,2024,0.0,42.1,0.0,18.0,37.3,0.0,0.0,2.1,0.0,0.0,0.0,0.296,0.0,0.355,0.175,0.0,0.0,0.333,0.0,0.0
김상수,2020,0.3,59.8,0.0,9.3,3.1,5.6,0.0,21.9,0.0,0.0,0.0,0.299,0.0,0.167,0.333,0.0,0.0,0.279,0.0,0.0
김상수,2021,1.4,47.3,0.0,10.2,6.8,5.6,0.0,28.6,0.0,0.0,0.333,0.368,0.0,0.412,0.25,0.294,0.0,0.162,0.0,0.0
김상수,2022,0.0,47.2,0.0,9.9,6.8,6.8,0.0,29.2,0.0,0.0,0.0,0.222,0.0,0.0,0.667,0.0,0.0,0.5,0.0,0.0
김상수,2023,0.1,43.8,0.0,11.9,7.0,13.8,0.0,23.2,0.0,0.0,0.0,0.233,0.0,0.364,0.231,0.237,0.0,0.222,0.0,0.0
김상수,2024,6.8,39.4,0.0,7.2,16.1,10.9,0.0,19.2,0.0,0.0,0.182,0.271,0.0,0.5,0.154,0.323,0.0,0.258,0.0,0.0
김원중,2020,0.1,55.3,0.0,11.7,5.9,0.0,0.0,26.9,0.0,0.0,0.0,0.319,0.0,0.143,0.143,0.0,0.0,0.152,0.0,0.0
김원중,2021,0.0,46.5,0.0,11.8,0.3,0.0,0.0,41.2,0.0,0.0,0.0,0.319,0.0,0.125,0.0,0.0,0.0,0.113,0.0,0.0
김원중,2022,0.0,44.7,0.0,8.4,0.1,0.0,0.0,46.6,0.0,0.0,0.0,0.343,0.0,0.167,0.0,0.0,0.0,0.167,0.0,0.0
김원중,2023,0.0,44.4,0.0,13.2,0.3,0.0,0.0,42.2,0.0,0.0,0.0,0.26,0.0,0.125,0.0,0.0,0.0,0.204,0.0,0.0
김원중,2024,0.0,44.9,0.0,5.6,0.2,0.0,0.0,49.1,0.0,0.0,0.0,0.307,0.0,0.455,0.0,0.0,0.0,0.187,0.0,0.0
구승민,2020,0.0,52.0,0.0,0.3,7.7,0.0,0.0,40.0,0.0,0.0,0.0,0.174,0.0,0.0,0.294,0.0,0.0,0.192,0.0,0.0
