선수명,연도,투심_구사율,포심_구사율,커터_구사율,커브_구사율,슬라_구사율,첸접_구사율,싱커_구사율,포크_구사율,너클_구사율,기타_구사율,투심_피안타율,포심_피안타율,커터_피안타율,커브_피안타율,슬라_피안타율,첸접_피안타율,싱커_피안타율,포크_피안타율,너클_피안타율,기타_피안타율
조상우,2020,0.0,68.8,0.0,0.1,25.2,5.2,0.0,0.6,0.0,0.0,0.0,0.278,0.0,0.0,0.152,0.188,0.0,0.0,0.0,0.0
조상우,2021,1.3,62.3,0.0,1.5,25.7,0.5,0.0,8.7,0.0,0.0,0.0,0.242,0.0,0.0,0.111,0.0,0.0,0.063,0.0,0.0
조상우,2024,0.0,60.6,0.0,0.9,37.9,0.0,0.2,0.5,0.0,0.0,0.0,0.299,0.0,0.333,0.196,0.0,1.0,0.0,0.0,0.0
최지민,2022,0.0,54.9,0.0,0.0,25.4,19.7,0.0,0.0,0.0,0.0,0.0,0.308,0.0,0.0,0.429,0.5,0.0,0.0,0.0,0.0
최지민,2023,0.0,63.5,0.0,0.0,26.3,9.8,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.188,0.19,0.0,0.0,0.0,0.0
최지민,2024,0.0,61.2,0.0,0.0,27.8,11.0,0.0,0.0,0.0,0.0,0.0,0.269,0.0,0.0,0.154,0.438,0.0,0.0,0.0,0.0
황동하,2023,0.0,50.0,0.0,4.2,31.3,0.0,0.0,13.2,0.0,0.0,0.0,0.305,0.0,0.167,0.256,0.0,0.0,0.316,0.0,0.0
황동하,2024,0.0,40.5,0.0,7.9,30.3,0.0,0.0,21.3,0.0,0.0,0.0,0.299,0.0,0.241,0.244,0.0,0.0,0.247,0.0,0.0
임기영,2020,0.3,36.5,0.0,1.0,20.1,31.7,10.5,0.0,0.0,0.0,0.5,0.27,0.0,0.5,0.373,0.274,0.372,0.0,0.0,0.0
임기영,2021,0.0,44.3,0.0,0.9,17.8,31.6,5.5,0.0,0.0,0.0,0.0,0.269,0.0,0.0,0.348,0.188,0.483,0.0,0.0,0.0
임기영,2022,0.0,28.1,0.0,1.0,16.0,38.5,16.5,0.0,0.0,0.0,0.0,0.27,0.0,0.25,0.321,0.243,0.325,0.0,0.0,0.0
임기영,2023,0.0,29.9,0.0,0.1,17.8,39.4,12.7,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.267,0.18,0.111,0.0,0.0,0.0
임기영,2024,3.0,35.1,0.0,0.1,24.8,36.8,0.0,0.0,0.0,0.0,0.5,0.391,0.0,0.0,0.214,0.3,0.0,0.0,0.0,0.0
장재혁,2022,0.0,46.2,0.0,0.0,50.8,0.0,0.0,3.1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장재혁,2024,0.0,85.2,0.0,0.0,11.1,0.0,0.0,3.7,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
전상현,2020,0.0,62.1,0.0,3.5,29.5,1.9,0.0,2.9,0.0,0.0,0.0,0.2,0.0,0.0,0.204,0.5,0.0,0.273,0.0,0.0
전상현,2021,0.0,57.9,0.0,8.1,32.4,0.0,0.0,1.6,0.0,0.0,0.0,0.343,0.0,0.5,0.143,0.0,0.0,0.0,0.0,0.0
전상현,2022,0.0,57.4,0.0,2.7,32.6,1.4,0.0,5.9,0.0,0.0,0.0,0.266,0.0,0.0,0.21,0.5,0.0,0.25,0.0,0.0
전상현,2023,0.0,47.2,0.0,4.6,41.7,0.3,0.1,6.1,0.0,0.0,0.0,0.308,0.0,0.429,0.153,0.0,0.0,0.063,0.0,0.0
전상현,2024,0.0,47.3,0.0,6.2,32.5,0.4,0.0,13.5,0.0,0.0,0.0,0.255,0.0,0.0,0.236,0.0,0.0,0.158,0.0,0.0
